Cycle,Training samples,sample,Method,True vectors,Predicted vectors,Vector count error,Engineering score,Line geometry score,Total length score,Junction angle score,Vector count score,True junctions,Predicted junctions,tp,fp,fn,tn,sample_precision,sample_recall,sample_f1,sample_accuracy,sample_iou
small,100,582,Unedited Hough vectors from distance-to-stroke,2,11,9,0.3619638694638695,0.65,0.2564102564102564,0.0,0.18181818181818177,0,18,80,253,94,15957,0.24024024023951882,0.4597701149398864,0.31558185359132307,0.9788208007811903,0.18735362997614202
small,100,583,Unedited Hough vectors from distance-to-stroke,2,15,13,0.4049849612292995,0.7746639784946237,0.21526418786692758,0.0,0.1333333333333333,0,21,186,238,167,15793,0.43867924528198426,0.5269121813016235,0.47876447826742136,0.9752807617186905,0.3147208121822086
small,100,584,Unedited Hough vectors from distance-to-stroke,4,16,12,0.2693934892415384,0.44877394636015316,0.21222606689734713,0.0,0.25,0,56,200,523,86,15575,0.27662517289035043,0.6993006992982542,0.396432110593994,0.9628295898436912,0.24721878862763014
small,100,585,Unedited Hough vectors from distance-to-stroke,5,18,13,0.33301265772335004,0.5717762913415088,0.2396777442094663,0.0,0.2777777777777778,0,31,171,660,191,15362,0.20577617328495093,0.4723756906064299,0.2866722543965758,0.9480590820311922,0.16731898238731183
small,100,586,Unedited Hough vectors from distance-to-stroke,4,19,15,0.2990962464607975,0.5365384615384615,0.18300653594771243,0.0,0.21052631578947367,0,39,192,615,208,15369,0.2379182156130881,0.4799999999988,0.31814415862840423,0.949768066406192,0.18916256157616831
small,100,587,Unedited Hough vectors from distance-to-stroke,4,24,20,0.3642707167667642,0.7032470954605342,0.1557142857142857,0.0,0.16666666666666663,0,103,310,813,240,15021,0.27604630454116114,0.5636363636353389,0.3705917509030991,0.9357299804686928,0.2274394717533181
small,100,588,Unedited Hough vectors from distance-to-stroke,3,3,0,0.7468917378917379,0.5898005698005698,0.6574074074074074,1.0,1.0,0,0,29,82,45,16228,0.26126126125890753,0.391891891886596,0.3135135130301242,0.9922485351561894,0.18589743589624427
small,100,589,Unedited Hough vectors from distance-to-stroke,1,2,1,0.7512713097713097,0.6905128205128205,0.7027027027027026,1.0,0.5,0,0,27,49,26,16282,0.3552631578900623,0.509433962254539,0.41860465067219516,0.9954223632811893,0.26470588235034603
small,100,590,Unedited Hough vectors from distance-to-stroke,2,6,4,0.3262737306843267,0.52,0.29470198675496684,0.0,0.33333333333333337,0,6,139,137,138,15970,0.5036231884039724,0.501805054149813,0.5027124768942053,0.9832153320311899,0.33574879226972043
small,100,591,Unedited Hough vectors from distance-to-stroke,2,5,3,0.6944402985074627,0.65,0.5597014925373134,1.0,0.4,0,0,45,72,84,16183,0.38461538461209727,0.3488372092996214,0.3658536580348007,0.9904785156249395,0.22388059701381155
small,100,592,Unedited Hough vectors from distance-to-stroke,4,11,7,0.34480845618345624,0.5525,0.29909909909909915,0.0,0.36363636363636365,0,19,115,377,121,15771,0.23373983739789891,0.4872881355911556,0.3159340654950263,0.9696044921874408,0.18760195758533835
small,100,593,Unedited Hough vectors from distance-to-stroke,5,33,28,0.3910800960460343,0.7464008452897342,0.18149100257069406,0.015,0.1515151515151515,3,200,563,949,467,14405,0.3723544973542511,0.5466019417470421,0.4429583000683758,0.9135742187499443,0.2844871147042524
small,100,594,Unedited Hough vectors from distance-to-stroke,4,27,23,0.30735552008602396,0.5987452107279693,0.11552680221811462,0.0,0.14814814814814814,0,159,415,1303,255,14411,0.24155995343408523,0.6194029850737024,0.3475711888757404,0.9049072265624447,0.21033958438914832
small,100,595,Unedited Hough vectors from distance-to-stroke,5,21,16,0.40219504906992537,0.72505077600903,0.2605633802816901,0.0,0.23809523809523814,0,55,207,757,382,15038,0.21473029045620878,0.3514431239382828,0.26658081086171415,0.9304809570311932,0.15378900445753804
small,100,596,Unedited Hough vectors from distance-to-stroke,1,2,1,0.12804878048780488,0.0,0.3902439024390244,0.0,0.5,0,1,8,25,11,16340,0.24242424241689625,0.4210526315567867,0.30769230721671603,0.997802734374939,0.1818181818140496
small,100,597,Unedited Hough vectors from distance-to-stroke,5,25,20,0.2555250604693629,0.4490467592053909,0.16727009413468497,0.0,0.19999999999999996,0,80,249,838,226,15071,0.2290708371663026,0.5242105263146859,0.3188220226237227,0.9350585937499429,0.18964204112704522
small,100,598,Unedited Hough vectors from distance-to-stroke,3,23,20,0.2839247190537188,0.549054820415879,0.11903285802851826,0.0,0.13043478260869568,0,79,265,940,273,14906,0.21991701244795028,0.49256505576116627,0.30407343617642774,0.9259643554686935,0.17929634641395176
small,100,599,Unedited Hough vectors from distance-to-stroke,2,8,6,0.3166858974358975,0.4872222222222222,0.3205128205128205,0.03333333333333333,0.25,1,18,60,130,48,16146,0.3157894736825485,0.5555555555504115,0.40268456329354535,0.9891357421874396,0.25210084033507524
small,100,600,Unedited Hough vectors from distance-to-stroke,4,26,22,0.25464777327935223,0.474775828460039,0.12807017543859645,0.0,0.15384615384615385,0,98,307,1033,255,14789,0.22910447761176933,0.5462633451947575,0.322818085808345,0.9213867187499437,0.1924764890280925
small,100,601,Unedited Hough vectors from distance-to-stroke,5,21,16,0.31252231862528757,0.5553140096618358,0.19410745233968807,0.0,0.23809523809523814,0,88,305,665,247,15167,0.3144329896903975,0.552536231883057,0.40078843580525486,0.9443359374999424,0.2506162695149954
small,100,602,Unedited Hough vectors from distance-to-stroke,3,8,5,0.3442123567921441,0.5775641025641026,0.23404255319148937,0.0,0.375,0,9,63,254,103,15964,0.19873817034637623,0.3795180722868704,0.2608695647651797,0.9782104492186903,0.14999999999964286
small,100,603,Unedited Hough vectors from distance-to-stroke,4,25,21,0.2742083213134447,0.5314396317221176,0.08477611940298513,0.008421052631578947,0.16000000000000003,1,95,228,1045,166,14945,0.1791044776117996,0.5786802030442165,0.2735452905805032,0.9260864257811935,0.15844336344672796
small,100,604,Unedited Hough vectors from distance-to-stroke,4,17,13,0.28032517646650634,0.4939348620804253,0.15762538382804503,0.012,0.23529411764705888,1,50,233,615,137,15399,0.2747641509430722,0.6297297297280278,0.38259441665355465,0.9541015624999417,0.23654822335001366
small,100,605,Unedited Hough vectors from distance-to-stroke,5,24,19,0.32391396369777387,0.5767913832199547,0.18508829300196206,0.02602739726027397,0.20833333333333337,4,146,337,876,240,14931,0.2778235779057891,0.5840554592710848,0.376536312411863,0.931884765624943,0.23193392980025332
small,100,606,Unedited Hough vectors from distance-to-stroke,1,3,2,0.3949509803921569,0.65,0.34558823529411764,0.0,0.33333333333333337,0,1,45,87,101,16151,0.3409090909065083,0.3082191780800807,0.3237410066931836,0.9885253906249396,0.19313304720947155
small,100,607,Unedited Hough vectors from distance-to-stroke,5,40,35,0.30682859432655973,0.6042229739020434,0.11214128035320092,0.0,0.125,0,202,417,1279,416,14272,0.245872641509289,0.5006002400954375,0.3297746140300855,0.8965454101561953,0.19744318181808834
small,100,608,Unedited Hough vectors from distance-to-stroke,5,20,15,0.2577762838801712,0.45261111111111113,0.14550641940085596,0.0,0.25,0,23,120,519,179,15566,0.18779342722975306,0.4013377926407982,0.2558635390107769,0.9573974609374415,0.14669926650348813
small,100,609,Unedited Hough vectors from distance-to-stroke,4,25,21,0.2701321584888275,0.49562962962962964,0.15549412577747068,0.0,0.16000000000000003,0,113,308,805,301,14970,0.27672955974817903,0.5057471264359512,0.3577235767781885,0.932495117187443,0.21782178217806378
small,100,610,Unedited Hough vectors from distance-to-stroke,1,8,7,0.3491379310344828,0.65,0.2206896551724138,0.0,0.125,0,11,59,133,81,16111,0.3072916666650662,0.4214285714255613,0.35542168625711285,0.9869384765624397,0.21611721611642448
small,100,611,Unedited Hough vectors from distance-to-stroke,4,27,23,0.3076066085438007,0.585,0.14215341308937368,0.0044444444444444444,0.14814814814814814,1,90,217,902,264,15001,0.1939231456655997,0.45114345114251325,0.27124999957916174,0.9288330078124433,0.15690527838021917
small,100,612,Unedited Hough vectors from distance-to-stroke,2,10,8,0.41941195741195747,0.6993939393939395,0.42342342342342343,0.0,0.19999999999999996,0,6,82,115,52,16135,0.41624365482022213,0.611940298502896,0.49546827746073874,0.9898071289061896,0.32931726907498265
small,100,613,Unedited Hough vectors from distance-to-stroke,3,18,15,0.23243064312736444,0.38475783475783476,0.21311475409836067,0.0,0.16666666666666663,0,36,120,305,134,15825,0.2823529411758062,0.4724409448800298,0.3534609715483439,0.9732055664061906,0.2146690518779702
small,100,614,Unedited Hough vectors from distance-to-stroke,4,17,13,0.349733171624168,0.6540099875156055,0.15949632738719832,0.0,0.23529411764705888,0,43,248,511,259,15366,0.32674571804963537,0.4891518737662936,0.3917851495981809,0.9530029296874418,0.2436149312374817
small,100,615,Unedited Hough vectors from distance-to-stroke,5,24,19,0.36955497912939766,0.6679999999999999,0.24060822898032197,0.0,0.20833333333333337,0,53,311,623,240,15210,0.33297644539578913,0.5644283121586853,0.41885521838791423,0.9473266601561922,0.2649063032365716
small,100,616,Unedited Hough vectors from distance-to-stroke,1,3,2,0.3960087719298246,0.65,0.3508771929824561,0.0,0.33333333333333337,0,2,71,27,58,16228,0.7244897959109746,0.5503875968949583,0.625550660296765,0.9948120117186893,0.4551282051252877
small,100,617,Unedited Hough vectors from distance-to-stroke,1,7,6,0.35616843033509704,0.65,0.24691358024691357,0.0,0.1428571428571429,0,6,61,85,64,16174,0.41780821917522054,0.487999999996096,0.4501845013446985,0.9909057617186895,0.29047619047480727
small,100,618,Unedited Hough vectors from distance-to-stroke,1,8,7,0.3477350427350428,0.65,0.2136752136752137,0.0,0.125,0,11,71,133,84,16096,0.34803921568456847,0.458064516126077,0.3955431749945764,0.9867553710936897,0.24652777777692178
small,100,619,Unedited Hough vectors from distance-to-stroke,4,12,8,0.2865973890865159,0.4681717888100867,0.21293375394321767,0.0,0.33333333333333337,0,29,66,489,64,15765,0.11891891891870465,0.5076923076884025,0.19270072961891632,0.966247558593691,0.10662358642955311
small,100,620,Unedited Hough vectors from distance-to-stroke,5,21,16,0.3378731620240095,0.626180790960452,0.16141141141141147,0.0,0.23809523809523814,0,75,170,934,122,15158,0.15398550724623733,0.5821917808199241,0.2435530082648049,0.9355468749999428,0.13866231647623273
small,100,621,Unedited Hough vectors from distance-to-stroke,1,4,3,0.4465,0.7033333333333334,0.525,0.0,0.25,0,1,95,45,166,16078,0.6785714285665817,0.3639846743281073,0.4738154608897954,0.9871215820311897,0.3104575163388547
small,100,622,Unedited Hough vectors from distance-to-stroke,2,18,16,0.3773999472415721,0.7270464601769911,0.19558964525407474,0.0,0.11111111111111116,0,34,299,500,392,15193,0.37421777221480074,0.43270622286478627,0.40134228138128286,0.9455566406249423,0.2510495382029798
small,100,623,Unedited Hough vectors from distance-to-stroke,1,9,8,0.3709710550887022,0.7142857142857143,0.19215686274509802,0.0,0.11111111111111116,0,15,102,114,50,16118,0.472222222220036,0.6710526315745325,0.5543478255990667,0.9899902343749396,0.3834586466150998
small,100,624,Unedited Hough vectors from distance-to-stroke,1,7,6,0.3559085213032582,0.65,0.24561403508771928,0.0,0.1428571428571429,0,6,94,114,79,16097,0.4519230769209042,0.5433526011529286,0.49343831971160307,0.9882202148436896,0.32752613240304
small,100,625,Unedited Hough vectors from distance-to-stroke,1,3,2,0.3969444444444445,0.65,0.3555555555555555,0.0,0.33333333333333337,0,1,7,37,10,16330,0.1590909090872934,0.41176470585813146,0.22950819631174416,0.9971313476561892,0.1296296296272291
small,100,626,Unedited Hough vectors from distance-to-stroke,5,24,19,0.3044130703789637,0.5634074074074075,0.15023201856148494,0.0,0.20833333333333337,0,77,341,1170,205,14668,0.22567835870269645,0.6245421245409807,0.3315508017487565,0.916076660156194,0.1987179487178329
small,100,627,Unedited Hough vectors from distance-to-stroke,5,26,21,0.28100652771951096,0.5051141096118608,0.1618457300275482,0.008421052631578947,0.1923076923076923,1,95,322,824,274,14964,0.2809773123906798,0.5402684563749325,0.3696900110304743,0.932983398437443,0.226760563380122
small,100,628,Unedited Hough vectors from distance-to-stroke,5,26,21,0.25510136639754616,0.44868832309043016,0.15335689045936396,0.013157894736842105,0.1923076923076923,1,76,206,976,171,15031,0.17428087986448876,0.5464190981417867,0.2642719688440058,0.9299926757811933,0.1522542498151129
small,100,629,Unedited Hough vectors from distance-to-stroke,1,5,4,0.48568627450980395,0.8518518518518519,0.4117647058823529,0.0,0.19999999999999996,0,2,10,138,54,16182,0.06756756756711103,0.1562499999975586,0.09433962221911713,0.9882812499999396,0.04950495049480443
small,100,630,Unedited Hough vectors from distance-to-stroke,5,31,26,0.35260560568463795,0.6632307692307693,0.17874999999999996,0.009090909090909092,0.16129032258064513,1,88,391,1003,395,14595,0.2804878048778476,0.4974554707372806,0.35871559586883855,0.9146728515624442,0.21855785354934681
small,100,631,Unedited Hough vectors from distance-to-stroke,5,27,22,0.39827709112510457,0.737006697125167,0.2026490066225165,0.030303030303030304,0.18518518518518523,3,99,278,954,252,14900,0.2256493506491675,0.5245283018858028,0.3155505103622084,0.9263916015624434,0.18733153638801392
small,100,632,Unedited Hough vectors from distance-to-stroke,1,1,0,0.6921666666666667,0.39,0.8333333333333334,1.0,1.0,0,0,0,25,21,16338,0.0,0.0,0.0,0.9971923828124392,0.0
small,100,633,Unedited Hough vectors from distance-to-stroke,2,4,2,0.3884021739130435,0.5394444444444445,0.4782608695652174,0.0,0.5,0,1,35,102,33,16214,0.25547445255287976,0.514705882345372,0.3414634141874599,0.9917602539061895,0.2058823529399654
small,100,634,Unedited Hough vectors from distance-to-stroke,5,28,23,0.2834566935140143,0.5135595776772248,0.16058394160583944,0.009523809523809525,0.1785714285714286,1,105,321,866,292,14905,0.27042965459117907,0.5236541598686401,0.35666666621711546,0.9293212890624433,0.2170385395536058
small,100,635,Unedited Hough vectors from distance-to-stroke,4,25,21,0.31917920683185613,0.6115447154471545,0.13992042440318297,0.0,0.16000000000000003,0,87,219,1031,272,14862,0.17519999999985983,0.4460285132373808,0.2515795515763597,0.9204711914061938,0.1438896189223759
small,100,636,Unedited Hough vectors from distance-to-stroke,5,24,19,0.3260449158953975,0.5660683760683761,0.2161137440758294,0.02903225806451613,0.20833333333333337,2,62,152,781,131,15320,0.16291532690229055,0.5371024734963353,0.24999999964245503,0.9443359374999424,0.1428571428570086
small,100,637,Unedited Hough vectors from distance-to-stroke,3,11,8,0.30315597577639164,0.47619047619047616,0.23445825932504438,0.058823529411764705,0.2727272727272727,1,17,118,396,20,15850,0.22957198443535104,0.8550724637619198,0.36196318984922277,0.9746093749999405,0.22097378277112179
small,100,638,Unedited Hough vectors from distance-to-stroke,5,28,23,0.2699221321069791,0.5043794471811713,0.1254711900915455,0.0,0.1785714285714286,0,161,325,1139,275,14645,0.22199453551897405,0.5416666666657639,0.3149224802074648,0.9136962890624442,0.18688901667614324
small,100,639,Unedited Hough vectors from distance-to-stroke,4,16,12,0.3031252323420075,0.5387500000000001,0.1784386617100372,0.0,0.25,0,22,125,366,123,15770,0.25458248472453243,0.5040322580624838,0.33829499278724684,0.9701538085936907,0.20358306188891925
small,100,640,Unedited Hough vectors from distance-to-stroke,5,20,15,0.27140000000000003,0.4586666666666667,0.19999999999999996,0.0,0.25,0,34,172,440,203,15569,0.2810457516335277,0.4586666666654436,0.34853090125051406,0.9607543945311914,0.21104294478501712
small,100,641,Unedited Hough vectors from distance-to-stroke,4,21,17,0.3503786213786214,0.6570370370370371,0.17832167832167833,0.0,0.19047619047619047,0,34,157,529,139,15559,0.22886297376059933,0.5304054054036135,0.3197556003928763,0.9592285156249414,0.19030303030279963
small,100,642,Unedited Hough vectors from distance-to-stroke,3,8,5,0.49515686274509807,0.7937037037037037,0.5024509803921569,0.0,0.375,0,5,96,278,112,15898,0.2566844919779233,0.4615384615362426,0.32989690675603733,0.9761962890624404,0.19753086419712443
small,100,643,Unedited Hough vectors from distance-to-stroke,5,24,19,0.37240970706145343,0.6885193397388519,0.19378798109385553,0.011940298507462687,0.20833333333333337,1,67,199,1042,229,14914,0.16035455277988692,0.46495327102695105,0.2384661470120052,0.9224243164061937,0.13537414965977185
small,100,644,Unedited Hough vectors from distance-to-stroke,5,28,23,0.3473713725738116,0.6534057649667406,0.17740817740817738,0.0,0.1785714285714286,0,162,260,798,181,15145,0.2457466918712233,0.5895691609963956,0.34689793153888404,0.9402465820311926,0.20984665052444726
small,100,645,Unedited Hough vectors from distance-to-stroke,2,11,9,0.30065120593692024,0.52,0.24234693877551017,0.0,0.18181818181818177,0,11,135,226,164,15859,0.3739612188355292,0.451505016720898,0.40909090859408176,0.9761962890624404,0.25714285714236734
small,100,646,Unedited Hough vectors from distance-to-stroke,5,34,29,0.36878016344751774,0.7118983670431661,0.1622549019607843,0.005076142131979695,0.1470588235294118,1,197,327,1183,324,14550,0.21655629139058508,0.5023041474646662,0.30263766732513725,0.9080200195311946,0.1782988004361078
small,100,647,Unedited Hough vectors from distance-to-stroke,4,27,23,0.34827912062762406,0.6809027401385125,0.13529036375239312,0.0,0.14814814814814814,0,134,167,1015,148,15054,0.14128595600664867,0.5301587301570472,0.22311289211898397,0.9290161132811933,0.12556390977434168
small,100,648,Unedited Hough vectors from distance-to-stroke,5,28,23,0.36789911306930345,0.7144834664433093,0.14262205156335706,0.0,0.1785714285714286,0,124,344,1047,201,14792,0.2473040977712097,0.6311926605493006,0.3553719004215564,0.9238281249999436,0.21608040200991452
small,100,649,Unedited Hough vectors from distance-to-stroke,2,8,6,0.3760714285714286,0.65,0.2928571428571428,0.0,0.25,0,4,95,162,161,15966,0.3696498054460325,0.37109374999855044,0.37037036986892835,0.9802856445311902,0.22727272727218356
small,100,650,Unedited Hough vectors from distance-to-stroke,1,1,0,0.7341056511056511,0.4571717171717172,0.8918918918918919,1.0,1.0,0,0,0,38,34,16312,0.0,0.0,0.0,0.9956054687499392,0.0
small,100,651,Unedited Hough vectors from distance-to-stroke,4,29,25,0.42211125819000667,0.8052247546691991,0.19901315789473684,0.024657534246575342,0.13793103448275867,2,73,277,692,226,15189,0.28586171310600017,0.5506958250486069,0.3763586952017728,0.9439697265624424,0.23179916317972235
small,100,652,Unedited Hough vectors from distance-to-stroke,5,26,21,0.27913801456181253,0.5131784511784512,0.13817330210772838,0.005369127516778524,0.1923076923076923,1,149,297,1069,389,14629,0.21742313323556559,0.4329446064133631,0.28947368376515187,0.9110107421874444,0.16923076923067282
small,100,653,Unedited Hough vectors from distance-to-stroke,3,16,13,0.3259726278103427,0.5912393162393162,0.19133192389006337,0.011594202898550725,0.1875,1,69,213,534,145,15492,0.2851405622486143,0.5949720670374442,0.38552036155221725,0.9585571289061915,0.23878923766789373
small,100,654,Unedited Hough vectors from distance-to-stroke,1,7,6,0.4729597474348856,0.9333333333333333,0.1933701657458563,0.0,0.1428571428571429,0,6,55,102,59,16168,0.3503184713353483,0.4824561403466451,0.4059040585501832,0.9901733398436895,0.2546296296284508
small,100,655,Unedited Hough vectors from distance-to-stroke,1,6,5,0.4109480431848853,0.7543859649122807,0.27403846153846156,0.0,0.16666666666666663,0,3,84,114,92,16094,0.42424242424028163,0.4772727272700155,0.44919786046189486,0.9874267578124397,0.2896551724127943
small,100,656,Unedited Hough vectors from distance-to-stroke,2,4,2,0.7479216442674632,0.7111788617886179,0.6394557823129252,1.0,0.5,0,0,56,95,154,16079,0.37086092714986185,0.26666666666539685,0.31024930699086106,0.9848022460936898,0.1836065573764472
small,100,657,Unedited Hough vectors from distance-to-stroke,3,14,11,0.4000499231950845,0.7362433862433863,0.23655913978494625,0.0,0.2142857142857143,0,32,174,310,147,15753,0.3595041322306622,0.5420560747646666,0.43229813616538865,0.9721069335936906,0.2757527733751573
small,100,658,Unedited Hough vectors from distance-to-stroke,4,21,17,0.36015333133497274,0.667182999648753,0.2043668122270742,0.0,0.19047619047619047,0,69,345,615,341,15083,0.35937499999962563,0.5029154518943106,0.4191980554064199,0.9416503906249425,0.2651806302841928
small,100,659,Unedited Hough vectors from distance-to-stroke,1,7,6,0.1661020408163265,0.24666666666666665,0.20408163265306123,0.0,0.1428571428571429,0,12,78,106,62,16138,0.42391304347595704,0.5571428571388776,0.4814814809877306,0.9897460937499396,0.3170731707304184
small,100,660,Unedited Hough vectors from distance-to-stroke,2,20,18,0.33838039867109637,0.65,0.17940199335548168,0.0,0.09999999999999998,0,38,183,263,153,15785,0.4103139013443715,0.5446428571412362,0.46803069004578074,0.9746093749999405,0.3055091819694399
small,100,661,Unedited Hough vectors from distance-to-stroke,5,34,29,0.3762157281533634,0.7170191570881225,0.18027011156782147,0.011188811188811189,0.1470588235294118,2,143,366,1075,201,14742,0.25399028452445943,0.645502645501507,0.36454183226368486,0.9221191406249437,0.2228989037757473
small,100,662,Unedited Hough vectors from distance-to-stroke,3,13,10,0.28592104226123316,0.4696603089533417,0.2245901639344262,0.02631578947368421,0.23076923076923073,1,38,174,295,162,15753,0.371002132195371,0.5178571428556016,0.4322981361585371,0.9721069335936906,0.2757527733751573
small,100,663,Unedited Hough vectors from distance-to-stroke,3,9,6,0.44989398422090726,0.7673570019723865,0.35624999999999996,0.0,0.33333333333333337,0,4,78,221,143,15942,0.26086956521651883,0.35294117646899126,0.2999999995100962,0.9777832031249403,0.17647058823489487
small,100,664,Unedited Hough vectors from distance-to-stroke,3,16,13,0.27299318748800616,0.4889917695473251,0.17098445595854928,0.0,0.1875,0,39,129,336,116,15803,0.2774193548381131,0.5265306122427489,0.36338028123712357,0.9724121093749406,0.2220309810667435
small,100,665,Unedited Hough vectors from distance-to-stroke,5,17,12,0.31568050276818893,0.5291269841269842,0.20608575380359617,0.027777777777777776,0.2941176470588235,1,36,138,492,221,15533,0.21904761904727135,0.3844011142050574,0.27906976697883806,0.9564819335936916,0.1621621621619716
small,100,666,Unedited Hough vectors from distance-to-stroke,1,9,8,0.43931539986540813,0.8292682926829269,0.2751677852348994,0.0,0.11111111111111116,0,5,99,186,152,15947,0.34736842105141275,0.39442231075540074,0.36940298457526033,0.9793701171874402,0.2265446224251109
small,100,667,Unedited Hough vectors from distance-to-stroke,4,16,12,0.35664559721011335,0.6129629629629629,0.23873873873873874,0.03225806451612903,0.25,1,31,92,490,124,15678,0.15807560137429885,0.42592592592395406,0.2305764407073574,0.9625244140624413,0.1303116147306936
small,100,668,Unedited Hough vectors from distance-to-stroke,3,18,15,0.37291208791208796,0.6868945868945869,0.23571428571428577,0.0,0.16666666666666663,0,20,124,371,151,15738,0.2505050505045444,0.45090909090745124,0.32207792161790183,0.9681396484374409,0.1919504643959877
small,100,669,Unedited Hough vectors from distance-to-stroke,5,23,18,0.2869181284183408,0.5319576719576719,0.12899022801302928,0.0,0.21739130434782605,0,79,246,1000,149,14989,0.19743178170128617,0.6227848101250056,0.2998171842776105,0.9298706054686933,0.17634408602137897
small,100,670,Unedited Hough vectors from distance-to-stroke,1,3,2,0.6479644808743169,0.65,0.360655737704918,1.0,0.33333333333333337,0,0,31,28,44,16281,0.5254237288046538,0.4133333333278222,0.46268656666440183,0.9956054687499392,0.3009708737834857
small,100,671,Unedited Hough vectors from distance-to-stroke,4,21,17,0.30693073342165306,0.5525,0.19629057187016996,0.0,0.19047619047619047,0,37,171,380,170,15663,0.3103448275856437,0.5014662756583534,0.38340807127573195,0.9664306640624409,0.2371705963935684
small,100,672,Unedited Hough vectors from distance-to-stroke,5,24,19,0.31098698123182655,0.575,0.1570182394924663,0.0,0.20833333333333337,0,66,199,871,238,15076,0.18598130841104113,0.45537757436966736,0.26410086222887486,0.932312011718693,0.1521406727827583
small,100,673,Unedited Hough vectors from distance-to-stroke,2,11,9,0.30481996830002156,0.6012500000000001,0.08037825059101655,0.0,0.18181818181818177,0,20,68,256,54,16006,0.20987654320922877,0.5573770491757591,0.30493273502720747,0.98107910156244,0.179894179893704
small,100,674,Unedited Hough vectors from distance-to-stroke,3,15,12,0.30313934426229516,0.5700000000000001,0.13319672131147542,0.0,0.19999999999999996,0,33,204,645,186,15349,0.24028268551208448,0.5230769230755818,0.3292978203913333,0.949279785156192,0.1971014492751719
small,100,675,Unedited Hough vectors from distance-to-stroke,5,33,28,0.30844716732542815,0.588,0.14347826086956517,0.0,0.1515151515151515,0,140,339,970,253,14822,0.25897631779964936,0.5726351351341679,0.3566543919957928,0.9253540039061935,0.2170294494236767
small,100,676,Unedited Hough vectors from distance-to-stroke,3,12,9,0.328440170940171,0.5067901234567901,0.3769230769230769,0.0,0.25,0,15,78,241,116,15949,0.2445141065823056,0.40206185566803065,0.30409356677996274,0.9782104492186903,0.179310344827174
small,100,677,Unedited Hough vectors from distance-to-stroke,2,5,3,0.06290748898678415,0.0,0.1145374449339207,0.0,0.4,0,7,39,160,49,16136,0.19597989949650263,0.443181818176782,0.27177700305721814,0.9872436523436897,0.15725806451549493
small,100,678,Unedited Hough vectors from distance-to-stroke,2,14,12,0.3691401617250674,0.6939622641509434,0.21285714285714286,0.0,0.1428571428571429,0,22,208,413,159,15604,0.334943639290926,0.5667574931864666,0.4210526311111414,0.965087890624941,0.26666666666632477
small,100,679,Unedited Hough vectors from distance-to-stroke,5,34,29,0.3615521206728238,0.7103988603988605,0.13583375570197664,0.0,0.1470588235294118,0,146,421,1136,463,14364,0.27039177906212564,0.476244343890864,0.3449405976532509,0.9024047851561949,0.20841584158405524
small,100,680,Unedited Hough vectors from distance-to-stroke,1,7,6,0.37635093167701866,0.65,0.34782608695652173,0.0,0.1428571428571429,0,3,89,123,160,16012,0.41981132075273675,0.35742971887406655,0.3861171361609818,0.98272705078119,0.23924731182731385
small,100,681,Unedited Hough vectors from distance-to-stroke,1,7,6,0.4386042471042471,0.7747619047619048,0.3783783783783784,0.0,0.1428571428571429,0,6,63,175,36,16110,0.26470588235182896,0.6363636363572084,0.373887239938927,0.9871215820311897,0.22992700729843094
small,100,682,Unedited Hough vectors from distance-to-stroke,1,5,4,0.46215328450653287,0.7775907590759076,0.4611872146118722,0.0,0.19999999999999996,0,2,63,146,39,16136,0.3014354066971223,0.6176470588174741,0.40514469409034237,0.9887084960936896,0.25403225806349183
small,100,683,Unedited Hough vectors from distance-to-stroke,1,5,4,0.35425824175824183,0.65,0.20879120879120883,0.0,0.19999999999999996,0,1,32,60,34,16258,0.34782608695274103,0.4848484848411386,0.40506329064765256,0.9942626953124393,0.25396825396623834
small,100,684,Unedited Hough vectors from distance-to-stroke,2,11,9,0.22060810650536677,0.39910052910052907,0.11415525114155256,0.0,0.18181818181818177,0,34,64,277,52,15991,0.1876832844569276,0.5517241379262782,0.28008752697227185,0.9799194335936902,0.16284987277312252
small,100,685,Unedited Hough vectors from distance-to-stroke,5,31,26,0.281178554221963,0.5118209966134494,0.15317622950819676,0.016379310344827584,0.16129032258064513,4,232,541,1021,357,14465,0.34635083226610347,0.6024498886407545,0.43983739791005416,0.915893554687444,0.2819176654506087
small,100,686,Unedited Hough vectors from distance-to-stroke,5,30,25,0.3431808502493003,0.6467171717171717,0.15440763615946096,0.01843971631205674,0.16666666666666663,3,141,350,1059,285,14690,0.24840312278193868,0.5511811023613368,0.34246575299601767,0.9179687499999439,0.20661157024781193
small,100,687,Unedited Hough vectors from distance-to-stroke,3,18,15,0.2560078958300148,0.4556325773784054,0.17153284671532842,0.0,0.16666666666666663,0,46,161,518,192,15513,0.23711340206150647,0.45609065155678163,0.312015503425258,0.9566650390624416,0.1848450057403159
small,100,688,Unedited Hough vectors from distance-to-stroke,1,2,1,0.8313931888544893,0.8627450980392158,0.7157894736842105,1.0,0.5,0,0,0,97,69,16218,0.0,0.0,0.0,0.9898681640624396,0.0
small,100,689,Unedited Hough vectors from distance-to-stroke,4,18,14,0.35242507624620234,0.6594218200100553,0.16731517509727623,0.0,0.2222222222222222,0,81,115,738,190,15341,0.13481828839374582,0.37704918032663265,0.19861830703822775,0.9433593749999424,0.11025886864802469
