method,method_display,preprocess_method,preprocess_display,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_preprocessed,pixel_recall_on_preprocessed,pixel_f1_on_preprocessed,pixel_iou_on_preprocessed,pixel_accuracy_on_preprocessed,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,preprocess_kind,raw_stroke_pixels,processed_feature_pixels,opening_radius,closing_radius,erode_radius,dilate_radius,density_radius,distance_decay_px,neighbour_blend,apply_opening,apply_closing,apply_erosion,apply_dilation,apply_skeletonization,internal_skeletonization_applied
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,0,3,3,0,0.6647875324828727,0.34343681917211333,0.8012048192771084,1.0,1.0,0,0,0.3308270676666855,0.10551558752972298,0.1599999996327339,0.08695652173895858,0.9718017578124407,44,89,373,15878,0.3308270676666855,0.10551558752972298,0.1599999996327339,0.9718017578124407,0.08695652173895858,binary,417,417,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,0,3,3,0,0.4818825301204819,0.10833333333333334,0.4156626506024096,1.0,1.0,0,0,0.2985074626821118,0.024968789013701663,0.046082949166187964,0.023584905660349546,0.949462890624942,20,47,781,15536,0.2985074626821118,0.024968789013701663,0.046082949166187964,0.949462890624942,0.023584905660349546,binary,417,801,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,0,3,3,0,0.4725414156626506,0.034027777777777775,0.536144578313253,1.0,1.0,0,0,0.05882352941107266,0.011990407673832158,0.019920318443715182,0.010060362173017987,0.9699707031249408,5,80,412,15887,0.05882352941107266,0.011990407673832158,0.019920318443715182,0.9699707031249408,0.010060362173017987,binary,417,417,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,0,3,3,0,0.6203511841483581,0.26610838779956425,0.7530120481927711,1.0,1.0,0,0,0.023809523809334845,0.005272407732855409,0.008633093228300824,0.004335260115600672,0.9579467773436915,3,123,566,15692,0.023809523809334845,0.005272407732855409,0.008633093228300824,0.9579467773436915,0.004335260115600672,local_density,417,569,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,0,3,3,0,0.6050527108433735,0.1625,0.9096385542168675,1.0,1.0,0,0,0.1315789473675554,0.03412969283270626,0.054200541678189794,0.027855153203303822,0.9573974609374415,20,132,566,15666,0.1315789473675554,0.03412969283270626,0.054200541678189794,0.9573974609374415,0.027855153203303822,sobel_edges,417,586,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,0,3,3,0,0.2649015178360501,0.05051742919389978,0.7108433734939759,0.0,1.0,0,1,0.583333333327932,0.05352591333895197,0.0980544745540529,0.05155482815053064,0.9292602539061933,63,45,1114,15162,0.583333333327932,0.05352591333895197,0.0980544745540529,0.9292602539061933,0.05155482815053064,distance_transform,417,1177,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,0,3,3,0,0.5309457831325302,0.043333333333333335,0.8072289156626506,1.0,1.0,0,0,0.16417910447638673,0.05275779376486149,0.07985480906899517,0.041587901701244635,0.9690551757811908,22,112,395,15855,0.16417910447638673,0.05275779376486149,0.07985480906899517,0.9690551757811908,0.041587901701244635,neighbour_context,417,417,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,0,3,3,0,0.5514834337349398,0.05416666666666666,0.8855421686746988,1.0,1.0,0,0,0.11888111888028756,0.1036585365847338,0.1107491851693705,0.058620689654970276,0.9833374023436899,17,126,147,16094,0.11888111888028756,0.1036585365847338,0.1107491851693705,0.9833374023436899,0.058620689654970276,skeleton,417,164,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,1,3,3,0,0.34691749222999224,0.2411858974358974,0.6919191919191919,0.0,1.0,2,0,0.16666666666545896,0.03993055555548623,0.0644257699961004,0.03328509406652202,0.9592285156249414,23,115,553,15693,0.16666666666545896,0.03993055555548623,0.0644257699961004,0.9592285156249414,0.03328509406652202,binary,576,576,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,1,3,3,0,0.33859413850038855,0.12841346153846153,0.9040404040404041,0.0,1.0,2,0,0.2371794871779668,0.035104364326342404,0.061157024568679726,0.03154305200338317,0.9306640624999432,37,119,1017,15211,0.2371794871779668,0.035104364326342404,0.061157024568679726,0.9306640624999432,0.03154305200338317,binary,576,1054,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,1,3,3,0,0.34285171425796424,0.19174679487179486,0.7828282828282829,0.0,1.0,2,0,0.10810810810737766,0.027491408934660667,0.04383561611496341,0.02240896358540279,0.9573974609374415,16,132,566,15670,0.10810810810737766,0.027491408934660667,0.04383561611496341,0.9573974609374415,0.02240896358540279,binary,576,582,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,1,3,3,0,0.3622657342657343,0.19897435897435894,0.8636363636363636,0.0,1.0,2,1,0.14864864864764427,0.04081632653053652,0.06404657899219653,0.033082706766867545,0.9607543945311914,22,126,517,15719,0.14864864864764427,0.04081632653053652,0.06404657899219653,0.9607543945311914,0.033082706766867545,local_density,576,542,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,1,3,3,0,0.3737930992618492,0.24254807692307695,0.8232323232323232,0.0,1.0,2,1,0.3437499999978516,0.09197324414700339,0.1451187331757994,0.07823613086759852,0.9604492187499414,55,105,543,15681,0.3437499999978516,0.09197324414700339,0.1451187331757994,0.9604492187499414,0.07823613086759852,sobel_edges,576,598,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,1,3,3,0,0.3491176250933533,0.12641025641025644,0.9611650485436893,0.0,1.0,2,0,0.40476190475949547,0.048850574712608584,0.08717948698718606,0.045576407506671864,0.9130859374999443,68,100,1324,14892,0.40476190475949547,0.048850574712608584,0.08717948698718606,0.9130859374999443,0.045576407506671864,distance_transform,576,1392,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,1,3,3,0,0.3752860334110334,0.178525641025641,0.9747474747474747,0.0,1.0,2,0,0.06282722513056112,0.020833333333297163,0.0312907427810481,0.015894039735078285,0.9546508789061917,12,179,564,15629,0.06282722513056112,0.020833333333297163,0.0312907427810481,0.9546508789061917,0.015894039735078285,neighbour_context,576,576,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,1,3,3,0,0.4361293220668221,0.345158313908314,0.9040404040404041,0.0,1.0,2,1,0.14743589743495233,0.13855421686663522,0.14285714235673777,0.07692307692281966,0.9831542968749399,23,133,143,16085,0.14743589743495233,0.13855421686663522,0.14285714235673777,0.9831542968749399,0.07692307692281966,skeleton,576,166,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,2,3,3,0,0.5801919191919193,0.24666666666666667,0.595959595959596,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9859619140624398,0,98,132,16154,0.0,0.0,0.0,0.9859619140624398,0.0,binary,132,132,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,2,3,2,1,0.5307020604852111,0.11405228758169932,0.8135593220338984,1.0,0.6666666666666667,0,0,0.06521739130293006,0.010344827586171225,0.017857142620712873,0.009009009008981956,0.9798583984374402,3,43,287,16051,0.06521739130293006,0.010344827586171225,0.017857142620712873,0.9798583984374402,0.009009009008981956,binary,132,290,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,2,3,2,1,0.4982051282051282,0.0,0.9076923076923077,1.0,0.6666666666666667,0,0,0.016129032257804373,0.007575757575700184,0.01030927791550645,0.005181347150232221,0.9882812499999396,1,61,131,16191,0.016129032257804373,0.007575757575700184,0.01030927791550645,0.9882812499999396,0.005181347150232221,binary,132,132,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,2,3,3,0,0.4921686746987952,0.0,0.7108433734939759,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9854125976561898,0,82,157,16145,0.0,0.0,0.0,0.9854125976561898,0.0,local_density,132,157,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,2,3,3,0,0.5563235294117647,0.15,0.6941176470588235,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.98254394531244,0,84,202,16098,0.0,0.0,0.0,0.98254394531244,0.0,sobel_edges,132,202,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,2,3,3,0,0.49390243902439024,0.0,0.7195121951219512,1.0,1.0,0,0,0.06578947368334487,0.011061946902630394,0.018939393692880512,0.009560229445488413,0.9683837890624408,5,71,447,15861,0.06578947368334487,0.011061946902630394,0.018939393692880512,0.9683837890624408,0.009560229445488413,distance_transform,132,452,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,2,3,3,0,0.557031914893617,0.1811111111111111,0.6276595744680851,1.0,1.0,0,0,0.22471910112107057,0.1515151515140037,0.18099547463041296,0.09950248756169403,0.9889526367186896,20,69,112,16183,0.22471910112107057,0.1515151515140037,0.18099547463041296,0.9889526367186896,0.09950248756169403,neighbour_context,132,132,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,2,3,3,0,0.5391686746987951,0.10444444444444442,0.7108433734939759,1.0,1.0,0,0,0.011764705882214533,0.017241379310047565,0.013986013503643228,0.007042253521077168,0.9913940429686895,1,84,57,16242,0.011764705882214533,0.017241379310047565,0.013986013503643228,0.9913940429686895,0.007042253521077168,skeleton,132,58,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,3,2,2,0,0.6418132112375533,0.22742117117117114,0.9473684210526316,1.0,1.0,0,0,0.3090909090852893,0.10429447852696752,0.15596330237357967,0.08457711442743993,0.9887695312499396,17,38,146,16183,0.3090909090852893,0.10429447852696752,0.15596330237357967,0.9887695312499396,0.08457711442743993,binary,163,163,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,3,2,2,0,0.5227272727272727,0.0,0.8636363636363636,1.0,1.0,0,0,0.2575757575718549,0.05362776025219676,0.08877284566728248,0.04644808743156708,0.9786987304686903,17,49,300,16018,0.2575757575718549,0.05362776025219676,0.08877284566728248,0.9786987304686903,0.04644808743156708,binary,163,317,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,3,2,2,0,0.5477083333333334,0.0875,0.7916666666666666,1.0,1.0,0,0,0.2112676056308272,0.09202453987673605,0.12820512778132076,0.06849315068461875,0.9875488281249397,15,56,148,16165,0.2112676056308272,0.09202453987673605,0.12820512778132076,0.9875488281249397,0.06849315068461875,binary,163,163,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,3,2,2,0,0.7740733795235913,0.5130067567567568,0.9661016949152542,1.0,1.0,0,0,0.639344262284601,0.14828897338346658,0.24074074043360388,0.13684210526267776,0.9849853515624398,39,22,224,16099,0.639344262284601,0.14828897338346658,0.24074074043360388,0.9849853515624398,0.13684210526267776,local_density,163,263,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,3,2,1,1,0.45087719298245615,0.0,0.7543859649122807,1.0,0.5,0,0,0.0999999999975,0.017241379310270512,0.029411764454801044,0.014925373134272666,0.9838867187499399,4,36,228,16116,0.0999999999975,0.017241379310270512,0.029411764454801044,0.9838867187499399,0.014925373134272666,sobel_edges,163,232,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,3,2,2,0,0.6378846153846154,0.25,0.8769230769230769,1.0,1.0,0,0,0.6507936507833207,0.09050772626911588,0.15891472846718196,0.08631578947350249,0.9735107421874406,41,22,412,15909,0.6507936507833207,0.09050772626911588,0.15891472846718196,0.9735107421874406,0.08631578947350249,distance_transform,163,453,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,3,2,2,0,0.604077380952381,0.1625,0.9047619047619048,1.0,1.0,0,0,0.41538461537822485,0.1656441717781249,0.23684210485345492,0.13432835820828692,0.9893798828124396,27,38,136,16183,0.41538461537822485,0.1656441717781249,0.23684210485345492,0.9893798828124396,0.13432835820828692,neighbour_context,163,163,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,3,2,2,0,0.5985096153846154,0.1625,0.8769230769230769,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9929809570311894,0,65,50,16269,0.0,0.0,0.0,0.9929809570311894,0.0,skeleton,163,50,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,4,1,1,0,0.3647058823529412,0.0,0.07352941176470584,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9866943359374397,0,5,213,16166,0.0,0.0,0.0,0.9866943359374397,0.0,binary,213,213,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,4,1,1,0,0.5058823529411764,0.0,0.7794117647058824,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9744873046874405,0,53,365,15966,0.0,0.0,0.0,0.9744873046874405,0.0,binary,213,365,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,4,1,1,0,0.4970588235294118,0.0,0.7352941176470589,1.0,1.0,0,0,0.1304347826058601,0.028169014084374795,0.04633204603956411,0.02371541501966911,0.9849243164061898,6,40,207,16131,0.1304347826058601,0.028169014084374795,0.04633204603956411,0.9849243164061898,0.02371541501966911,binary,213,213,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,4,1,2,1,0.23179667519181585,0.07549019607843133,0.7391304347826086,0.0,0.5,0,1,0.7802197802112063,0.202279202278626,0.3212669679973486,0.19137466307226045,0.98168945312494,71,20,280,16013,0.7802197802112063,0.202279202278626,0.3212669679973486,0.98168945312494,0.19137466307226045,local_density,213,351,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,4,1,1,0,0.5788235294117647,0.10980392156862744,0.8970588235294118,1.0,1.0,0,0,0.06557377049072831,0.013698630136939388,0.022662889232398946,0.01146131805154309,0.9789428710936903,4,57,288,16035,0.06557377049072831,0.013698630136939388,0.022662889232398946,0.9789428710936903,0.01146131805154309,sobel_edges,213,292,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,4,1,1,0,0.9231176470588235,0.8356862745098039,0.9852941176470589,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9640502929686912,0,68,521,15795,0.0,0.0,0.0,0.9640502929686912,0.0,distance_transform,213,521,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,4,1,1,0,0.5420588235294118,0.04117647058823526,0.8676470588235294,1.0,1.0,0,0,0.10909090908892563,0.028169014084374795,0.044776119076436846,0.02290076335869122,0.9843749999999399,6,49,207,16122,0.10909090908892563,0.028169014084374795,0.044776119076436846,0.9843749999999399,0.02290076335869122,neighbour_context,213,213,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,4,1,1,0,0.8278529411764706,0.6370588235294117,0.9558823529411765,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9918212890624394,0,66,68,16250,0.0,0.0,0.0,0.9918212890624394,0.0,skeleton,213,68,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,5,3,3,0,0.30299489795918366,0.1275925925925926,0.727891156462585,0.0,1.0,2,0,0.06741573033632117,0.01666666666662037,0.02672605758848419,0.013544018058660172,0.9733276367186906,6,83,354,15941,0.06741573033632117,0.01666666666662037,0.02672605758848419,0.9733276367186906,0.013544018058660172,binary,360,360,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,5,3,3,0,0.28702380952380957,0.09814814814814815,0.7142857142857143,0.0,1.0,2,0,0.2857142857115646,0.04504504504497741,0.07782101143767,0.040485829959459534,0.9566040039061916,30,75,636,15643,0.2857142857115646,0.04504504504497741,0.07782101143767,0.9566040039061916,0.040485829959459534,binary,360,666,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,5,3,2,1,0.21911296097386324,0.07573099415204677,0.5918367346938775,0.0,0.6666666666666667,2,0,0.19512195121713266,0.04444444444432099,0.07239818974271617,0.037558685445921225,0.9749755859374405,16,66,344,15958,0.19512195121713266,0.04444444444432099,0.07239818974271617,0.9749755859374405,0.037558685445921225,binary,360,360,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,5,3,3,0,0.3291709183673469,0.16157407407407404,0.782312925170068,0.0,1.0,2,0,0.16981132075311497,0.054878048780320494,0.08294930838620485,0.04326923076912676,0.9757080078124404,18,88,310,15968,0.16981132075311497,0.054878048780320494,0.08294930838620485,0.9757080078124404,0.04326923076912676,local_density,360,328,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,5,3,2,1,0.17613945578231294,0.09814814814814815,0.326530612244898,0.0,0.6666666666666667,2,0,0.3333333333263889,0.03238866396754577,0.059040590244250485,0.030418250950512513,0.9688720703124408,16,32,478,15858,0.3333333333263889,0.03238866396754577,0.059040590244250485,0.9688720703124408,0.030418250950512513,sobel_edges,360,494,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,5,3,3,0,0.3091084854994629,0.06861598440545806,0.891156462585034,0.0,1.0,2,1,0.40458015266866737,0.05497925311197616,0.09680365275721524,0.050863723608396486,0.9396362304686926,53,78,911,15342,0.40458015266866737,0.05497925311197616,0.09680365275721524,0.9396362304686926,0.050863723608396486,distance_transform,360,964,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,5,3,3,0,0.2795855710705335,0.021150097465886933,0.8503401360544218,0.0,1.0,2,1,0.17499999999854166,0.0583333333331713,0.08749999962463541,0.04575163398682843,0.9732666015624406,21,99,339,15925,0.17499999999854166,0.0583333333331713,0.08749999962463541,0.9732666015624406,0.04575163398682843,neighbour_context,360,360,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,5,3,2,1,0.2349183673469388,0.08666666666666667,0.6462585034013606,0.0,0.6666666666666667,2,0,0.02150537634385478,0.013793103448180738,0.016806722212802782,0.008474576271150532,0.9857177734374398,2,91,143,16148,0.02150537634385478,0.013793103448180738,0.016806722212802782,0.9857177734374398,0.008474576271150532,skeleton,360,145,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,6,1,1,0,0.42500000000000004,0.0,0.375,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9961547851561892,0,6,57,16321,0.0,0.0,0.0,0.9961547851561892,0.0,binary,57,57,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,6,1,1,0,0.5184210526315789,0.0,0.8421052631578947,1.0,1.0,0,0,0.699999999965,0.1333333333320635,0.223999999727616,0.12612612612498986,0.9940795898436893,14,6,91,16273,0.699999999965,0.1333333333320635,0.223999999727616,0.9940795898436893,0.12612612612498986,binary,57,105,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,6,1,1,0,0.44999999999999996,0.0,0.5,1.0,1.0,0,0,0.3333333332962963,0.052631578946445066,0.0909090906707989,0.04761904761829176,0.9963378906249392,3,6,54,16321,0.3333333332962963,0.052631578946445066,0.0909090906707989,0.9963378906249392,0.04761904761829176,binary,57,57,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,6,1,1,0,0.4532258064516129,0.0,0.5161290322580645,1.0,1.0,0,0,0.18518518517832647,0.05494505494445115,0.0847457623575122,0.04424778761022789,0.9934082031249394,5,22,86,16271,0.18518518517832647,0.05494505494445115,0.0847457623575122,0.9934082031249394,0.04424778761022789,local_density,57,91,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,6,1,1,0,0.44999999999999996,0.0,0.5,1.0,1.0,0,0,0.03124999999902344,0.01190476190462018,0.017241378910523197,0.008695652173837429,0.9930419921874394,1,31,83,16269,0.03124999999902344,0.01190476190462018,0.017241378910523197,0.9930419921874394,0.008695652173837429,sobel_edges,57,84,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,6,1,1,0,0.630110294117647,0.20416666666666666,0.9411764705882353,1.0,1.0,0,0,0.235294117633218,0.02547770700620715,0.04597701131741313,0.023529411764567475,0.9898681640624396,4,13,153,16214,0.235294117633218,0.02547770700620715,0.04597701131741313,0.9898681640624396,0.023529411764567475,distance_transform,57,157,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,6,1,1,0,0.4125,0.0,0.3125,1.0,1.0,0,0,0.79999999984,0.07017543859526008,0.12903225791207076,0.06896551724019026,0.9967041015624392,4,1,53,16326,0.79999999984,0.07017543859526008,0.12903225791207076,0.9967041015624392,0.06896551724019026,neighbour_context,57,57,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,6,1,1,0,0.9218749999999999,0.8541666666666666,0.9375,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.998046874999939,0,16,16,16352,0.0,0.0,0.0,0.998046874999939,0.0,skeleton,57,16,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,7,1,1,0,0.7219310344827586,0.52,0.6896551724137931,1.0,1.0,0,0,0.1538461538402367,0.08695652173724008,0.11111111064660495,0.058823529410899654,0.9960937499999392,4,22,42,16316,0.1538461538402367,0.08695652173724008,0.11111111064660495,0.9960937499999392,0.058823529410899654,binary,46,46,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,7,1,1,0,0.5166666666666667,0.0,0.8333333333333334,1.0,1.0,0,0,0.3199999999872,0.06896551724078477,0.11347517701161913,0.06015037593939737,0.9923706054686894,8,17,108,16251,0.3199999999872,0.06896551724078477,0.11347517701161913,0.9923706054686894,0.06015037593939737,binary,46,116,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,7,1,1,0,0.645,0.23333333333333334,0.95,1.0,1.0,0,0,0.5294117646747405,0.1956521739087902,0.28571428531116155,0.16666666666358027,0.9972534179686892,9,8,37,16330,0.5294117646747405,0.1956521739087902,0.28571428531116155,0.9972534179686892,0.16666666666358027,binary,46,46,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,7,1,1,0,0.4676470588235294,0.0,0.5882352941176471,1.0,1.0,0,0,0.1470588235250865,0.05952380952310091,0.0847457623002011,0.04424778761022789,0.9934082031249394,5,29,79,16271,0.1470588235250865,0.05952380952310091,0.0847457623002011,0.9934082031249394,0.04424778761022789,local_density,46,96,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,7,1,1,0,0.5038461538461538,0.0,0.7692307692307692,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9940795898436893,0,27,70,16287,0.0,0.0,0.0,0.9940795898436893,0.0,sobel_edges,46,70,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
