method,method_display,preprocess_method,preprocess_display,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_preprocessed,pixel_recall_on_preprocessed,pixel_f1_on_preprocessed,pixel_iou_on_preprocessed,pixel_accuracy_on_preprocessed,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,preprocess_kind,raw_stroke_pixels,processed_feature_pixels,opening_radius,closing_radius,erode_radius,dilate_radius,density_radius,distance_decay_px,neighbour_blend,apply_opening,apply_closing,apply_erosion,apply_dilation,apply_skeletonization,internal_skeletonization_applied
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,38,1,1,0,0.4423076923076923,0.0,0.46153846153846156,1.0,1.0,0,0,0.6399999999744,0.09696969696910929,0.16842105240127428,0.09195402298797728,0.9903564453124395,16,9,149,16210,0.6399999999744,0.09696969696910929,0.16842105240127428,0.9903564453124395,0.09195402298797728,binary,53,165,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,38,1,1,0,0.3884615384615384,0.0,0.1923076923076923,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9960937499999392,0,11,53,16320,0.0,0.0,0.0,0.9960937499999392,0.0,binary,53,53,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,38,1,1,0,0.7075,0.35,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9805908203124402,0,53,265,16066,0.0,0.0,0.0,0.9805908203124402,0.0,local_density,53,265,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,38,1,1,0,0.9174615384615384,0.8251282051282052,0.9807692307692307,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9903564453124395,0,52,106,16226,0.0,0.0,0.0,0.9903564453124395,0.0,sobel_edges,53,110,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,38,1,1,0,0.7420341074020319,0.435128205128205,0.9811320754716981,1.0,1.0,0,0,0.8703703703542525,0.1672597864762731,0.2805970146532769,0.1631944444438778,0.9852905273436898,47,7,234,16096,0.8703703703542525,0.1672597864762731,0.2805970146532769,0.9852905273436898,0.1631944444438778,distance_transform,53,281,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,38,1,1,0,0.5233333333333333,0.0,0.8666666666666667,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9930419921874394,0,61,53,16270,0.0,0.0,0.0,0.9930419921874394,0.0,neighbour_context,53,53,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,38,1,1,0,0.4,0.0,0.25,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9959716796874392,0,13,53,16318,0.0,0.0,0.0,0.9959716796874392,0.0,skeleton,53,53,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,39,2,2,0,0.5419117647058823,0.1388888888888889,0.6470588235294117,1.0,1.0,0,0,0.28205128204405,0.06508875739606457,0.10576923046352625,0.05583756345149321,0.9886474609374396,11,28,158,16187,0.28205128204405,0.06508875739606457,0.10576923046352625,0.9886474609374396,0.05583756345149321,binary,169,169,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,39,2,2,0,0.6543276856524873,0.26228070175438595,0.9315068493150684,1.0,1.0,0,0,0.22727272726928374,0.04201680672257138,0.07092198555190048,0.036764705882262834,0.9760131835936904,15,51,342,15976,0.22727272726928374,0.04201680672257138,0.07092198555190048,0.9760131835936904,0.036764705882262834,binary,169,357,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,39,2,1,1,0.3323529411764706,0.0,0.16176470588235292,1.0,0.5,0,0,0.24999999997916666,0.01775147928983579,0.033149171146546204,0.016853932584174978,0.9893188476561896,3,9,166,16206,0.24999999997916666,0.01775147928983579,0.033149171146546204,0.9893188476561896,0.016853932584174978,binary,169,169,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,39,2,2,0,0.7708361344537815,0.5757142857142857,0.8088235294117647,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9797363281249402,0,51,281,16052,0.0,0.0,0.0,0.9797363281249402,0.0,local_density,169,281,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,39,2,1,1,0.4411764705882353,0.0,0.7058823529411764,1.0,0.5,0,0,0.19148936169805345,0.03571428571414399,0.06020066863095491,0.031034482758513674,0.9828491210936899,9,38,243,16094,0.19148936169805345,0.03571428571414399,0.06020066863095491,0.9828491210936899,0.031034482758513674,sobel_edges,169,252,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,39,2,2,0,0.5198529411764706,0.08333333333333334,0.6617647058823529,1.0,1.0,0,0,0.28260869564603025,0.025145067698210552,0.04618117214107373,0.023636363636320663,0.9672241210936909,13,33,504,15834,0.28260869564603025,0.025145067698210552,0.04618117214107373,0.9672241210936909,0.023636363636320663,distance_transform,169,517,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,39,2,2,0,0.5767662337662338,0.11142857142857143,0.8831168831168831,1.0,1.0,0,0,0.17142857142612244,0.07100591715934317,0.10041840962679226,0.05286343612311514,0.9868774414061897,12,58,157,16157,0.17142857142612244,0.07100591715934317,0.10041840962679226,0.9868774414061897,0.05286343612311514,neighbour_context,169,169,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,39,2,1,1,0.3735294117647059,0.0,0.36764705882352944,1.0,0.5,0,0,0.038461538460059175,0.015624999999755858,0.022222221810864203,0.011235955056053529,0.9946289062499393,1,25,63,16295,0.038461538460059175,0.015624999999755858,0.022222221810864203,0.9946289062499393,0.011235955056053529,skeleton,169,64,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,40,2,2,0,0.5123313953488372,0.08166666666666667,0.627906976744186,1.0,1.0,0,0,0.36697247706085345,0.07604562737628129,0.12598425168372993,0.06722689075618954,0.966125488281191,40,69,486,15789,0.36697247706085345,0.07604562737628129,0.12598425168372993,0.966125488281191,0.06722689075618954,binary,526,526,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,40,2,3,1,0.6325105973025048,0.26,0.9942196531791907,1.0,0.6666666666666667,0,0,0.03030303030284665,0.005543237250548178,0.00937207096627197,0.004708097928432478,0.9354858398436928,5,160,897,15322,0.03030303030284665,0.005543237250548178,0.00937207096627197,0.9354858398436928,0.004708097928432478,binary,526,902,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,40,2,2,0,0.57175,0.15944444444444444,0.75,1.0,1.0,0,0,0.1403508771917513,0.030418250950512513,0.04999999970705079,0.02564102564098455,0.9628906249999412,16,98,510,15760,0.1403508771917513,0.030418250950512513,0.04999999970705079,0.9628906249999412,0.02564102564098455,binary,526,526,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,40,2,2,0,0.6402413090385998,0.285807560137457,0.8081395348837209,1.0,1.0,0,0,0.7391304347772527,0.11832946635717131,0.20399999976168,0.1135857461023234,0.9514160156249419,102,36,760,15486,0.7391304347772527,0.11832946635717131,0.20399999976168,0.9514160156249419,0.1135857461023234,local_density,526,862,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,40,2,2,0,0.5437500000000001,0.09722222222222222,0.75,1.0,1.0,0,0,0.07936507936444948,0.014124293785290785,0.023980815091155853,0.01213592233008236,0.9503173828124419,10,116,698,15560,0.07936507936444948,0.014124293785290785,0.023980815091155853,0.9503173828124419,0.01213592233008236,sobel_edges,526,708,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,40,2,2,0,0.6523604651162791,0.24555555555555558,0.9593023255813954,1.0,1.0,0,0,0.698795180718682,0.09076682316111834,0.1606648197408898,0.08734939759029567,0.9260253906249435,116,50,1162,15056,0.698795180718682,0.09076682316111834,0.1606648197408898,0.9260253906249435,0.08734939759029567,distance_transform,526,1278,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,40,2,2,0,0.5810290697674418,0.14388888888888887,0.8313953488372093,1.0,1.0,0,0,0.16666666666540406,0.041825095056954704,0.06686930059092211,0.03459119496849907,0.9625244140624413,22,110,504,15748,0.16666666666540406,0.041825095056954704,0.06686930059092211,0.9625244140624413,0.03459119496849907,neighbour_context,526,526,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,40,2,2,0,0.32756395348837214,0.15944444444444444,0.7790697674418605,0.0,1.0,0,1,0.09923664122061653,0.07647058823484429,0.08637873704934824,0.04513888888873216,0.9832153320311899,13,118,157,16096,0.09923664122061653,0.07647058823484429,0.08637873704934824,0.9832153320311899,0.04513888888873216,skeleton,526,170,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,41,3,3,0,0.27484418756105505,0.10025435073627846,0.6486486486486487,0.0,1.0,1,0,0.4793388429712451,0.1841269841263996,0.2660550454693313,0.15343915343874753,0.9804687499999402,58,63,257,16006,0.4793388429712451,0.1841269841263996,0.2660550454693313,0.9804687499999402,0.15343915343874753,binary,315,315,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,41,3,3,0,0.32290540540540547,0.21666666666666667,0.6270270270270271,0.0,1.0,1,0,0.4017094017059683,0.06629055007042836,0.11380145254106255,0.060333761232271715,0.9553222656249417,47,70,662,15605,0.4017094017059683,0.06629055007042836,0.11380145254106255,0.9553222656249417,0.060333761232271715,binary,315,709,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,41,3,3,0,0.40353153153153154,0.26370370370370366,0.9243243243243243,0.0,1.0,1,0,0.20231213872715428,0.11111111111075839,0.1434426224925675,0.07726269315656234,0.9744873046874405,35,138,280,15931,0.20231213872715428,0.11111111111075839,0.1434426224925675,0.9744873046874405,0.07726269315656234,binary,315,315,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,41,3,3,0,0.28772522522522526,0.12407407407407407,0.6594594594594594,0.0,1.0,1,0,0.4033613445344255,0.1428571428567177,0.21098901060181138,0.11793611793582817,0.9780883789061903,48,71,288,15977,0.4033613445344255,0.1428571428567177,0.21098901060181138,0.9780883789061903,0.11793611793582817,local_density,315,336,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,41,3,3,0,0.29648198198198195,0.15074074074074073,0.6432432432432432,0.0,1.0,1,0,0.4173913043441966,0.09486166007886392,0.15458937167839523,0.0837696335077072,0.9679565429686909,48,67,458,15811,0.4173913043441966,0.09486166007886392,0.15458937167839523,0.9679565429686909,0.0837696335077072,sobel_edges,315,506,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,41,3,3,0,0.48383333333333334,0.5862962962962963,0.6,0.0,1.0,1,0,0.58558558558031,0.058717253839152016,0.10673234794582763,0.05637467476144287,0.933593749999943,65,46,1042,15231,0.58558558558031,0.058717253839152016,0.10673234794582763,0.933593749999943,0.05637467476144287,distance_transform,315,1107,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,41,3,3,0,0.30511261261261263,0.13148148148148148,0.7297297297297297,0.0,1.0,1,0,0.12499999999908089,0.05396825396808264,0.07538802618596763,0.039170506912352146,0.9745483398436905,17,119,298,15950,0.12499999999908089,0.05396825396808264,0.07538802618596763,0.9745483398436905,0.039170506912352146,neighbour_context,315,315,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,41,3,3,0,0.35731981981981986,0.20185185185185184,0.8324324324324324,0.0,1.0,1,0,0.12162162162079987,0.09677419354786682,0.10778443064355123,0.056962025316275436,0.98181152343744,18,130,168,16068,0.12162162162079987,0.09677419354786682,0.10778443064355123,0.98181152343744,0.056962025316275436,skeleton,315,186,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,42,2,3,1,0.3666297208538588,0.4642857142857143,0.45517241379310347,0.0,0.6666666666666667,1,0,0.16393442622682075,0.03649635036483031,0.05970149223909111,0.030769230769136097,0.9807739257811902,10,51,264,16059,0.16393442622682075,0.03649635036483031,0.05970149223909111,0.9807739257811902,0.030769230769136097,binary,274,274,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,42,2,2,0,0.3086009852216749,0.07428571428571429,0.8758620689655172,0.0,1.0,1,0,0.19801980197823743,0.031007751937936423,0.05361930271480066,0.02754820936635324,0.9569091796874416,20,81,625,15658,0.19801980197823743,0.031007751937936423,0.05361930271480066,0.9569091796874416,0.02754820936635324,binary,274,645,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,42,2,3,1,0.29533908045977014,0.20777777777777778,0.6758620689655173,0.0,0.6666666666666667,1,0,0.03225806451578217,0.01090909090905124,0.01630434744829573,0.008219178082169263,0.9779052734374403,3,90,272,16019,0.03225806451578217,0.01090909090905124,0.01630434744829573,0.9779052734374403,0.008219178082169263,binary,274,275,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,42,2,3,1,0.3230662931839402,0.14857142857142858,0.9477124183006536,0.0,0.6666666666666667,1,0,0.03906249999969483,0.023696682464342672,0.029498524603545052,0.014970059880194701,0.9799194335936902,5,123,206,16050,0.03906249999969483,0.023696682464342672,0.029498524603545052,0.9799194335936902,0.014970059880194701,local_density,274,264,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,42,2,2,0,0.26292118226600986,0.03714285714285714,0.7310344827586207,0.0,1.0,1,0,0.04347826086909263,0.009009009008988718,0.014925372849910898,0.00751879699246707,0.9677734374999409,4,88,440,15852,0.04347826086909263,0.009009009008988718,0.014925372849910898,0.9677734374999409,0.00751879699246707,sobel_edges,274,444,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,42,2,2,0,0.2906699507389163,0.07428571428571429,0.7862068965517242,0.0,1.0,1,0,0.7623762376162141,0.08433734939749798,0.15187376707871456,0.08217716115252703,0.9475097656249422,77,24,836,15447,0.7623762376162141,0.08433734939749798,0.15187376707871456,0.9475097656249422,0.08217716115252703,distance_transform,274,913,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,42,2,3,1,0.3137430213464697,0.20269841269841274,0.7793103448275862,0.0,0.6666666666666667,1,0,0.27184466019153547,0.10218978102152486,0.14854111366043524,0.08022922636080164,0.9804077148436902,28,75,246,16035,0.27184466019153547,0.10218978102152486,0.14854111366043524,0.9804077148436902,0.08022922636080164,neighbour_context,274,274,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,42,2,3,1,0.3285755336617405,0.2785714285714286,0.6827586206896552,0.0,0.6666666666666667,1,1,0.03225806451578217,0.017857142857036566,0.022988505288237118,0.011627906976699118,0.9844360351561899,3,90,165,16126,0.03225806451578217,0.017857142857036566,0.022988505288237118,0.9844360351561899,0.011627906976699118,skeleton,274,168,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,43,1,1,0,0.6701153846153846,0.38999999999999996,0.7230769230769231,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9893798828124396,0,35,139,16210,0.0,0.0,0.0,0.9893798828124396,0.0,binary,139,139,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,43,1,1,0,0.6690384615384616,0.2782051282051282,0.9692307692307692,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9766235351561904,0,52,331,16001,0.0,0.0,0.0,0.9766235351561904,0.0,binary,139,331,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,43,1,1,0,0.47923076923076924,0.0,0.6461538461538461,1.0,1.0,0,0,0.09523809523582767,0.02877697841705916,0.04419889467073655,0.0225988700563695,0.9894409179686896,4,38,135,16207,0.09523809523582767,0.02877697841705916,0.04419889467073655,0.9894409179686896,0.0225988700563695,binary,139,139,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,43,1,2,1,0.49692307692307697,0.0,0.9846153846153847,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9828491210936899,0,52,229,16103,0.0,0.0,0.0,0.9828491210936899,0.0,local_density,139,229,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,43,1,1,0,0.6113461538461539,0.1705128205128205,0.9230769230769231,1.0,1.0,0,0,0.19230769230399408,0.052083333333062067,0.08196721277868853,0.04273504273486011,0.9863281249999398,10,42,182,16150,0.19230769230399408,0.052083333333062067,0.08196721277868853,0.9863281249999398,0.04273504273486011,sobel_edges,139,192,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,43,1,1,0,0.6502149321266968,0.24230769230769225,0.9558823529411765,1.0,1.0,0,0,0.44827586206123665,0.05949656750558468,0.1050505048431956,0.055437100213101415,0.9729614257811906,26,32,411,15915,0.44827586206123665,0.05949656750558468,0.1050505048431956,0.9729614257811906,0.055437100213101415,distance_transform,139,437,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,43,1,1,0,0.6498076923076922,0.24230769230769225,0.9538461538461538,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9885864257811896,0,48,139,16197,0.0,0.0,0.0,0.9885864257811896,0.0,neighbour_context,139,139,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,43,1,1,0,0.5007692307692307,0.0,0.7538461538461538,1.0,1.0,0,0,0.0999999999975,0.08888888888691358,0.09411764655833911,0.04938271604877305,0.9953002929686893,4,36,41,16303,0.0999999999975,0.08888888888691358,0.09411764655833911,0.9953002929686893,0.04938271604877305,skeleton,139,45,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,44,3,2,1,0.3601851520572451,0.21374478234943353,0.9866666666666667,0.0,0.6666666666666667,1,0,0.10294117646907439,0.039999999999771434,0.05761316832075057,0.029661016949026862,0.9860229492186898,7,61,168,16148,0.10294117646907439,0.039999999999771434,0.05761316832075057,0.9860229492186898,0.029661016949026862,binary,175,175,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,44,3,3,0,0.3965384615384615,0.2423076923076923,0.9375,0.0,1.0,1,0,0.3249999999959375,0.07558139534861749,0.12264150912722499,0.065326633165665,0.9772949218749403,26,54,318,15986,0.3249999999959375,0.07558139534861749,0.12264150912722499,0.9772949218749403,0.065326633165665,binary,175,344,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,44,3,2,1,0.3576570135291066,0.21374478234943353,0.974025974025974,0.0,0.6666666666666667,1,0,0.057142857142040815,0.022471910112233304,0.03225806411069199,0.016393442622883635,0.9853515624999398,4,66,174,16140,0.057142857142040815,0.022471910112233304,0.03225806411069199,0.9853515624999398,0.016393442622883635,binary,175,178,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,44,3,3,0,0.3531504428639993,0.1560524746571258,0.9146341463414634,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0.9855346679686898,0,82,155,16147,0.0,0.0,0.0,0.9855346679686898,0.0,local_density,175,155,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,44,3,2,1,0.3775924269528921,0.3650202080434639,0.7333333333333334,0.0,0.6666666666666667,1,0,0.09090909090743803,0.020920502091962678,0.03401360513778982,0.017301038062223873,0.98266601562494,5,50,234,16095,0.09090909090743803,0.020920502091962678,0.03401360513778982,0.98266601562494,0.017301038062223873,sobel_edges,175,239,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,44,3,2,1,0.232,0.0,0.8266666666666667,0.0,0.6666666666666667,1,0,0.25423728813128416,0.029880478087589882,0.05347593564046886,0.027472527472477158,0.9675903320311909,15,44,487,15838,0.25423728813128416,0.029880478087589882,0.05347593564046886,0.9675903320311909,0.027472527472477158,distance_transform,175,502,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,44,3,3,0,0.2954450882787587,0.07200357781753132,0.8152173913043479,0.0,1.0,1,1,0.06976744185965386,0.03428571428551837,0.04597701105203976,0.023529411764613612,0.9848022460936898,6,80,169,16129,0.06976744185965386,0.03428571428551837,0.04597701105203976,0.9848022460936898,0.023529411764613612,neighbour_context,175,175,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,44,3,2,1,0.2968333333333334,0.15000000000000002,0.8133333333333334,0.0,0.6666666666666667,1,0,0.0,0.0,0.0,0.0,0.9920654296874394,0,63,67,16254,0.0,0.0,0.0,0.9920654296874394,0.0,skeleton,175,67,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,45,3,3,0,0.6908493053738772,0.3515169749049123,0.9133333333333333,1.0,1.0,0,0,0.11450381679301906,0.04201680672257138,0.06147540944305128,0.031712473572871644,0.9720458984374406,15,116,342,15911,0.11450381679301906,0.04201680672257138,0.06147540944305128,0.9720458984374406,0.031712473572871644,binary,357,357,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,45,3,3,0,0.6157930866601752,0.1550957481337228,0.98,1.0,1.0,0,0,0.41605839415754703,0.07862068965506397,0.13225057977875065,0.07080745341606111,0.9543457031249417,57,80,668,15579,0.41605839415754703,0.07862068965506397,0.13225057977875065,0.9543457031249417,0.07080745341606111,binary,357,725,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,45,3,3,0,0.6170773506195661,0.2550957481337228,0.7614213197969544,1.0,1.0,0,0,0.010362694300464442,0.005602240896342851,0.007272726817157055,0.0036496350364896906,0.9666748046874409,2,191,355,15836,0.010362694300464442,0.005602240896342851,0.007272726817157055,0.9666748046874409,0.0036496350364896906,binary,357,357,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,45,3,3,0,0.6736925366108449,0.2778156442713405,0.9933774834437086,1.0,1.0,0,0,0.48666666666342223,0.14174757281525874,0.21954887183042118,0.12331081081060252,0.9683227539061908,73,77,442,15792,0.48666666666342223,0.14174757281525874,0.21954887183042118,0.9683227539061908,0.12331081081060252,local_density,357,515,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,45,3,3,0,0.6095,0.15000000000000002,0.96,1.0,1.0,0,0,0.2447552447535332,0.06916996047417161,0.10785824310755197,0.05700325732889739,0.964660644531191,35,108,471,15770,0.2447552447535332,0.06916996047417161,0.10785824310755197,0.964660644531191,0.05700325732889739,sobel_edges,357,506,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,45,3,3,0,0.6876347316157443,0.3265956998868391,0.9533333333333334,1.0,1.0,0,0,0.6071428571385205,0.08102955195416489,0.1429772916338797,0.07699275362311866,0.9378051757811927,85,55,964,15280,0.6071428571385205,0.08102955195416489,0.1429772916338797,0.9378051757811927,0.07699275362311866,distance_transform,357,1049,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
