method,method_display,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_skeleton,pixel_recall_on_skeleton,pixel_f1_on_skeleton,pixel_iou_on_skeleton,pixel_accuracy_on_skeleton,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,raw_stroke_pixels,skeleton_stroke_pixels,graph_node_clusters,traced_paths,candidate_peak_count,component_count,candidate_local_segments,remaining_ransac_points,classified_line_pixels,classified_endpoint_pixels,classified_corner_pixels,classified_t_junction_pixels,classified_x_junction_pixels,internal_skeletonization_applied
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,9,20,14,6,0.6726057539733604,0.47572909369065924,0.9771210676835081,0.7724137931034485,0.7,29,29,0.646137787055693,0.6720955483163169,0.6588610958273265,0.4912698412694514,0.9608764648436914,619,339,302,15124,0.646137787055693,0.6720955483163169,0.6588610958273265,0.9608764648436914,0.4912698412694514,2161,921,0,0,,,,11.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,9,20,9,11,0.22122117072930209,0.31915264928511355,0.1630123927550048,0.0,0.44999999999999996,29,0,0.9830508474520733,0.18892508143301961,0.3169398904393731,0.1883116883114845,0.9542236328124417,174,3,747,15460,0.9830508474520733,0.18892508143301961,0.3169398904393731,0.9542236328124417,0.1883116883114845,2161,921,0,0,,,24.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,10,11,17,6,0.5581955488992401,0.5971218063239612,0.8382099827882961,0.22857142857142856,0.6470588235294117,5,14,0.8315565031965212,0.8074534161473966,0.8193277305908239,0.6939501779347083,0.9895019531249396,390,79,93,15822,0.8315565031965212,0.8074534161473966,0.8193277305908239,0.9895019531249396,0.6939501779347083,1500,483,27,24,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,10,11,10,1,0.70074854946604,0.7139324326352896,0.9655765920826161,0.38181818181818183,0.9090909090909091,5,11,0.8130841121480129,0.9006211180105578,0.8546168953738889,0.7461406517997493,0.9909667968749395,435,100,48,15801,0.8130841121480129,0.9006211180105578,0.8546168953738889,0.9909667968749395,0.7461406517997493,1500,483,0,0,3664.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,10,11,11,0,0.38725764570638976,0.3560783788694299,0.6351118760757315,0.0,1.0,5,1,0.5454545454529959,0.3975155279494876,0.45988023903216324,0.2986003110415263,0.9724731445311906,192,160,291,15741,0.5454545454529959,0.3975155279494876,0.45988023903216324,0.9724731445311906,0.2986003110415263,1500,483,0,0,,4.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,10,11,20,9,0.5155274141791173,0.6068351602144467,0.8278829604130808,0.0875,0.55,5,16,0.7746781115863205,0.7474120082800261,0.760800842491181,0.6139455782302484,0.9861450195311898,361,105,122,15796,0.7746781115863205,0.7474120082800261,0.760800842491181,0.9861450195311898,0.6139455782302484,1500,483,27,24,,,,,400.0,15.0,6.0,47.0,15.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,10,11,20,9,0.5289351972181902,0.6204464508845609,0.8330464716006885,0.1125,0.55,5,16,0.8131634819515644,0.7929606625242382,0.802935009980576,0.6707530647974242,0.9885253906249396,383,88,100,15813,0.8131634819515644,0.7929606625242382,0.802935009980576,0.9885253906249396,0.6707530647974242,1500,483,28,25,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,10,11,10,1,0.779334539780946,0.7281896568925139,0.8537005163511188,0.76,0.9090909090909091,5,4,0.8997912317308981,0.8923395445116101,0.8960498955480418,0.811676082860995,0.9938964843749393,431,48,52,15853,0.8997912317308981,0.8923395445116101,0.8960498955480418,0.9938964843749393,0.811676082860995,1500,483,0,0,,,,0.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,10,11,11,0,0.4777505047663181,0.596951781484914,0.5456110154905336,0.0,1.0,5,0,0.9341692789939368,0.6169772256716005,0.7431421441574586,0.5912698412686681,0.9874267578124397,298,21,185,15880,0.9341692789939368,0.6169772256716005,0.7431421441574586,0.9874267578124397,0.5912698412686681,1500,483,0,0,,,32.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,11,3,3,0,0.9571816672536096,0.9176379176379176,0.9712230215827338,1.0,1.0,0,0,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999927537,0.9999999999999389,138,0,0,16246,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999999389,0.9999999999927537,440,138,6,3,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,11,3,3,0,0.9571816672536096,0.9176379176379176,0.9712230215827338,1.0,1.0,0,0,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999927537,0.9999999999999389,138,0,0,16246,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999999389,0.9999999999927537,440,138,0,0,322.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,11,3,3,0,0.9571816672536096,0.9176379176379176,0.9712230215827338,1.0,1.0,0,0,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999927537,0.9999999999999389,138,0,0,16246,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999999389,0.9999999999927537,440,138,0,0,,3.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,11,3,3,0,0.9571816672536096,0.9176379176379176,0.9712230215827338,1.0,1.0,0,0,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999927537,0.9999999999999389,138,0,0,16246,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999999389,0.9999999999927537,440,138,6,3,,,,,132.0,6.0,0.0,0.0,0.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,11,3,3,0,0.9571816672536096,0.9176379176379176,0.9712230215827338,1.0,1.0,0,0,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999927537,0.9999999999999389,138,0,0,16246,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999999389,0.9999999999927537,440,138,6,3,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,11,3,3,0,0.9571816672536096,0.9176379176379176,0.9712230215827338,1.0,1.0,0,0,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999927537,0.9999999999999389,138,0,0,16246,0.9999999999927537,0.9999999999927537,0.9999999994927538,0.9999999999999389,0.9999999999927537,440,138,0,0,,,,0.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,11,3,4,1,0.8398919605574282,0.8180652680652681,0.7338129496402878,1.0,0.75,0,0,0.999999999990566,0.7681159420234195,0.8688524585178715,0.7681159420234195,0.998046874999939,106,0,32,16246,0.999999999990566,0.7681159420234195,0.8688524585178715,0.998046874999939,0.7681159420234195,440,138,0,0,,,11.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,12,5,7,2,0.6799795010904336,0.7711754611754612,0.9742765273311897,0.26666666666666666,0.7142857142857143,2,3,0.8452380952347411,0.8352941176437831,0.8402366858872354,0.7244897959159031,0.9950561523436893,213,39,42,16090,0.8452380952347411,0.8352941176437831,0.8402366858872354,0.9950561523436893,0.7244897959159031,648,255,12,9,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,12,5,5,0,0.8097489615335275,0.8650012650012651,0.977491961414791,0.5,1.0,2,1,0.9920318725060079,0.9764705882314648,0.9841897228162992,0.9688715953269694,0.9995117187499389,249,2,6,16127,0.9920318725060079,0.9764705882314648,0.9841897228162992,0.9995117187499389,0.9688715953269694,648,255,0,0,643.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,12,5,8,3,0.5865987783833443,0.7302230802230802,0.977491961414791,0.0,0.625,2,0,0.8192307692276184,0.8352941176437831,0.8271844655162522,0.7052980132426977,0.9945678710936893,213,47,42,16082,0.8192307692276184,0.8352941176437831,0.8271844655162522,0.9945678710936893,0.7052980132426977,648,255,0,0,,3.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,12,5,7,2,0.693908072519005,0.8021278421278423,0.9742765273311897,0.26666666666666666,0.7142857142857143,2,3,0.8725099601558864,0.8588235294083968,0.8656126477179538,0.7630662020879336,0.9958496093749392,219,32,36,16097,0.8725099601558864,0.8588235294083968,0.8656126477179538,0.9958496093749392,0.7630662020879336,648,255,12,9,,,,,230.0,9.0,2.0,9.0,5.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,12,5,7,2,0.7022652153761479,0.8206992706992708,0.9742765273311897,0.26666666666666666,0.7142857142857143,2,3,0.8492063492029793,0.8392156862712188,0.8441814590627623,0.7303754266186677,0.9951782226561893,214,38,41,16091,0.8492063492029793,0.8392156862712188,0.8441814590627623,0.9951782226561893,0.7303754266186677,648,255,12,9,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,12,5,5,0,0.8097489615335275,0.8650012650012651,0.977491961414791,0.5,1.0,2,1,0.9920318725060079,0.9764705882314648,0.9841897228162992,0.9688715953269694,0.9995117187499389,249,2,6,16127,0.9920318725060079,0.9764705882314648,0.9841897228162992,0.9995117187499389,0.9688715953269694,648,255,0,0,,,,0.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,12,5,12,7,0.646025641025641,0.7333333333333333,0.9967948717948718,0.3,0.41666666666666663,2,1,0.7991266375510956,0.7176470588207151,0.7561983466057561,0.6079734219248905,0.9927978515624394,183,46,72,16083,0.7991266375510956,0.7176470588207151,0.7561983466057561,0.9927978515624394,0.6079734219248905,648,255,0,0,,,32.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,13,13,12,1,0.7116068839593117,0.7112903972295302,0.921092564491654,0.45999999999999996,0.9230769230769231,10,6,0.8486394557808696,0.7971246006377043,0.822075782036203,0.6979020979011218,0.9868164062499397,499,89,127,15669,0.8486394557808696,0.7971246006377043,0.822075782036203,0.9868164062499397,0.6979020979011218,1396,626,34,32,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,13,13,11,2,0.7521462313470227,0.6327643588571921,0.9821162444113264,0.7454545454545454,0.8461538461538461,10,11,0.699386503066412,0.7284345047911687,0.7136150229732687,0.5547445255467703,0.9776611328124403,456,196,170,15562,0.699386503066412,0.7284345047911687,0.7136150229732687,0.9776611328124403,0.5547445255467703,1396,626,0,0,6567.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,13,13,11,2,0.3965799669317115,0.32075420585553677,0.6631259484066767,0.13999999999999999,0.8461538461538461,10,2,0.41119221411092166,0.2699680511177796,0.325940211671298,0.19470046082926878,0.9573364257811915,169,242,457,15516,0.41119221411092166,0.2699680511177796,0.325940211671298,0.9573364257811915,0.19470046082926878,1396,626,0,0,,4.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,13,13,14,1,0.662356495297002,0.6528075307970567,0.928679817905918,0.36,0.9285714285714286,10,8,0.7779661016935967,0.7332268370595316,0.7549342100255123,0.6063408190216562,0.98181152343744,459,131,167,15627,0.7779661016935967,0.7332268370595316,0.7549342100255123,0.98181152343744,0.6063408190216562,1396,626,31,29,,,,,487.0,20.0,11.0,70.0,38.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,13,13,12,1,0.6922487655981584,0.6712903972295301,0.9393019726858877,0.43999999999999995,0.9230769230769231,10,8,0.8464106844727105,0.8099041533533389,0.8277551015397078,0.7061281337037519,0.9871215820311897,507,92,119,15666,0.8464106844727105,0.8099041533533389,0.8277551015397078,0.9871215820311897,0.7061281337037519,1396,626,34,32,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,13,13,12,1,0.6682081246140122,0.6046559586497667,0.9307909604519774,0.47058823529411753,0.9230769230769231,10,17,0.6288659793805171,0.6821086261969934,0.6544061297680209,0.4863325740313368,0.9724731445311906,427,252,199,15506,0.6288659793805171,0.6821086261969934,0.6544061297680209,0.9724731445311906,0.4863325740313368,1396,626,0,0,,,,1.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,13,13,18,5,0.45649222195600286,0.5936062378167641,0.5857359635811836,0.0,0.7222222222222222,10,2,0.7628865979361782,0.47284345047847787,0.5838264295066699,0.4122562674088966,0.9742431640624405,296,92,330,15666,0.7628865979361782,0.47284345047847787,0.5838264295066699,0.9742431640624405,0.4122562674088966,1396,626,0,0,,,38.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,14,17,18,1,0.7665185762125151,0.8276176175666653,0.9625167336010709,0.42857142857142855,0.9444444444444444,6,7,0.9155749636085654,0.9129172714065125,0.9142441855451837,0.8420348058891004,0.9927978515624394,629,58,60,15637,0.9155749636085654,0.9129172714065125,0.9142441855451837,0.9927978515624394,0.8420348058891004,1628,689,35,28,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,14,17,16,1,0.7047308737555757,0.7751316298797969,0.8402699662542182,0.375,0.9411764705882353,6,16,0.7726190476181278,0.9419448476038579,0.8489208628131186,0.7374999999991619,0.9859008789061898,649,191,40,15504,0.7726190476181278,0.9419448476038579,0.8489208628131186,0.9859008789061898,0.7374999999991619,1628,689,0,0,6933.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,14,17,18,1,0.4956800941491306,0.5447658198108004,0.7804551539491298,0.0,0.9444444444444444,6,3,0.6895943562598067,0.5674891146581024,0.6226114644718789,0.45202312138676065,0.9710693359374407,391,176,298,15519,0.6895943562598067,0.5674891146581024,0.6226114644718789,0.9710693359374407,0.45202312138676065,1628,689,0,0,,9.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,14,17,22,5,0.6755291353899986,0.8206084690275223,0.9504685408299867,0.15555555555555556,0.7727272727272727,6,9,0.9021897810205808,0.8969521044979725,0.8995633182759875,0.8174603174592362,0.9915771484374395,618,67,71,15628,0.9021897810205808,0.8969521044979725,0.8995633182759875,0.9915771484374395,0.8174603174592362,1628,689,39,32,,,,,605.0,28.0,2.0,36.0,18.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,14,17,24,7,0.6521855234687438,0.792478103830374,0.9451137884872824,0.14285714285714285,0.7083333333333333,6,14,0.8740849194716338,0.8664731494907598,0.8702623901692949,0.7703225806441674,0.9891357421874396,597,86,92,15609,0.8740849194716338,0.8664731494907598,0.8702623901692949,0.9891357421874396,0.7703225806441674,1628,689,39,32,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,14,17,16,1,0.72459271938604,0.7769139665595582,0.8686046511627907,0.42857142857142855,0.9411764705882353,6,14,0.8093480934799393,0.9550072568926633,0.8761651126846646,0.779620853079645,0.9886474609374396,658,155,31,15540,0.8093480934799393,0.9550072568926633,0.8761651126846646,0.9886474609374396,0.779620853079645,1628,689,0,0,,,,1.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,14,17,19,2,0.5077712627101789,0.6915611814345992,0.535475234270415,0.0,0.8947368421052632,6,0,0.952853598012524,0.5573294629890314,0.7032967028297121,0.5423728813551661,0.9802246093749402,384,19,305,15676,0.952853598012524,0.5573294629890314,0.7032967028297121,0.9802246093749402,0.5423728813551661,1628,689,0,0,,,40.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,15,19,27,8,0.5949025435922178,0.6032316503089006,0.8487229862475442,0.3333333333333333,0.7037037037037037,32,39,0.6878901373274808,0.6575178997605519,0.672361195350563,0.5064338235289463,0.9672241210936909,551,250,287,15296,0.6878901373274808,0.6575178997605519,0.672361195350563,0.9672241210936909,0.5064338235289463,2243,838,39,49,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,15,19,16,3,0.7693234047471847,0.6679107405438994,0.9852652259332023,0.75,0.8421052631578947,32,27,0.8064516129023587,0.8949880668247077,0.8484162890931544,0.7367387033391584,0.9836425781249399,750,180,88,15366,0.8064516129023587,0.8949880668247077,0.8484162890931544,0.9836425781249399,0.7367387033391584,2243,838,0,0,9687.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,15,19,8,11,0.1549290158701623,0.08402549718639683,0.343811394891945,0.025,0.42105263157894735,32,1,0.1292307692303716,0.05011933174218363,0.07222699873731543,0.03746654772521189,0.9341430664061929,42,283,796,15263,0.1292307692303716,0.05011933174218363,0.07222699873731543,0.9341430664061929,0.03746654772521189,2243,838,0,0,,1.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,15,19,40,21,0.6025942846186519,0.6761746880570412,0.8388998035363457,0.332142857142857,0.475,32,56,0.7731196054244475,0.7482100238654557,0.7604608848842938,0.6135029354201433,0.9758911132811904,627,184,211,15362,0.7731196054244475,0.7482100238654557,0.7604608848842938,0.9758911132811904,0.6135029354201433,2243,838,48,58,,,,,647.0,20.0,11.0,94.0,66.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,15,19,38,19,0.6204317878768634,0.7065523970353692,0.843811394891945,0.3348837209302325,0.5,32,43,0.787545787544826,0.7696897374692486,0.7785153887568206,0.6373517786554967,0.9776000976561903,645,174,193,15372,0.787545787544826,0.7696897374692486,0.7785153887568206,0.9776000976561903,0.6373517786554967,2243,838,50,60,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,15,19,15,4,0.7047628237083554,0.5925125177541053,0.991236611489776,0.6437500000000003,0.7894736842105263,32,29,0.6624338624331615,0.7470167064430226,0.7021873242346082,0.5410544511663431,0.9675903320311909,626,319,212,15227,0.6624338624331615,0.7470167064430226,0.7021873242346082,0.9675903320311909,0.5410544511663431,2243,838,0,0,,,,0.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,15,19,14,5,0.3445710758278928,0.5089780154486038,0.20923379174852652,0.0,0.736842105263158,32,0,0.8520179372159102,0.2267303102622593,0.3581526858124633,0.21814006888608709,0.9584350585936915,190,33,648,15513,0.8520179372159102,0.2267303102622593,0.3581526858124633,0.9584350585936915,0.21814006888608709,2243,838,0,0,,,25.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,16,12,22,10,0.5163786224238633,0.5504652056901193,0.9502487562189055,0.0962962962962963,0.5454545454545454,5,27,0.5977859778586757,0.5510204081623282,0.5734513269334419,0.40198511166203227,0.9705810546874407,324,218,264,15578,0.5977859778586757,0.5510204081623282,0.5734513269334419,0.9705810546874407,0.40198511166203227,1367,588,38,33,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,16,12,11,1,0.6523439755466317,0.6777254934664029,0.8410041841004184,0.35000000000000003,0.9166666666666666,5,12,0.7168141592909781,0.8265306122434923,0.7677725113496553,0.6230769230761243,0.98205566406244,486,192,102,15604,0.7168141592909781,0.8265306122434923,0.7677725113496553,0.98205566406244,0.6230769230761243,1367,588,0,0,4555.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,16,12,16,4,0.4240357465691636,0.4454341447621361,0.7429519071310116,0.0,0.75,5,2,0.5448275862056441,0.40306122448911047,0.46334310801467715,0.3015267175568683,0.9664916992186909,237,198,351,15598,0.5448275862056441,0.40306122448911047,0.46334310801467715,0.9664916992186909,0.3015267175568683,1367,588,0,0,,5.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,16,12,21,9,0.585171953798888,0.646587600086923,0.9353233830845771,0.2,0.5714285714285714,5,18,0.6273408239688627,0.5697278911554937,0.5971479495892202,0.4256670902154693,0.9724121093749406,335,199,253,15597,0.6273408239688627,0.5697278911554937,0.5971479495892202,0.9724121093749406,0.4256670902154693,1367,588,37,32,,,,,385.0,21.0,8.0,147.0,27.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,16,12,23,11,0.5503081678014822,0.6069289589474135,0.9402985074626866,0.14782608695652175,0.5217391304347826,5,23,0.5831775700923679,0.5306122448970568,0.5556544963834722,0.38471023427819395,0.9695434570311908,312,223,276,15573,0.5831775700923679,0.5306122448970568,0.5556544963834722,0.9695434570311908,0.38471023427819395,1367,588,41,36,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,16,12,10,2,0.5777436725500147,0.5407821001246608,0.8802919708029198,0.3,0.8333333333333334,5,12,0.7169517884903314,0.7840136054408435,0.7489845648937699,0.5987012987005211,0.98114013671869,461,182,127,15614,0.7169517884903314,0.7840136054408435,0.7489845648937699,0.98114013671869,0.5987012987005211,1367,588,0,0,,,,4.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,16,12,17,5,0.5105132898006175,0.7040530969869887,0.5655058043117744,0.039999999999999994,0.7058823529411764,5,3,0.9198813056352526,0.5272108843528449,0.6702702698056368,0.5040650406495869,0.98138427734369,310,27,278,15769,0.9198813056352526,0.5272108843528449,0.6702702698056368,0.98138427734369,0.5040650406495869,1367,588,0,0,,,40.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,17,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999923664,0.9999999999999389,131,0,0,16253,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999999389,0.9999999999923664,289,131,4,2,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,17,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999923664,0.9999999999999389,131,0,0,16253,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999999389,0.9999999999923664,289,131,0,0,158.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,17,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999923664,0.9999999999999389,131,0,0,16253,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999999389,0.9999999999923664,289,131,0,0,,2.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,17,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999923664,0.9999999999999389,131,0,0,16253,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999999389,0.9999999999923664,289,131,4,2,,,,,127.0,4.0,0.0,0.0,0.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,17,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999923664,0.9999999999999389,131,0,0,16253,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999999389,0.9999999999923664,289,131,4,2,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,17,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999923664,0.9999999999999389,131,0,0,16253,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999999389,0.9999999999923664,289,131,0,0,,,,0.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,17,2,3,1,0.9444993672888327,0.9839449541284404,0.9252873563218391,1.0,0.6666666666666667,0,0,0.9999999999923078,0.9923664122061652,0.9961685818678528,0.9923664122061652,0.9999389648436889,130,0,1,16253,0.9999999999923078,0.9923664122061652,0.9961685818678528,0.9999389648436889,0.9923664122061652,289,131,0,0,,,22.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,18,18,20,2,0.6824258262128742,0.7083813299371631,0.9270946681175191,0.35294117647058826,0.9,17,11,0.7206235011981768,0.6737668161427425,0.6964078789899082,0.5342222222217473,0.9680175781249409,601,233,291,15259,0.7206235011981768,0.6737668161427425,0.6964078789899082,0.9680175781249409,0.5342222222217473,2436,892,41,40,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,18,18,18,0,0.7414089940972737,0.7964559912518105,0.8212689901697945,0.4750000000000001,1.0,17,32,0.7709291628327775,0.9394618834070185,0.8468923693877783,0.734443470639146,0.98150634765619,838,249,54,15243,0.7709291628327775,0.9394618834070185,0.8468923693877783,0.98150634765619,0.734443470639146,2436,892,0,0,11126.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,18,18,13,5,0.4117062852924913,0.418003302445371,0.6539717083786725,0.08235294117647059,0.7222222222222222,17,2,0.39414802065336635,0.25672645739881533,0.3109300741993954,0.18408360128602566,0.9380493164061927,229,352,663,15140,0.39414802065336635,0.25672645739881533,0.3109300741993954,0.9380493164061927,0.18408360128602566,2436,892,0,0,,6.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,18,18,22,4,0.7512818103712884,0.8345431264282976,0.910772578890098,0.44705882352941173,0.8181818181818181,17,14,0.8657799274475626,0.8026905829587414,0.8330424660500657,0.7138584247251109,0.98248291015619,716,111,176,15381,0.8657799274475626,0.8026905829587414,0.8330424660500657,0.98248291015619,0.7138584247251109,2436,892,46,45,,,,,715.0,27.0,6.0,85.0,59.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,18,18,24,6,0.7467807089629894,0.8210515857857407,0.9085963003264418,0.48235294117647054,0.75,17,17,0.8649635036485828,0.7970852017928284,0.8296382725453735,0.708873379859712,0.98217773437494,711,111,181,15381,0.8649635036485828,0.7970852017928284,0.8296382725453735,0.98217773437494,0.708873379859712,2436,892,45,44,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,18,18,18,0,0.66871214957254,0.7210476757985569,0.7489812550937245,0.37777777777777777,1.0,17,45,0.657804459690688,0.859865470851054,0.7453838673409859,0.5941130906269604,0.9680175781249409,767,399,125,15093,0.657804459690688,0.859865470851054,0.7453838673409859,0.9680175781249409,0.5941130906269604,2436,892,0,0,,,,4.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,18,18,18,0,0.5086777817395992,0.6557245349261073,0.5680087051142546,0.0,1.0,17,3,0.9390962671887247,0.5358744394612827,0.6823697354393196,0.5178764897069146,0.9728393554686906,478,31,414,15461,0.9390962671887247,0.5358744394612827,0.6823697354393196,0.9728393554686906,0.5178764897069146,2436,892,0,0,,,49.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,19,10,8,2,0.5544088671604678,0.6836956087334755,0.833729216152019,0.0,0.8,2,0,0.7821229050257483,0.7310704960816421,0.7557354920761272,0.6073752711483571,0.9889526367186896,280,78,103,15923,0.7821229050257483,0.7310704960816421,0.7557354920761272,0.9889526367186896,0.6073752711483571,1041,383,16,9,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,19,10,9,1,0.6407682133915024,0.6935946350587548,0.8807531380753137,0.25,0.9,2,4,0.7515657620026064,0.9399477806763971,0.8352668208499712,0.7171314741021572,0.9913330078124395,360,119,23,15882,0.7515657620026064,0.9399477806763971,0.8352668208499712,0.9913330078124395,0.7171314741021572,1041,383,0,0,1603.0,,,,,,,,,False
