method,method_display,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_skeleton,pixel_recall_on_skeleton,pixel_f1_on_skeleton,pixel_iou_on_skeleton,pixel_accuracy_on_skeleton,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,raw_stroke_pixels,skeleton_stroke_pixels,graph_node_clusters,traced_paths,candidate_peak_count,component_count,candidate_local_segments,remaining_ransac_points,classified_line_pixels,classified_endpoint_pixels,classified_corner_pixels,classified_t_junction_pixels,classified_x_junction_pixels,internal_skeletonization_applied
contour_based_fitting_on_shared_skeleton,Contour-based fitting,19,10,10,0,0.5869457225253908,0.7168337249046689,0.8218527315914489,0.0,1.0,2,0,0.7163323782214432,0.652741514358609,0.68306010878883,0.5186721991690484,0.9858398437499398,250,99,133,15902,0.7163323782214432,0.652741514358609,0.68306010878883,0.9858398437499398,0.5186721991690484,1041,383,0,0,,7.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,19,10,8,2,0.5544088671604678,0.6836956087334755,0.833729216152019,0.0,0.8,2,0,0.7821229050257483,0.7310704960816421,0.7557354920761272,0.6073752711483571,0.9889526367186896,280,78,103,15923,0.7821229050257483,0.7310704960816421,0.7557354920761272,0.9889526367186896,0.6073752711483571,1041,383,16,9,,,,,327.0,15.0,1.0,31.0,9.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,19,10,8,2,0.5532746586020323,0.6801194577537903,0.836104513064133,0.0,0.8,2,0,0.7821229050257483,0.7310704960816421,0.7557354920761272,0.6073752711483571,0.9889526367186896,280,78,103,15923,0.7821229050257483,0.7310704960816421,0.7557354920761272,0.9889526367186896,0.6073752711483571,1041,383,16,9,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,19,10,8,2,0.5952802042412613,0.5829563371864145,0.9314159292035398,0.26666666666666666,0.8,2,3,0.6894273127738119,0.8172323759769785,0.7479091990239134,0.5973282442736693,0.9871215820311897,313,141,70,15860,0.6894273127738119,0.8172323759769785,0.7479091990239134,0.9871215820311897,0.5973282442736693,1041,383,0,0,,,,2.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,19,10,8,2,0.5236161298358293,0.5535095838526476,0.47268408551068886,0.4,0.8,2,1,0.8955223880552462,0.46997389033819853,0.6164383557108334,0.4455445544543427,0.9863281249999398,180,21,203,15980,0.8955223880552462,0.46997389033819853,0.6164383557108334,0.9863281249999398,0.4455445544543427,1041,383,0,0,,,28.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,20,20,36,16,0.581409331367808,0.6247153990786436,0.9387755102040817,0.22790697674418597,0.5555555555555556,26,43,0.6055825242711097,0.5815850815844038,0.5933412599037794,0.4218089602701422,0.9582519531249415,499,325,359,15201,0.6055825242711097,0.5815850815844038,0.5933412599037794,0.9582519531249415,0.4218089602701422,1894,858,44,49,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,20,20,19,1,0.759705082356941,0.7530533908680859,0.8479052823315119,0.625,0.95,26,40,0.7475049900192141,0.8729603729593556,0.8053763435881524,0.6741674167410674,0.9779052734374403,749,253,109,15273,0.7475049900192141,0.8729603729593556,0.8053763435881524,0.9779052734374403,0.6741674167410674,1894,858,0,0,10818.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,20,20,14,6,0.3279266563187906,0.3340009954237833,0.5381310418904404,0.0,0.7,26,0,0.5598377281935906,0.32167832167794674,0.4085862319563204,0.2567441860462728,0.9512329101561919,276,217,582,15309,0.5598377281935906,0.32167832167794674,0.4085862319563204,0.9512329101561919,0.2567441860462728,1894,858,0,0,,5.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,20,20,38,18,0.6247410147891529,0.7109732497378122,0.9548872180451128,0.2447761194029851,0.5263157894736843,26,67,0.7161520190015248,0.7027972027963837,0.7094117642050921,0.5496809480396083,0.9698486328124408,603,239,255,15287,0.7161520190015248,0.7027972027963837,0.7094117642050921,0.9698486328124408,0.5496809480396083,1894,858,46,51,,,,,631.0,29.0,13.0,82.0,103.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,20,20,38,18,0.6343357598160382,0.731651547722027,0.9387755102040817,0.2588235294117647,0.5263157894736843,26,51,0.7065217391295815,0.6818181818173872,0.6939501774352782,0.5313351498632777,0.9685058593749408,585,243,273,15283,0.7065217391295815,0.6818181818173872,0.6939501774352782,0.9685058593749408,0.5313351498632777,1894,858,49,55,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,20,20,18,2,0.6566982144354588,0.6130940829346397,0.8290293855743545,0.5000000000000002,0.9,26,44,0.6348588120733838,0.7599067599058742,0.6917771878321974,0.5287915652874868,0.9645385742186912,652,375,206,15151,0.6348588120733838,0.7599067599058742,0.6917771878321974,0.9645385742186912,0.5287915652874868,1894,858,0,0,,,,1.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,20,20,13,7,0.3422436886974149,0.472927807486631,0.3029001074113856,0.015384615384615385,0.65,26,1,0.9283276450480262,0.3170163170159475,0.47263249310358607,0.30944254835004614,0.9629516601561912,272,21,586,15505,0.9283276450480262,0.3170163170159475,0.47263249310358607,0.9629516601561912,0.30944254835004614,1894,858,0,0,,,30.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,21,7,7,0,0.8808913021244266,0.9272331966401398,0.9848484848484849,0.6666666666666666,1.0,3,2,0.9944598337922591,0.9944598337922591,0.9944598332922591,0.988980716250719,0.9997558593749389,359,2,2,16021,0.9944598337922591,0.9944598337922591,0.9944598332922591,0.9997558593749389,0.988980716250719,757,361,16,12,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,21,7,7,0,0.879458236383485,0.895415014821958,0.9451073985680191,0.75,1.0,3,4,0.8635170603651876,0.9113573407176971,0.8867924523281616,0.7966101694895966,0.9948730468749393,329,52,32,15971,0.8635170603651876,0.9113573407176971,0.8867924523281616,0.9948730468749393,0.7966101694895966,757,361,0,0,1837.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,21,7,11,4,0.4382056217916874,0.46761743114202137,0.8207070707070707,0.0,0.6363636363636364,3,0,0.44236760124472785,0.393351800552927,0.4164222868905282,0.262962962962476,0.9757080078124404,142,179,219,15844,0.44236760124472785,0.393351800552927,0.4164222868905282,0.9757080078124404,0.262962962962476,757,361,0,0,,4.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,21,7,7,0,0.8808913021244266,0.9272331966401398,0.9848484848484849,0.6666666666666666,1.0,3,2,0.9944598337922591,0.9944598337922591,0.9944598332922591,0.988980716250719,0.9997558593749389,359,2,2,16021,0.9944598337922591,0.9944598337922591,0.9944598332922591,0.9997558593749389,0.988980716250719,757,361,16,12,,,,,329.0,13.0,1.0,9.0,9.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,21,7,10,3,0.7003458475789719,0.8108695602765034,0.9772727272727273,0.27999999999999997,0.7,3,5,0.7749999999978473,0.772853185593427,0.7739251035200455,0.6312217194555855,0.9900512695311895,279,81,82,15942,0.7749999999978473,0.772853185593427,0.7739251035200455,0.9900512695311895,0.6312217194555855,757,361,17,13,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,21,7,7,0,0.879458236383485,0.895415014821958,0.9451073985680191,0.75,1.0,3,4,0.8635170603651876,0.9113573407176971,0.8867924523281616,0.7966101694895966,0.9948730468749393,329,52,32,15971,0.8635170603651876,0.9113573407176971,0.8867924523281616,0.9948730468749393,0.7966101694895966,757,361,0,0,,,,0.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,21,7,11,4,0.5588748137108793,0.7267925153171055,0.8409090909090909,0.0,0.6363636363636364,3,0,0.9999999999963637,0.7617728531834854,0.8647798737202593,0.7617728531834854,0.9947509765624393,275,0,86,16023,0.9999999999963637,0.7617728531834854,0.8647798737202593,0.9947509765624393,0.7617728531834854,757,361,0,0,,,31.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,22,16,18,2,0.6394668696186387,0.5921464563952461,0.9091967403958091,0.4090909090909091,0.8888888888888888,18,22,0.6923076923067741,0.6779220779211975,0.6850393695778961,0.5209580838318154,0.9707031249999407,522,232,248,15382,0.6923076923067741,0.6779220779211975,0.6850393695778961,0.9707031249999407,0.5209580838318154,1834,770,36,39,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,22,16,14,2,0.7901200949306608,0.6864051685565019,0.980593607305936,0.7904761904761907,0.875,18,21,0.7738095238086026,0.8441558441547479,0.8074534156490104,0.677083333332628,0.98107910156244,650,190,120,15424,0.7738095238086026,0.8441558441547479,0.8074534156490104,0.98107910156244,0.677083333332628,1834,770,0,0,10399.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,22,16,10,6,0.23407474346628354,0.20277507343820345,0.40162980209545984,0.0,0.625,18,0,0.24615384615308877,0.10389610389596897,0.14611872104349785,0.07881773399007014,0.9429321289061924,80,245,690,15369,0.24615384615308877,0.10389610389596897,0.14611872104349785,0.9429321289061924,0.07881773399007014,1834,770,0,0,,3.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,22,16,25,9,0.7298432094664558,0.7887219526008002,0.910360884749709,0.5153846153846154,0.64,18,26,0.9463350785327928,0.9389610389598195,0.9426336370476703,0.8914919852023533,0.9946289062499393,723,41,47,15573,0.9463350785327928,0.9389610389598195,0.9426336370476703,0.9946289062499393,0.8914919852023533,1834,770,43,48,,,,,634.0,23.0,6.0,41.0,66.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,22,16,26,10,0.6615911498264451,0.7071407560196038,0.9091967403958091,0.3999999999999999,0.6153846153846154,18,27,0.8575197889170745,0.8441558441547479,0.8507853398130533,0.7403189066050794,0.9860839843749398,650,108,120,15506,0.8575197889170745,0.8441558441547479,0.8507853398130533,0.9860839843749398,0.7403189066050794,1834,770,45,50,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,22,16,15,1,0.741514808445329,0.6600250179193851,0.9128586609989373,0.672727272727273,0.9375,18,22,0.7463848720792587,0.8714285714274397,0.8040742954876435,0.6723446893780838,0.9800415039061902,671,228,99,15386,0.7463848720792587,0.8714285714274397,0.8040742954876435,0.9800415039061902,0.6723446893780838,1834,770,0,0,,,,1.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,22,16,17,1,0.46281277310795294,0.6511683178791932,0.3783469150174622,0.0,0.9411764705882353,18,0,0.967741935481033,0.428571428570872,0.5940594055140761,0.4225352112670646,0.9724731445311906,330,11,440,15603,0.967741935481033,0.428571428570872,0.5940594055140761,0.9724731445311906,0.4225352112670646,1834,770,0,0,,,37.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,23,16,20,4,0.5835483383328963,0.5699724773748542,0.8811369509043928,0.2833333333333334,0.8,10,12,0.7527910685793416,0.7421383647787073,0.7474267611773849,0.5967130214910282,0.9805297851561902,472,155,164,15593,0.7527910685793416,0.7421383647787073,0.7474267611773849,0.9805297851561902,0.5967130214910282,1418,636,36,35,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,23,16,13,3,0.7224352464480984,0.5845603811393285,0.9948320413436692,0.7166666666666667,0.8125,10,12,0.8270893371746008,0.9025157232690212,0.8631578942364949,0.759259259258255,0.9888916015624396,574,120,62,15628,0.8270893371746008,0.9025157232690212,0.8631578942364949,0.9888916015624396,0.759259259258255,1418,636,0,0,6138.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,23,16,12,4,0.36598026779422127,0.3307744107744108,0.6356589147286822,0.06,0.75,10,1,0.482546201231042,0.369496855345331,0.418521816070835,0.2646396396393416,0.9601440429686914,235,252,401,15496,0.482546201231042,0.369496855345331,0.418521816070835,0.9601440429686914,0.2646396396393416,1418,636,0,0,,5.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,23,16,21,5,0.5881377541646999,0.5939339453116544,0.8733850129198967,0.28,0.7619047619047619,10,15,0.8227642276409386,0.7955974842754786,0.8089528372286638,0.6791946308715716,0.9854125976561898,506,109,130,15639,0.8227642276409386,0.7955974842754786,0.8089528372286638,0.9854125976561898,0.6791946308715716,1418,636,37,36,,,,,525.0,19.0,2.0,63.0,27.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,23,16,21,5,0.5861066289591561,0.5899945513722604,0.872093023255814,0.28,0.7619047619047619,10,15,0.8227642276409386,0.7955974842754786,0.8089528372286638,0.6791946308715716,0.9854125976561898,506,109,130,15639,0.8227642276409386,0.7955974842754786,0.8089528372286638,0.9854125976561898,0.6791946308715716,1418,636,37,36,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,23,16,13,3,0.6694306987032688,0.5631799097588571,0.9416058394160584,0.5857142857142856,0.8125,10,14,0.7863945578220594,0.9088050314451119,0.8431801599681897,0.7288776796964327,0.9868774414061897,578,157,58,15591,0.7863945578220594,0.9088050314451119,0.8431801599681897,0.9868774414061897,0.7288776796964327,1418,636,0,0,,,,3.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,23,16,18,2,0.4799909386179456,0.6681394960961525,0.45219638242894056,0.0,0.8888888888888888,10,2,0.8734567901207609,0.44496855345841985,0.5895833328849175,0.4180206794676248,0.9759521484374404,283,41,353,15707,0.8734567901207609,0.44496855345841985,0.5895833328849175,0.9759521484374404,0.4180206794676248,1418,636,0,0,,,40.0,,,,,,,False
baseline_on_shared_skeleton,Baseline,24,12,20,8,0.6053451410353696,0.6641064956184181,0.9408194233687405,0.2333333333333333,0.6,9,12,0.6256239600655148,0.592125984251036,0.6084142389815945,0.437209302325073,0.9704589843749407,376,225,259,15524,0.6256239600655148,0.592125984251036,0.6084142389815945,0.9704589843749407,0.437209302325073,1483,635,33,33,,,,,,,,,,False
hough_transform_on_shared_skeleton,Hough Transform,24,12,12,0,0.814007957728992,0.8311548024482028,0.9114799446749654,0.6307692307692307,1.0,9,13,0.8421807747477157,0.9244094488174419,0.8813813808811413,0.7879194630861908,0.9903564453124395,587,110,48,15639,0.8421807747477157,0.9244094488174419,0.8813813808811413,0.9903564453124395,0.7879194630861908,1483,635,0,0,6483.0,,,,,,,,,False
contour_based_fitting_on_shared_skeleton,Contour-based fitting,24,12,10,2,0.38387954742585984,0.3805764798077051,0.6464339908952959,0.0,0.8333333333333334,9,1,0.20199501246832421,0.12755905511790935,0.15637065589586283,0.08481675392661275,0.9466552734374422,81,320,554,15429,0.20199501246832421,0.12755905511790935,0.15637065589586283,0.9466552734374422,0.08481675392661275,1483,635,0,0,,3.0,,,,,,,,False
thinning_skeletonisation_graph_tracing_on_shared_skeleton,Thinning / skeletonisation,24,12,22,10,0.5964460022281632,0.6720724529519643,0.9317147192716236,0.21250000000000002,0.5454545454545454,9,16,0.6734006733995398,0.6299212598415277,0.6509357195971375,0.48250904704405007,0.9738159179686905,400,194,235,15555,0.6734006733995398,0.6299212598415277,0.6509357195971375,0.9738159179686905,0.48250904704405007,1483,635,34,35,,,,,489.0,19.0,4.0,81.0,42.0,False
run_graph_vectorisation_on_shared_skeleton,Run-graph vectorisation,24,12,23,11,0.6420233607743696,0.7232702278019132,0.9468892261001518,0.3,0.5217391304347826,9,16,0.7479270315078808,0.7102362204713225,0.7285945067689471,0.5730622617527661,0.9794921874999402,451,152,184,15597,0.7479270315078808,0.7102362204713225,0.7285945067689471,0.9794921874999402,0.5730622617527661,1483,635,36,37,,,,,,,,,,False
sparse_pixel_ransac_vectorisation_on_shared_skeleton,Sparse-pixel RANSAC,24,12,12,0,0.800996177735742,0.8311548024482028,0.9027397260273973,0.5857142857142856,1.0,9,14,0.837837837836646,0.9275590551166495,0.8804185346270307,0.7863818424555589,0.9902343749999395,589,114,46,15635,0.837837837836646,0.9275590551166495,0.8804185346270307,0.9902343749999395,0.7863818424555589,1483,635,0,0,,,,0.0,,,,,,False
mesh_pattern_local_vectorisation_on_shared_skeleton,Mesh-pattern local,24,12,16,4,0.4715993881078686,0.6958657790021426,0.417298937784522,0.0,0.75,9,0,0.9999999999962825,0.4236220472434274,0.595132742943474,0.4236220472434274,0.9776611328124403,269,0,366,15749,0.9999999999962825,0.4236220472434274,0.595132742943474,0.9776611328124403,0.4236220472434274,1483,635,0,0,,,31.0,,,,,,,False
