method,method_display,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_skeleton,pixel_recall_on_skeleton,pixel_f1_on_skeleton,pixel_iou_on_skeleton,pixel_accuracy_on_skeleton,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,raw_stroke_pixels,skeleton_stroke_pixels,graph_node_clusters,traced_paths,classified_line_pixels,classified_endpoint_pixels,classified_corner_pixels,classified_t_junction_pixels,classified_x_junction_pixels,internal_skeletonization_applied
baseline_on_shared_skeleton,Baseline on shared skeleton,0,16,36,20,0.5046105329600394,0.5206327337670622,0.895364238410596,0.18723404255319143,0.4444444444444444,17,47,0.5672609400314955,0.5079825834535443,0.5359877483521537,0.36610878661049573,0.9630126953124412,350,267,339,15428,0.5672609400314955,0.5079825834535443,0.5359877483521537,0.9630126953124412,0.36610878661049573,1878,689,37,48,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,0,16,42,26,0.5031378181141452,0.5407985712463325,0.9125827814569536,0.15666666666666665,0.38095238095238093,17,60,0.6009389671352098,0.5573294629890314,0.5783132525118859,0.40677966101651825,0.965820312499941,384,255,305,15440,0.6009389671352098,0.5573294629890314,0.5783132525118859,0.965820312499941,0.40677966101651825,1878,689,41,52,472.0,11.0,29.0,113.0,64.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,0,16,14,2,0.31470400769887896,0.15279633620137836,0.6304635761589403,0.12941176470588237,0.875,17,17,0.08101851851833097,0.05079825834535443,0.062444245734910774,0.03222836095761305,0.9358520507811928,35,397,654,15298,0.08101851851833097,0.05079825834535443,0.062444245734910774,0.9358520507811928,0.03222836095761305,1878,689,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,0,16,17,1,0.4029061171386284,0.25420075548185,0.7072847682119205,0.2117647058823529,0.9411764705882353,17,14,0.15698924731149036,0.10595065312031067,0.1265164639900234,0.06753006475479414,0.9384765624999427,73,392,616,15303,0.15698924731149036,0.10595065312031067,0.1265164639900234,0.9384765624999427,0.06753006475479414,1878,689,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,1,20,26,6,0.5958806813680781,0.6291194192990964,0.8156329651656754,0.2909090909090909,0.7692307692307692,22,17,0.7009750812560119,0.6642710472272441,0.6821296779392837,0.517599999999586,0.9631958007811912,647,276,327,15134,0.7009750812560119,0.6642710472272441,0.6821296779392837,0.9631958007811912,0.517599999999586,2742,974,53,57,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,1,20,28,8,0.6176354799348557,0.6634900997109349,0.8181818181818181,0.33599999999999997,0.7142857142857143,22,25,0.7982740021566361,0.7597535934283781,0.7785376112827584,0.6373815676135768,0.9743041992186905,740,187,234,15223,0.7982740021566361,0.7597535934283781,0.7785376112827584,0.9743041992186905,0.6373815676135768,2742,974,53,57,780.0,21.0,7.0,87.0,79.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,1,20,20,0,0.41844703687555007,0.3156087272774897,0.7230246389124894,0.12727272727272726,1.0,22,20,0.12247474747459283,0.09958932238182794,0.10985277413712263,0.058118633912487644,0.9040527343749448,97,695,877,14715,0.12247474747459283,0.09958932238182794,0.10985277413712263,0.9040527343749448,0.058118633912487644,2742,974,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,1,20,20,0,0.3871322892288932,0.24290513437629999,0.7527612574341547,0.10909090909090909,1.0,22,18,0.06746987951799101,0.0574948665297151,0.06208425670932543,0.03203661327229289,0.8967285156249453,56,774,918,14636,0.06746987951799101,0.0574948665297151,0.06208425670932543,0.8967285156249453,0.03203661327229289,2742,974,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,2,14,17,3,0.6140536270516092,0.6418333114273334,0.8734693877551021,0.2727272727272727,0.8235294117647058,10,11,0.5887096774184053,0.5757097791789026,0.5821371605836633,0.4105736782897519,0.9680175781249409,365,255,269,15495,0.5887096774184053,0.5757097791789026,0.5821371605836633,0.9680175781249409,0.4105736782897519,1340,634,29,27,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,2,14,25,11,0.564105144855145,0.6777997927997929,0.819047619047619,0.15714285714285717,0.56,10,28,0.6512027491397746,0.5977917981063127,0.6233552626577838,0.4528076463554925,0.9720458984374406,379,203,255,15547,0.6512027491397746,0.5977917981063127,0.6233552626577838,0.9720458984374406,0.4528076463554925,1340,634,32,30,545.0,19.0,0.0,39.0,31.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,2,14,14,0,0.3856357445990931,0.22857474167723416,0.7374149659863946,0.14117647058823526,1.0,10,17,0.0970297029701049,0.07728706624593489,0.08604038581003777,0.04495412844032573,0.9364624023436928,49,456,585,15294,0.0970297029701049,0.07728706624593489,0.08604038581003777,0.9364624023436928,0.04495412844032573,1340,634,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,2,14,19,5,0.33983597837494267,0.14685275697276104,0.9170068027210885,0.06666666666666667,0.736842105263158,10,15,0.06861063464825282,0.06309148264974276,0.06573541445557696,0.03398470688187427,0.9306030273436932,40,543,594,15207,0.06861063464825282,0.06309148264974276,0.06573541445557696,0.9306030273436932,0.03398470688187427,1340,634,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,3,9,21,12,0.5403488957268041,0.6316821731907939,0.9184466019417475,0.11818181818181818,0.4285714285714286,6,22,0.5664488017416853,0.5295315682270274,0.5473684205520465,0.37681159420235244,0.9737548828124405,260,199,231,15694,0.5664488017416853,0.5295315682270274,0.5473684205520465,0.9737548828124405,0.37681159420235244,1095,491,25,23,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,3,9,21,12,0.5445871332174689,0.6595765010851219,0.9223300970873787,0.0818181818181818,0.4285714285714286,6,22,0.7084233261323792,0.6680244399171731,0.6876310267526579,0.5239616613410161,0.98181152343744,328,135,163,15758,0.7084233261323792,0.6680244399171731,0.6876310267526579,0.98181152343744,0.5239616613410161,1095,491,25,23,381.0,12.0,8.0,72.0,18.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,3,9,14,5,0.4029733887264467,0.21369846656611363,0.9626168224299065,0.2,0.6428571428571428,6,9,0.07739307535625786,0.07739307535625786,0.07739307485625786,0.04025423728809295,0.9447021484374423,38,453,453,15440,0.07739307535625786,0.07739307535625786,0.07739307485625786,0.9447021484374423,0.04025423728809295,1095,491,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,3,9,13,4,0.37667575328145453,0.198013904386876,0.9805825242718447,0.08888888888888889,0.6923076923076923,6,9,0.0630252100839012,0.06109979633388778,0.062047569303508014,0.03201707577371183,0.9446411132811923,30,446,461,15447,0.0630252100839012,0.06109979633388778,0.062047569303508014,0.9446411132811923,0.03201707577371183,1095,491,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,4,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.7872340425364419,0.7872340425364419,0.7872340420364418,0.6491228070061558,0.998779296874939,37,10,10,16327,0.7872340425364419,0.7872340425364419,0.7872340420364418,0.998779296874939,0.6491228070061558,124,47,2,1,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,4,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.7872340425364419,0.7872340425364419,0.7872340420364418,0.6491228070061558,0.998779296874939,37,10,10,16327,0.7872340425364419,0.7872340425364419,0.7872340420364418,0.998779296874939,0.6491228070061558,124,47,2,1,45.0,2.0,0.0,0.0,0.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,4,1,3,2,0.4606918238993711,0.0,0.8867924528301887,1.0,0.33333333333333337,0,0,0.0199999999996,0.02127659574422816,0.020618556201084083,0.01041666666655816,0.9942016601561893,1,49,46,16288,0.0199999999996,0.02127659574422816,0.020618556201084083,0.9942016601561893,0.01041666666655816,124,47,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,4,1,2,1,0.4827586206896552,0.0,0.9137931034482758,1.0,0.5,0,0,0.01666666666638889,0.02127659574422816,0.018691588292077926,0.009433962264061943,0.9935913085936894,1,59,46,16278,0.01666666666638889,0.02127659574422816,0.018691588292077926,0.9935913085936894,0.009433962264061943,124,47,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,5,19,22,3,0.5324558372856174,0.5256163185021183,0.7831184056271981,0.2117647058823529,0.8636363636363636,10,17,0.7386018237070842,0.6806722689066097,0.7084548099954271,0.548532731376356,0.9755859374999404,486,172,228,15498,0.7386018237070842,0.6806722689066097,0.7084548099954271,0.9755859374999404,0.548532731376356,2036,714,37,34,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,5,19,20,1,0.6181336837284834,0.5825460595223892,0.8276670574443141,0.38181818181818183,0.95,10,11,0.685962373370932,0.6638655462175577,0.6747330955845827,0.5091299677760375,0.9721069335936906,474,217,240,15453,0.685962373370932,0.6638655462175577,0.6747330955845827,0.9721069335936906,0.5091299677760375,2036,714,38,35,576.0,19.0,17.0,71.0,31.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,5,19,18,1,0.35611871012078117,0.19118249337997525,0.8100820633059789,0.05333333333333334,0.9473684210526316,10,15,0.06356589147276967,0.057422969187594645,0.06033848368074391,0.031107738998458947,0.9220581054686937,41,604,673,15066,0.06356589147276967,0.057422969187594645,0.06033848368074391,0.9220581054686937,0.031107738998458947,2036,714,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,5,19,17,2,0.42234733198953706,0.21767284500585168,0.9871043376318874,0.15,0.8947368421052632,10,12,0.07487309644660549,0.08263305322117279,0.07856191694451783,0.04088704088701255,0.915527343749944,59,729,655,14941,0.07487309644660549,0.08263305322117279,0.07856191694451783,0.915527343749944,0.04088704088701255,2036,714,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,6,20,33,13,0.505582652382609,0.5847250271558969,0.7247278382581648,0.14761904761904762,0.6060606060606061,42,29,0.6043577981644446,0.5901455767070659,0.5971671383095924,0.4256865912759082,0.9566040039061916,527,345,366,15146,0.6043577981644446,0.5901455767070659,0.5971671383095924,0.9566040039061916,0.4256865912759082,2319,893,45,54,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,6,20,41,21,0.5118635384803762,0.6137680903168569,0.7309486780715397,0.1627906976744186,0.4878048780487805,42,43,0.6701030927827376,0.6550951847697032,0.6625141557847045,0.49534292972015637,0.9636230468749412,585,288,308,15203,0.6701030927827376,0.6550951847697032,0.6625141557847045,0.9636230468749412,0.49534292972015637,2319,893,51,61,720.0,18.0,11.0,72.0,72.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,6,20,19,1,0.3579020213734837,0.206047379529841,0.6485225505443235,0.1619047619047619,0.95,42,30,0.08119079837607417,0.06718924971996955,0.07352941126906794,0.03816793893127343,0.9077148437499446,60,679,833,14812,0.08119079837607417,0.06718924971996955,0.07352941126906794,0.9077148437499446,0.03816793893127343,2319,893,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,6,20,16,4,0.2904907072237215,0.17785858609887698,0.5629860031104199,0.07142857142857142,0.8,42,16,0.09789156626491281,0.07278835386330035,0.08349389803350894,0.0435656836460834,0.9129028320311943,65,599,828,14892,0.09789156626491281,0.07278835386330035,0.08349389803350894,0.9129028320311943,0.0435656836460834,2319,893,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,7,8,10,2,0.5176318943991055,0.574966693122446,0.894484412470024,0.0,0.8,1,6,0.6490250696360752,0.5682926829254432,0.6059817940389847,0.4347014925365024,0.98150634765619,233,126,177,15848,0.6490250696360752,0.5682926829254432,0.6059817940389847,0.98150634765619,0.4347014925365024,893,410,23,18,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,7,8,10,2,0.5171522780921511,0.574966693122446,0.8920863309352518,0.0,0.8,1,6,0.6490250696360752,0.5682926829254432,0.6059817940389847,0.4347014925365024,0.98150634765619,233,126,177,15848,0.6490250696360752,0.5682926829254432,0.6059817940389847,0.98150634765619,0.4347014925365024,893,410,23,18,265.0,9.0,4.0,101.0,31.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,7,8,14,6,0.34402361905058465,0.21085610269480043,0.9349775784753364,0.019999999999999997,0.5714285714285714,1,10,0.058679706601323524,0.05853658536571089,0.05860805810791624,0.030188679245245046,0.9529418945311918,24,385,386,15589,0.058679706601323524,0.05853658536571089,0.05860805810791624,0.9529418945311918,0.030188679245245046,893,410,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,7,8,9,1,0.34184033290741267,0.11411716221187178,0.8968824940047961,0.08888888888888889,0.8888888888888888,1,9,0.06876790830925855,0.05853658536571089,0.06324110622243054,0.03265306122444537,0.9566040039061916,24,325,386,15649,0.06876790830925855,0.05853658536571089,0.06324110622243054,0.9566040039061916,0.03265306122444537,893,410,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,8,2,2,0,0.9698989937971877,0.9439489835059456,0.975609756097561,1.0,1.0,0,0,0.9999999999918032,0.9999999999918032,0.9999999994918032,0.9999999999918032,0.9999999999999389,122,0,0,16262,0.9999999999918032,0.9999999999918032,0.9999999994918032,0.9999999999999389,0.9999999999918032,383,122,4,2,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,8,2,2,0,0.9698989937971877,0.9439489835059456,0.975609756097561,1.0,1.0,0,0,0.9999999999918032,0.9999999999918032,0.9999999994918032,0.9999999999918032,0.9999999999999389,122,0,0,16262,0.9999999999918032,0.9999999999918032,0.9999999994918032,0.9999999999999389,0.9999999999918032,383,122,4,2,118.0,4.0,0.0,0.0,0.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,8,2,4,2,0.27595224719101125,0.195,0.6910112359550562,0.0,0.5,0,2,0.0,0.0,0.0,0.0,0.98223876953119,0,169,122,16093,0.0,0.0,0.0,0.98223876953119,0.0,383,122,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,8,2,2,0,0.717539726533629,0.47348484848484845,0.7723577235772358,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9867553710936897,0,95,122,16167,0.0,0.0,0.0,0.9867553710936897,0.0,383,122,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,9,20,29,9,0.47721761808721175,0.4275062989997319,0.7210379981464319,0.28666666666666657,0.6896551724137931,30,27,0.5865771812072663,0.5690104166659258,0.5776602770935357,0.4061338289959051,0.9609985351561913,437,308,331,15308,0.5865771812072663,0.5690104166659258,0.5776602770935357,0.9609985351561913,0.4061338289959051,1996,768,41,47,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,9,20,33,13,0.5022897711661314,0.5116775965969514,0.7154772937905468,0.27333333333333326,0.6060606060606061,30,29,0.6337837837829273,0.6106770833325382,0.6220159146187109,0.45139557266559055,0.965209960937441,469,271,299,15345,0.6337837837829273,0.6106770833325382,0.6220159146187109,0.965209960937441,0.45139557266559055,1996,768,44,50,605.0,16.0,7.0,84.0,56.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,9,20,19,1,0.4100510085873791,0.1870113718445379,0.8378127896200185,0.2533333333333333,0.95,30,24,0.061804697156907534,0.06510416666658189,0.06341154040070143,0.03274394237063998,0.9098510742186945,50,759,718,14857,0.061804697156907534,0.06510416666658189,0.06341154040070143,0.9098510742186945,0.03274394237063998,1996,768,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,9,20,17,3,0.32657603269648633,0.15756126580752144,0.6367006487488416,0.1733333333333333,0.85,30,17,0.0535714285713416,0.04296874999994405,0.04768786077763833,0.024426350851203236,0.9195556640624438,33,583,735,15033,0.0535714285713416,0.04296874999994405,0.04768786077763833,0.9195556640624438,0.024426350851203236,1996,768,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,10,12,11,1,0.7531953275389901,0.7687310778254044,0.9529983792544571,0.5,0.9166666666666666,4,2,0.9254237288119909,0.9254237288119909,0.9254237283119908,0.8611987381689886,0.9946289062499393,546,44,44,15750,0.9254237288119909,0.9254237288119909,0.9254237283119908,0.9946289062499393,0.8611987381689886,1202,590,24,17,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,10,12,11,1,0.7531953275389901,0.7687310778254044,0.9529983792544571,0.5,0.9166666666666666,4,2,0.9254237288119909,0.9254237288119909,0.9254237283119908,0.8611987381689886,0.9946289062499393,546,44,44,15750,0.9254237288119909,0.9254237288119909,0.9254237283119908,0.9946289062499393,0.8611987381689886,1202,590,24,17,552.0,20.0,0.0,6.0,12.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,10,12,15,3,0.34933225539958673,0.1763119091717809,0.8249594813614263,0.1,0.8,4,16,0.06458797327379824,0.04915254237279805,0.05582290615010176,0.028712871287100285,0.9401245117186926,29,420,561,15374,0.06458797327379824,0.04915254237279805,0.05582290615010176,0.9401245117186926,0.028712871287100285,1202,590,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,10,12,15,3,0.42391584687777983,0.32826187954951735,0.8768233387358185,0.08333333333333333,0.8,4,12,0.03529411764698962,0.03050847457621948,0.032727272229857864,0.01663585951939313,0.9350585937499429,18,492,572,15302,0.03529411764698962,0.03050847457621948,0.032727272229857864,0.9350585937499429,0.01663585951939313,1202,590,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,11,11,15,4,0.6576875109280209,0.6695398957886479,0.8081632653061225,0.4857142857142857,0.7333333333333334,7,7,0.7690288713890577,0.7234567901216705,0.7455470732899178,0.5943204868142103,0.9877929687499397,293,88,112,15891,0.7690288713890577,0.7234567901216705,0.7455470732899178,0.9877929687499397,0.5943204868142103,860,405,26,25,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,11,11,18,7,0.5837988606846694,0.6664995516426184,0.8061224489795918,0.24615384615384617,0.6111111111111112,7,13,0.7513089005215935,0.7086419753068922,0.7293519690030207,0.573999999998852,0.9869995117186897,287,95,118,15884,0.7513089005215935,0.7086419753068922,0.7293519690030207,0.9869995117186897,0.573999999998852,860,405,27,26,289.0,11.0,6.0,79.0,20.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,11,11,10,1,0.3859332852075782,0.23091338168165168,0.7510204081632653,0.16363636363636364,0.9090909090909091,7,11,0.06441717791391283,0.05185185185172382,0.05745553986135964,0.029577464788690735,0.9579467773436915,21,305,384,15674,0.06441717791391283,0.05185185185172382,0.05745553986135964,0.9579467773436915,0.029577464788690735,860,405,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,11,11,13,2,0.43679598406119247,0.24990865018054176,0.8122448979591836,0.30909090909090914,0.8461538461538461,7,11,0.04336043360421854,0.039506172839408625,0.041343668751620835,0.02110817941949722,0.9547119140624417,16,353,389,15626,0.04336043360421854,0.039506172839408625,0.041343668751620835,0.9547119140624417,0.02110817941949722,860,405,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,12,18,37,19,0.5006402101076406,0.5358611183033614,0.7593984962406015,0.23589743589743584,0.4864864864864865,21,39,0.5884101040110128,0.5561797752801177,0.5718411547342278,0.40040444893791666,0.9638061523436912,396,277,316,15395,0.5884101040110128,0.5561797752801177,0.5718411547342278,0.9638061523436912,0.40040444893791666,1915,712,48,50,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,12,18,38,20,0.5133034143566334,0.5369243421052632,0.7626208378088077,0.28717948717948705,0.4736842105263158,21,39,0.6056129985220006,0.5758426966284047,0.5903527712777251,0.41879468845718204,0.965270996093691,410,267,302,15405,0.6056129985220006,0.5758426966284047,0.5903527712777251,0.965270996093691,0.41879468845718204,1915,712,49,51,531.0,18.0,12.0,115.0,36.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,12,18,17,1,0.376384623215008,0.17910563655661693,0.6852846401718582,0.25714285714285723,0.9444444444444444,21,20,0.09290540540524847,0.07724719101112747,0.08435582772496379,0.04403522818251078,0.9271240234374434,55,537,657,15135,0.09290540540524847,0.07724719101112747,0.08435582772496379,0.9271240234374434,0.04403522818251078,1915,712,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,12,18,20,2,0.40844730741824686,0.24038137376708715,0.7894736842105263,0.20952380952380953,0.9,21,18,0.07270029673579718,0.06882022471900447,0.07070707020734453,0.03664921465965845,0.9213867187499437,49,625,663,15047,0.07270029673579718,0.06882022471900447,0.07070707020734453,0.9213867187499437,0.03664921465965845,1915,712,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,13,12,14,2,0.731756114633462,0.736399557969276,0.94831013916501,0.5,0.8571428571428572,8,8,0.8652631578929153,0.8598326359814648,0.8625393489210699,0.7583025830244312,0.9920043945311894,411,64,67,15842,0.8652631578929153,0.8598326359814648,0.8625393489210699,0.9920043945311894,0.7583025830244312,985,478,29,28,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,13,12,14,2,0.7480923215300137,0.7588133510727243,0.94831013916501,0.525,0.8571428571428572,8,8,0.8867924528283296,0.8849372384918726,0.8858638738436951,0.7951127819533926,0.9933471679686894,423,54,55,15852,0.8867924528283296,0.8849372384918726,0.8858638738436951,0.9933471679686894,0.7951127819533926,985,478,29,28,408.0,18.0,0.0,20.0,32.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,13,12,12,0,0.3809094466637999,0.21019969813073264,0.7753479125248509,0.125,1.0,8,6,0.06216216216199416,0.04811715481161482,0.05424528252685009,0.027878787878754085,0.9510498046874419,23,347,455,15559,0.06216216216199416,0.04811715481161482,0.05424528252685009,0.9510498046874419,0.027878787878754085,985,478,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,13,12,14,2,0.3884968481326879,0.20780706382353123,0.8588469184890656,0.15,0.8571428571428572,8,7,0.13043478260836205,0.10669456066923286,0.11737629409622584,0.06234718826398246,0.9531860351561918,51,340,427,15566,0.13043478260836205,0.10669456066923286,0.11737629409622584,0.9531860351561918,0.06234718826398246,985,478,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,14,1,1,0,0.9671052631578948,0.9385964912280702,0.9736842105263158,1.0,1.0,0,0,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999866667,0.9999999999999389,75,0,0,16309,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999999389,0.9999999999866667,233,75,2,1,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,14,1,1,0,0.9671052631578948,0.9385964912280702,0.9736842105263158,1.0,1.0,0,0,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999866667,0.9999999999999389,75,0,0,16309,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999999389,0.9999999999866667,233,75,2,1,73.0,2.0,0.0,0.0,0.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,14,1,1,0,0.5131578947368421,0.0,0.8157894736842105,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9916381835936895,0,62,75,16247,0.0,0.0,0.0,0.9916381835936895,0.0,233,75,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,14,1,1,0,0.43947368421052635,0.0,0.4473684210526315,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9934082031249394,0,33,75,16276,0.0,0.0,0.0,0.9934082031249394,0.0,233,75,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,15,11,11,0,0.5702412237025469,0.5973154407560624,0.8822463768115942,0.1,1.0,4,4,0.8195020746870965,0.8110882956862195,0.8152734773105081,0.6881533101033308,0.9890747070311896,395,87,92,15810,0.8195020746870965,0.8110882956862195,0.8152734773105081,0.9890747070311896,0.6881533101033308,736,487,18,13,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,15,11,12,1,0.6171424198780519,0.6612826721927721,0.8894927536231884,0.2,0.9166666666666666,4,8,0.9008264462791306,0.8952772073903588,0.8980432538750861,0.8149532710265142,0.9939575195311893,436,48,51,15849,0.9008264462791306,0.8952772073903588,0.8980432538750861,0.9939575195311893,0.8149532710265142,736,487,18,13,450.0,13.0,3.0,17.0,4.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,15,11,14,3,0.3392820590434353,0.15343103067853342,0.9583333333333334,0.0,0.7857142857142857,4,8,0.06896551724123942,0.06981519507172523,0.06938775460191796,0.035940803382625855,0.9443359374999424,34,459,453,15438,0.06896551724123942,0.06981519507172523,0.06938775460191796,0.9443359374999424,0.035940803382625855,736,487,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,15,11,9,2,0.27105699311224574,0.13148077227988436,0.6503623188405797,0.0,0.8181818181818181,4,6,0.03592814371246728,0.024640657084138314,0.029232642635442067,0.014833127317657808,0.9513549804686919,12,322,475,15575,0.03592814371246728,0.024640657084138314,0.029232642635442067,0.9513549804686919,0.014833127317657808,736,487,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,16,8,8,0,0.984834640061553,0.9696283720052821,0.9925093632958801,1.0,1.0,1,1,0.9999999999962121,0.9999999999962121,0.9999999994962121,0.9999999999962121,0.9999999999999389,264,0,0,16120,0.9999999999962121,0.9999999999962121,0.9999999994962121,0.9999999999999389,0.9999999999962121,374,264,17,10,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,16,8,8,0,0.984834640061553,0.9696283720052821,0.9925093632958801,1.0,1.0,1,1,0.9999999999962121,0.9999999999962121,0.9999999994962121,0.9999999999962121,0.9999999999999389,264,0,0,16120,0.9999999999962121,0.9999999999962121,0.9999999994962121,0.9999999999999389,0.9999999999962121,374,264,17,10,243.0,16.0,0.0,0.0,5.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,16,8,9,1,0.36242889166831316,0.20122630466433522,0.7899408284023669,0.1,0.8888888888888888,1,8,0.031152647974980834,0.0378787878786444,0.034188033692664196,0.01739130434779584,0.965515136718691,10,311,254,15809,0.031152647974980834,0.0378787878786444,0.034188033692664196,0.965515136718691,0.01739130434779584,374,264,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,16,8,8,0,0.34944463863643926,0.11804690938816573,0.9816176470588235,0.0,1.0,1,3,0.04382470119504452,0.04166666666650884,0.04271844610209445,0.021825396825353522,0.9699096679686908,11,240,253,15880,0.04382470119504452,0.04166666666650884,0.04271844610209445,0.9699096679686908,0.021825396825353522,374,264,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,17,6,6,0,0.8378228557504873,0.9352167713522489,0.9598765432098766,0.5,1.0,2,1,0.9673202614347474,0.9249999999971094,0.945686900455695,0.8969696969669789,0.997924804687439,296,10,24,16054,0.9673202614347474,0.9249999999971094,0.945686900455695,0.997924804687439,0.8969696969669789,930,320,21,17,,,,,,
