Cycle,Training samples,Epoch,Loss,Keep/delete loss,Refinement coordinate loss,Addition EOS loss,Addition coordinate loss,Elapsed minutes
very_large,100000,1,0.9534467981980584,0.4722210360152642,0.0008703367849377215,0.11364485894608528,0.03588775349685641,3.9939729416665313
very_large,100000,2,0.8602963871205859,0.4197425513392519,0.0008276435213111093,0.10210562332311783,0.03301717762244613,8.035368568332826
very_large,100000,3,0.7925778207800273,0.3945188815026637,0.0008136791735649338,0.09692244225627054,0.02929997057674805,12.256851111666766
very_large,100000,4,0.739076743307321,0.38101671548450694,0.0008046924569935816,0.09394833400412023,0.02560647697571446,16.16932825166635
very_large,100000,5,0.6886356106728239,0.3709534295760762,0.000797247707360255,0.0901912415693121,0.021951846294271785,20.022810856666183
very_large,100000,6,0.6770269758332416,0.36440593027092916,0.0007935073269117872,0.08897450897256698,0.021571146288995043,23.997901994999847
very_large,100000,7,0.6499666637929199,0.35902145828889764,0.000788337310113351,0.08659548061849821,0.019646635231458643,27.89077358666594
very_large,100000,8,0.6273707842354275,0.35540119225106886,0.0007859997003508346,0.08551318584310125,0.017859640793360127,31.763378124999388
very_large,100000,9,0.6241220647416761,0.35215028080031696,0.0007831380782051064,0.08406530629100321,0.018007509722856713,35.74393532333294
very_large,100000,10,0.6111807877679005,0.3495941838187635,0.0007819988797722465,0.08321430002365385,0.017055231414850245,39.593959626666035
very_large,100000,11,0.598649305074721,0.34733238164573677,0.0007792830329073969,0.0816615278132336,0.016186256442651335,43.55511434999935
very_large,100000,12,0.5937228974555154,0.34523374406273105,0.0007776356486947802,0.08134454333097162,0.015936825459565766,47.59137457999944
very_large,100000,13,0.5842625177882211,0.3432429473265967,0.0007751998143232502,0.08048587948050531,0.015278169189242151,51.63338634999915
very_large,100000,14,0.5734832641261313,0.34154865923135175,0.000772487330178985,0.07965298311051239,0.014455674867749528,55.52407122166672
very_large,100000,15,0.5650877489915589,0.34015032016407803,0.000771211582081764,0.07920611292824073,0.013801920010637262,59.3785122116659
