sample,method,ml_threshold,true_vectors,pred_segments,pred_polylines,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision,pixel_recall,pixel_f1,pixel_iou,pixel_accuracy,time_ms
1,Hough Transform,,16,16,16,0,0.6098208209601584,0.7372685185185186,0.6124721603563474,0.2222222222222222,1.0,18,4,0.9999999999982206,0.6955445544545847,0.8204379557193031,0.6955445544545847,0.9849853515624398,0.8068000024650246
1,Contour,,16,53,7,37,0.5227187550130385,0.6535271595800515,0.7829119442022667,0.16744186046511625,0.30188679245283023,18,43,0.49288061336200123,0.5569306930686176,0.5229517717267037,0.3540519276157718,0.949890136718692,6.627700000535697
1,Skeletonisation,,16,66,65,50,0.5390613810642494,0.7667221559663422,0.6614699331848553,0.15,0.24242424242424243,18,120,0.9879518072272152,0.7103960396030812,0.8264938800017249,0.7042944785267432,0.9852905273436898,3.560299999662675
1,Run-graph,,16,13,13,3,0.633795007423905,0.7615740740740741,0.6325167037861915,0.3333333333333333,0.8125,18,6,0.9999999999982608,0.7116336633654559,0.8315256683488532,0.7116336633654559,0.9857788085936898,4.3584999948507175
1,Sparse pixel,,16,65,65,49,0.5319133216364506,0.7542577685019547,0.6503340757238307,0.15126050420168066,0.24615384615384617,18,119,0.9394463667803816,0.6720297029694653,0.7835497830624217,0.6441281138782394,0.98168945312494,4.050499992445111
1,Mesh pattern,,16,34,34,18,0.42357218655836504,0.6011111111111112,0.5300668151447662,0.0,0.47058823529411764,18,0,0.6296296296284023,0.39975247524703,0.4890234665945957,0.32364729458885405,0.9588012695311915,1.560300006531179
2,Baseline junction graph,,12,11,11,1,0.8673879613851144,0.8885329683375163,0.9544072948328267,0.74,0.9166666666666666,10,8,0.817764165389253,0.8682926829254174,0.842271292874515,0.7275204359663113,0.9877929687499397,12.977799997315742
2,MLP junction cleanup 0.95,0.95,12,15,15,3,0.5129810545841738,0.5610994053238308,0.8024316109422492,0.08,0.8,10,4,0.48648648648560994,0.43902439024318857,0.46153846103898755,0.29999999999966664,0.9615478515624413,14.88569998764433
2,CNN junction cleanup 0.95,0.95,12,14,14,2,0.49822207805725444,0.5399193764325343,0.7477203647416413,0.08,0.8571428571428572,10,1,0.49427480915936206,0.42113821138142904,0.45478489853663356,0.29431818181784736,0.9620971679686913,24.491299991495907
2,Hough Transform,,12,18,18,6,0.5769745104186594,0.7576243201243202,0.7218844984802432,0.1,0.6666666666666667,10,1,0.9878787878767922,0.7951219512182194,0.8810810805853372,0.787439613525302,0.9919433593749394,0.7904999947641045
2,Contour,,12,37,8,25,0.5272784400892943,0.7325282545902778,0.656686626746507,0.13548387096774195,0.32432432432432434,10,31,0.5708154506429602,0.6487804878038231,0.6073059355741782,0.43606557377001526,0.9685058593749408,2.375299998675473
2,Skeletonisation,,12,45,45,33,0.5770903865878354,0.8398622744776592,0.770516717325228,0.07352941176470588,0.2666666666666667,10,68,0.999999999998004,0.8146341463401389,0.8978494618691999,0.8146341463401389,0.9930419921874394,3.7862000026507303
2,Run-graph,,12,12,12,0,0.7639571864305907,0.861985236985237,0.7553191489361702,0.5,1.0,10,7,0.999999999998004,0.8146341463401389,0.8978494618691999,0.8146341463401389,0.9930419921874394,6.588499993085861
2,Sparse pixel,,12,45,45,33,0.5770903865878354,0.8398622744776592,0.770516717325228,0.07352941176470588,0.2666666666666667,10,68,0.999999999998004,0.8146341463401389,0.8978494618691999,0.8146341463401389,0.9930419921874394,3.5399000043980777
2,Mesh pattern,,12,29,29,17,0.41790856566397655,0.5625,0.6170212765957447,0.0,0.4137931034482759,10,0,0.5966981132061399,0.4113821138204693,0.4870067367633126,0.3218829516535345,0.9674682617186909,1.1770999990403652
3,Baseline junction graph,,14,18,18,4,0.5853611087800521,0.5135081668574524,0.9266409266409267,0.36470588235294116,0.7777777777777778,17,13,0.5687263556108844,0.6415362731143079,0.6029411759715918,0.43157894736800806,0.9637451171874412,14.467599990894087
3,MLP junction cleanup 0.95,0.95,14,18,18,4,0.7291560268570072,0.7859969704305214,0.8854568854568855,0.48235294117647054,0.7777777777777778,17,12,0.8101092896163796,0.8435277382633805,0.8264808357359861,0.7042755344409688,0.9848022460936898,8.443099999567494
3,CNN junction cleanup 0.95,0.95,14,20,20,6,0.7060943287054287,0.7161649023595036,0.9073359073359073,0.5294117647058824,0.7,17,13,0.7966321243512997,0.8748221906104199,0.8338983045847091,0.7151162790689359,0.9850463867186898,22.635799992713146
3,Hough Transform,,14,9,9,5,0.5132271178741767,0.5844444444444444,0.6061776061776062,0.25882352941176473,0.6428571428571428,17,5,0.965092402462084,0.6685633001412965,0.7899159659017005,0.6527777777768712,0.9847412109374398,1.537899996037595
3,Contour,,14,72,18,58,0.530634284016637,0.6574915824915825,0.8161764705882353,0.2083333333333333,0.19444444444444442,17,48,0.541193181817413,0.5419630156464552,0.5415778246591451,0.37134502923940416,0.9606323242186914,2.0155000092927366
3,Skeletonisation,,14,82,82,68,0.45847714558904706,0.6528214313289088,0.6537966537966537,0.0675,0.1707317073170732,17,160,0.9397590361426913,0.6657183499279293,0.7793505407289235,0.6384720327412845,0.9838256835936899,2.5848999939626083
3,Run-graph,,14,29,29,15,0.5792466774221338,0.7144444444444444,0.6061776061776062,0.35294117647058826,0.48275862068965514,17,17,0.9999999999979167,0.6827880512081326,0.8114961956279756,0.6827880512081326,0.9863891601561897,3.966399992350489
3,Sparse pixel,,14,82,82,68,0.45847714558904706,0.6528214313289088,0.6537966537966537,0.0675,0.1707317073170732,17,160,0.9397590361426913,0.6657183499279293,0.7793505407289235,0.6384720327412845,0.9838256835936899,4.9371999921277165
3,Mesh pattern,,14,25,25,11,0.3644900900900901,0.48533333333333334,0.4504504504504504,0.0,0.56,17,0,0.5609756097545773,0.2944523470835072,0.38619402939856284,0.23930635838122624,0.9598388671874414,1.9915000011678785
4,Baseline junction graph,,1,1,1,0,0.9415,0.87,1.0,1.0,1.0,0,0,0.931034482726516,0.999999999962963,0.9642857137519132,0.931034482726516,0.9998779296874389,2.271800010930747
4,MLP junction cleanup 0.95,0.95,1,1,1,0,0.9415,0.87,1.0,1.0,1.0,0,0,0.931034482726516,0.999999999962963,0.9642857137519132,0.931034482726516,0.9998779296874389,3.6740000068675727
4,CNN junction cleanup 0.95,0.95,1,1,1,0,0.9415,0.87,1.0,1.0,1.0,0,0,0.931034482726516,0.999999999962963,0.9642857137519132,0.931034482726516,0.9998779296874389,3.83440000587143
4,Hough Transform,,1,1,1,0,0.9415,0.87,1.0,1.0,1.0,0,0,0.931034482726516,0.999999999962963,0.9642857137519132,0.931034482726516,0.9998779296874389,0.890900002559647
4,Contour,,1,10,5,9,0.35629629629629633,0.0,0.4814814814814815,1.0,0.09999999999999998,0,0,0.8181818181570248,0.999999999962963,0.8999999994750001,0.8181818181570248,0.9996337890624389,0.9533999982522801
4,Skeletonisation,,1,1,1,0,0.9415,0.87,1.0,1.0,1.0,0,0,0.931034482726516,0.999999999962963,0.9642857137519132,0.931034482726516,0.9998779296874389,0.5931999912718311
4,Run-graph,,1,5,5,4,0.43923076923076926,0.0,0.8461538461538461,1.0,0.19999999999999996,0,0,0.999999999962963,0.999999999962963,0.9999999994629629,0.999999999962963,0.9999999999999389,8.096799996565096
4,Sparse pixel,,1,1,1,0,0.9415,0.87,1.0,1.0,1.0,0,0,0.931034482726516,0.999999999962963,0.9642857137519132,0.931034482726516,0.9998779296874389,1.0749000066425651
4,Mesh pattern,,1,2,2,1,0.7782142857142857,0.65,0.9285714285714286,1.0,0.5,0,0,0.8666666666377778,0.9629629629272977,0.9122807012237613,0.8387096773922997,0.9996948242186889,0.5690999969374388
5,Baseline junction graph,,11,17,17,6,0.7446282271786575,0.8669832680263996,0.9905660377358491,0.36666666666666664,0.6470588235294117,11,12,0.7867001254695274,0.8969957081532232,0.838235293618672,0.7215189873409419,0.9852294921874398,13.42619999195449
5,MLP junction cleanup 0.95,0.95,11,16,16,5,0.7204775751854416,0.7871710279788653,0.9420485175202157,0.43636363636363634,0.6875,11,10,0.8005284015841473,0.8669527896983306,0.8324175819172324,0.7129411764697495,0.9851074218749398,16.11189999675844
