Cycle,Training samples,Epoch,Loss,Continue/EOS loss,Coordinate loss,Elapsed minutes
very_large,200000,1,0.299276950940137,0.12188928590769274,0.01773876653208385,3.539183191666962
very_large,200000,2,0.20713367948567188,0.07090510320697774,0.013622857592713925,7.061785446667151
very_large,200000,3,0.16955265342731624,0.052656510104773825,0.01168961431986044,10.59880835833416
very_large,200000,4,0.1494870243959906,0.04372621531778814,0.010576080913421288,14.110390870000508
very_large,200000,5,0.13844275834445227,0.03809721121041346,0.010034554705598171,17.558780026666742
very_large,200000,6,0.12971890897931612,0.03368052548025178,0.009603838335605897,21.07650035833358
very_large,200000,7,0.1237545374897681,0.031082426510353214,0.009267211097435012,24.666058555000927
very_large,200000,8,0.11773196027226274,0.02804911030475491,0.008968285004884214,28.142692121667398
very_large,200000,9,0.11337261714198539,0.026325677807239656,0.008704693929869646,31.64734572666736
very_large,200000,10,0.10783929242892519,0.0237426022526475,0.008409669019474922,35.16334156166704
very_large,200000,11,0.10483425885191043,0.02296333629173189,0.008187092254945313,38.65569927833373
very_large,200000,12,0.10087076635579612,0.02116955104727901,0.007970121545837483,42.17839480333399
very_large,200000,13,0.09724295840992503,0.01977507899183439,0.007746787936029263,45.70027877500009
very_large,200000,14,0.09459571456935874,0.01896336850542182,0.007563234613737615,49.25183236333348
very_large,200000,15,0.09123275757684436,0.017844911314212192,0.007338784618085096,52.79465260166714
