method,method_display,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_skeleton,pixel_recall_on_skeleton,pixel_f1_on_skeleton,pixel_iou_on_skeleton,pixel_accuracy_on_skeleton,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,raw_stroke_pixels,skeleton_stroke_pixels,graph_node_clusters,traced_paths,classified_line_pixels,classified_endpoint_pixels,classified_corner_pixels,classified_t_junction_pixels,classified_x_junction_pixels,internal_skeletonization_applied
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,2,3,4,1,0.6278046914839368,0.3123123123123123,0.8113207547169812,1.0,0.75,0,0,0.10924369747807358,0.10156249999920655,0.10526315739454836,0.05555555555531814,0.9865112304686897,13,106,115,16150,0.10924369747807358,0.10156249999920655,0.10526315739454836,0.9865112304686897,0.05555555555531814,387,128,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,2,3,4,1,0.4683962264150944,0.0,0.7169811320754718,1.0,0.75,0,0,0.0,0.0,0.0,0.0,0.9855346679686898,0,109,128,16147,0.0,0.0,0.0,0.9855346679686898,0.0,387,128,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,3,19,25,6,0.6989939731216064,0.7532599477692989,0.9201349831271091,0.39999999999999997,0.76,16,16,0.8197747183969715,0.7502863688422104,0.7834928224665493,0.6440511307761612,0.9779052734374403,655,144,218,15367,0.8197747183969715,0.7502863688422104,0.7834928224665493,0.9779052734374403,0.6440511307761612,1294,873,49,47,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,3,19,28,9,0.7250734360956239,0.7969455379747216,0.9235095613048369,0.4555555555555555,0.6785714285714286,16,18,0.8526841448179118,0.7823596792659996,0.8160095574449918,0.6892028254281642,0.98120117187494,683,118,190,15393,0.8526841448179118,0.7823596792659996,0.8160095574449918,0.98120117187494,0.6892028254281642,1294,873,50,48,681.0,32.0,4.0,86.0,70.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,3,19,17,2,0.4233715483474261,0.3056513591243691,0.8098987626546682,0.1375,0.8947368421052632,16,10,0.11032531824595428,0.08934707903769834,0.09873417672058404,0.051930758987981405,0.9130859374999443,78,629,795,14882,0.11032531824595428,0.08934707903769834,0.09873417672058404,0.9130859374999443,0.051930758987981405,1294,873,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,3,19,18,1,0.45830446169884637,0.33653384281638665,0.9043869516310461,0.12499999999999999,0.9473684210526316,16,16,0.0752269779506158,0.06643757159213466,0.070559610207435,0.03656998738963646,0.9067382812499446,58,713,815,14798,0.0752269779506158,0.06643757159213466,0.070559610207435,0.9067382812499446,0.03656998738963646,1294,873,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,4,14,14,0,0.7808020865004098,0.7813145781880452,0.9210526315789473,0.5799999999999998,1.0,10,8,0.8026607538784863,0.7621052631562903,0.7818574509025348,0.6418439716300677,0.9876708984374397,362,89,113,15820,0.8026607538784863,0.7621052631562903,0.7818574509025348,0.9876708984374397,0.6418439716300677,1048,475,32,29,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,4,14,14,0,0.785103557088645,0.7908734017174569,0.9210526315789473,0.5799999999999998,1.0,10,8,0.7986725663699145,0.7599999999984001,0.7788565259279694,0.637809187278025,0.9874877929686897,361,91,114,15818,0.7986725663699145,0.7599999999984001,0.7788565259279694,0.9874877929686897,0.637809187278025,1048,475,32,29,398.0,24.0,1.0,10.0,42.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,4,14,12,2,0.35696505898073594,0.23030986052013666,0.8380566801619433,0.0,0.8571428571428572,10,7,0.05236907730660257,0.0442105263156964,0.0479452049829106,0.024561403508743203,0.949096679687442,21,380,454,15529,0.05236907730660257,0.0442105263156964,0.0479452049829106,0.949096679687442,0.024561403508743203,1048,475,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,4,14,12,2,0.3333815580486487,0.12500483998831183,0.9320754716981132,0.019999999999999997,0.8571428571428572,10,6,0.06211180124210743,0.06315789473670914,0.06263047966691875,0.032327586206861714,0.9451904296874423,30,453,445,15456,0.06211180124210743,0.06315789473670914,0.06263047966691875,0.9451904296874423,0.032327586206861714,1048,475,0,0,,,,,,False
