method,method_display,preprocess_method,preprocess_display,preprocess_kind,input_channels,channel_names,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_preprocessed,pixel_recall_on_preprocessed,pixel_f1_on_preprocessed,pixel_iou_on_preprocessed,pixel_accuracy_on_preprocessed,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,raw_stroke_pixels,processed_feature_pixels,opening_radius,closing_radius,erode_radius,dilate_radius,density_radius,distance_decay_px,neighbour_blend,apply_opening,apply_closing,apply_erosion,apply_dilation,apply_skeletonization,internal_skeletonization_applied
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,261,5,5,0,0.44959064944393257,0.34911641451807657,0.9624413145539906,0.0,1.0,1,0,0.454999999997725,0.06186267844999194,0.1089168160668209,0.057594936708824304,0.9091186523436945,91,109,1380,14804,0.454999999997725,0.06186267844999194,0.1089168160668209,0.9091186523436945,0.057594936708824304,523,1471,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,261,5,5,0,0.3945504644524426,0.1821479374110953,0.6879194630872483,0.3,1.0,1,2,0.047101449275191665,0.024856596558269873,0.032540675392507226,0.016539440203541297,0.9528198242186918,13,263,510,15598,0.047101449275191665,0.024856596558269873,0.032540675392507226,0.9528198242186918,0.016539440203541297,523,523,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,261,5,5,0,0.3802974871388999,0.21613727300707905,0.9151785714285714,0.0,1.0,1,0,0.028985507246236785,0.03571428571407313,0.031999999505237346,0.016260162601581953,0.9778442382811903,6,201,162,16015,0.028985507246236785,0.03571428571407313,0.031999999505237346,0.9778442382811903,0.016260162601581953,523,168,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",261,5,4,1,0.34065525183115614,0.23885448916408672,0.7658536585365854,0.0,0.8,1,0,0.08496732026088258,0.008837525492855991,0.016009852046057146,0.008069522035997473,0.9024658203124449,13,140,1458,14773,0.08496732026088258,0.008837525492855991,0.016009852046057146,0.9024658203124449,0.008069522035997473,523,1471,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,262,1,1,0,0.51,0.0,0.8,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9970092773436892,0,24,25,16335,0.0,0.0,0.0,0.9970092773436892,0.0,25,25,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,262,1,1,0,0.44999999999999996,0.0,0.5,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9942626953124393,0,13,81,16290,0.0,0.0,0.0,0.9942626953124393,0.0,25,81,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,262,1,1,0,0.6046153846153847,0.15555555555555553,0.9230769230769231,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9969482421874392,0,25,25,16334,0.0,0.0,0.0,0.9969482421874392,0.0,25,25,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,262,1,1,0,0.5155172413793103,0.0,0.8275862068965517,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9907226562499395,0,27,125,16232,0.0,0.0,0.0,0.9907226562499395,0.0,25,125,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,262,1,1,0,0.4797297297297297,0.0,0.6486486486486487,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9946289062499393,0,38,50,16296,0.0,0.0,0.0,0.9946289062499393,0.0,25,54,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,262,1,1,0,0.4670731707317073,0.0,0.5853658536585367,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9888916015624396,0,41,141,16202,0.0,0.0,0.0,0.9888916015624396,0.0,25,141,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,262,1,1,0,0.51,0.0,0.8,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9967651367186892,0,28,25,16331,0.0,0.0,0.0,0.9967651367186892,0.0,25,25,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,262,1,1,0,0.47,0.0,0.6,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9959716796874392,0,41,25,16318,0.0,0.0,0.0,0.9959716796874392,0.0,25,25,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",262,1,1,0,0.5,0.0,0.75,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9895629882811896,0,30,141,16213,0.0,0.0,0.0,0.9895629882811896,0.0,25,141,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,263,1,1,0,0.7387169811320755,0.52,0.7735849056603774,1.0,1.0,0,0,0.4999999999880953,0.12499999999925596,0.19999999967809526,0.11111111111052323,0.9897460937499396,21,21,147,16195,0.4999999999880953,0.12499999999925596,0.19999999967809526,0.9897460937499396,0.11111111111052323,168,168,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,263,1,1,0,0.5745377358490567,0.12999999999999998,0.8301886792452831,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9795532226561902,0,45,290,16049,0.0,0.0,0.0,0.9795532226561902,0.0,168,290,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,263,1,1,0,0.5895754716981132,0.12987421383647796,0.9056603773584906,1.0,1.0,0,0,0.10204081632444816,0.02976190476172761,0.04608294895869524,0.02358490566026611,0.9873657226561897,5,44,163,16172,0.10204081632444816,0.02976190476172761,0.04608294895869524,0.9873657226561897,0.02358490566026611,168,168,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,263,1,2,1,0.4232558139534884,0.0,0.6162790697674418,1.0,0.5,0,0,0.09302325581287182,0.028985507246271792,0.044198894665120114,0.022598870056433337,0.9788818359374403,8,78,268,16030,0.09302325581287182,0.028985507246271792,0.044198894665120114,0.9788818359374403,0.022598870056433337,168,276,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,263,1,1,0,0.4933962264150944,0.0,0.7169811320754718,1.0,1.0,0,0,0.21212121211478424,0.030172413792973397,0.05283018846080457,0.027131782945631275,0.9846801757811898,7,26,225,16126,0.21212121211478424,0.030172413792973397,0.05283018846080457,0.9846801757811898,0.027131782945631275,168,232,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,263,1,1,0,0.6603301886792453,0.2619496855345912,0.9622641509433962,1.0,1.0,0,0,0.9230769230591717,0.11538461538433802,0.20512820492979764,0.11428571428544218,0.9772949218749403,48,4,368,15964,0.9230769230591717,0.11538461538433802,0.20512820492979764,0.9772949218749403,0.11428571428544218,168,416,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,263,1,2,1,0.571478494623656,0.35,0.5698924731182795,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9840698242186899,0,93,168,16123,0.0,0.0,0.0,0.9840698242186899,0.0,168,168,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,263,1,1,0,0.470754716981132,0.0,0.6037735849056604,1.0,1.0,0,0,0.06896551723900118,0.03773584905589178,0.048780487346519935,0.024999999999687498,0.9952392578124393,2,27,51,16304,0.06896551723900118,0.03773584905589178,0.048780487346519935,0.9952392578124393,0.024999999999687498,168,53,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",263,1,1,0,0.489622641509434,0.0,0.6981132075471699,1.0,1.0,0,0,0.18421052631094184,0.01682692307688263,0.030837004251761148,0.01565995525723566,0.9731445312499406,7,31,409,15937,0.18421052631094184,0.01682692307688263,0.030837004251761148,0.9731445312499406,0.01565995525723566,168,416,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,264,4,5,1,0.364425401692253,0.189216496339784,0.9963898916967509,0.0,0.8,0,2,0.017391304347750474,0.008676789587833673,0.011577423578998974,0.005822416302757173,0.9583129882811915,4,226,457,15697,0.017391304347750474,0.008676789587833673,0.011577423578998974,0.9583129882811915,0.005822416302757173,461,461,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,264,4,5,1,0.36046956354148135,0.21437680786995852,0.92,0.0,0.8,0,2,0.0177935943059865,0.004508566275920191,0.0071942442817255975,0.0036101083032464907,0.915771484374944,5,276,1104,14999,0.0177935943059865,0.004508566275920191,0.0071942442817255975,0.915771484374944,0.0036101083032464907,461,1109,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,264,4,5,1,0.4131847955225376,0.35587565149208983,0.8652037617554859,0.0,0.8,0,2,0.006849315068469694,0.0043383947939168365,0.0053120845185314946,0.002663115845535735,0.9542846679686917,2,290,459,15633,0.006849315068469694,0.0043383947939168365,0.0053120845185314946,0.9542846679686917,0.002663115845535735,461,461,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,264,4,5,1,0.6152147855866588,0.23123414510400814,0.9057971014492754,1.0,0.8,0,0,0.09545454545411157,0.04303278688515772,0.05932203346978039,0.030567685589475157,0.9593505859374414,21,199,467,15697,0.09545454545411157,0.04303278688515772,0.05932203346978039,0.9593505859374414,0.030567685589475157,461,488,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,264,4,4,0,0.2878819914451243,0.10833679258336791,0.6956521739130435,0.0,1.0,0,1,0.016666666666574074,0.004065040650400996,0.0065359473971407156,0.003278688524586581,0.9443359374999424,3,177,735,15469,0.016666666666574074,0.004065040650400996,0.0065359473971407156,0.9443359374999424,0.003278688524586581,461,738,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,264,4,5,1,0.28988330510069643,0.10408850408850408,0.8152173913043479,0.0,0.8,0,3,0.01485148514844133,0.0017846519928603304,0.0031864044818550193,0.001595744680850215,0.8854370117186959,3,199,1678,14504,0.01485148514844133,0.0017846519928603304,0.0031864044818550193,0.8854370117186959,0.001595744680850215,461,1681,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,264,4,5,1,0.31657938076416337,0.09739057239057237,0.9637681159420289,0.0,0.8,0,1,0.007999999999968,0.0043383947939168365,0.005625878587619543,0.002820874471082058,0.9568481445311916,2,248,459,15675,0.007999999999968,0.0043383947939168365,0.005625878587619543,0.9568481445311916,0.002820874471082058,461,461,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,264,4,5,1,0.2906291172595521,0.10252525252525252,0.822463768115942,0.0,0.8,0,1,0.00909090909086777,0.007751937984466078,0.00836820033994506,0.00420168067226008,0.9710693359374407,2,218,256,15908,0.00909090909086777,0.007751937984466078,0.00836820033994506,0.9710693359374407,0.00420168067226008,461,258,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",264,4,5,1,0.3471428571428572,0.15555555555555556,0.9857142857142858,0.0,0.8,0,1,0.2600732600723074,0.04223676383102782,0.0726714429529878,0.03770578863513664,0.8894042968749457,71,202,1610,14501,0.2600732600723074,0.04223676383102782,0.0726714429529878,0.8894042968749457,0.03770578863513664,461,1681,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,265,3,4,1,0.5740343417047185,0.11686643835616435,0.9822222222222222,1.0,0.75,0,0,0.047393364928685344,0.014925373134306082,0.022701475231582113,0.011481056257162479,0.9474487304686922,10,201,660,15513,0.047393364928685344,0.014925373134306082,0.022701475231582113,0.9474487304686922,0.011481056257162479,670,670,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,265,3,4,1,0.5570690639269407,0.20089421613394212,0.7083333333333333,1.0,0.75,0,0,0.17153284671470245,0.038746908491311835,0.06321452559034972,0.03263888888886622,0.9149780273436942,47,227,1166,14944,0.17153284671470245,0.038746908491311835,0.06321452559034972,0.9149780273436942,0.03263888888886622,670,1213,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,265,3,4,1,0.3421552872993244,0.2417427701674277,0.7918552036199095,0.0,0.75,0,2,0.0,0.0,0.0,0.0,0.949218749999942,0,157,675,15552,0.0,0.0,0.0,0.949218749999942,0.0,670,675,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,265,3,5,2,0.2996828894186553,0.18555365296803653,0.7809187279151943,0.0,0.6,0,3,0.0,0.0,0.0,0.0,0.9453124999999423,0,247,649,15488,0.0,0.0,0.0,0.9453124999999423,0.0,670,685,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,265,3,3,0,0.6302460407239819,0.2708333333333333,0.7918552036199095,1.0,1.0,0,0,0.08522727272678848,0.01773049645387975,0.029354207151232575,0.014895729890749856,0.9394531249999426,15,161,831,15377,0.08522727272678848,0.01773049645387975,0.029354207151232575,0.9394531249999426,0.014895729890749856,670,846,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,265,3,3,0,0.28901124248434884,0.10428843226788431,0.7104072398190044,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.8912963867186956,0,129,1652,14603,0.0,0.0,0.0,0.8912963867186956,0.0,670,1652,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,265,3,4,1,0.38758127802690584,0.25416666666666665,0.9910313901345291,0.0,0.75,0,4,0.02912621359209162,0.00895522388058365,0.013698629777235682,0.006896551724130004,0.9472656249999422,6,200,664,15514,0.02912621359209162,0.00895522388058365,0.013698629777235682,0.9472656249999422,0.006896551724130004,670,670,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,265,3,4,1,0.3718815878087924,0.2487652207001522,0.9246861924686193,0.0,0.75,0,2,0.00917431192656342,0.008620689655135256,0.008888888389333362,0.00446428571427575,0.9727783203124406,2,216,230,15936,0.00917431192656342,0.008620689655135256,0.008888888389333362,0.9727783203124406,0.00446428571427575,670,232,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",265,3,4,1,0.315328557312253,0.14583333333333334,0.8735177865612649,0.0,0.75,0,2,0.1558441558434812,0.021791767554466226,0.03823685586542757,0.019491066594466977,0.8894653320311957,36,195,1616,14537,0.1558441558434812,0.021791767554466226,0.03823685586542757,0.8894653320311957,0.019491066594466977,670,1652,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,266,3,4,1,0.4947514619883041,0.005555555555555562,0.8362573099415205,1.0,0.75,0,0,0.021276595744529954,0.007692307692287969,0.0112994346381521,0.005681818181807421,0.9679565429686909,3,138,387,15856,0.021276595744529954,0.007692307692287969,0.0112994346381521,0.9679565429686909,0.005681818181807421,390,390,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,266,3,3,0,0.6946487276750435,0.37342342342342344,0.8830409356725146,1.0,1.0,0,0,0.04316546762558874,0.007772020725378533,0.013172337831383957,0.006629834254136321,0.9451293945311923,6,133,766,15479,0.04316546762558874,0.007772020725378533,0.013172337831383957,0.9451293945311923,0.006629834254136321,390,772,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,266,3,3,0,0.3316299193930773,0.19504504504504502,0.7192982456140351,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.9691162109374408,0,116,390,15878,0.0,0.0,0.0,0.9691162109374408,0.0,390,390,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,266,3,4,1,0.5622039337474121,0.09283413848631236,0.9771428571428571,1.0,0.75,0,0,0.13017751479212913,0.04214559386965106,0.06367583175765319,0.03288490284001064,0.9605102539061914,22,147,500,15715,0.13017751479212913,0.04214559386965106,0.06367583175765319,0.9605102539061914,0.03288490284001064,390,522,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,266,3,2,1,0.48222285786931096,0.10539452495974234,0.5906432748538012,1.0,0.6666666666666667,0,0,0.0,0.0,0.0,0.0,0.9589233398436915,0,95,578,15711,0.0,0.0,0.0,0.9589233398436915,0.0,390,578,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,266,3,3,0,0.6104561403508771,0.17333333333333334,0.9122807017543859,1.0,1.0,0,0,0.1895424836588919,0.024956970740081793,0.044106463672634856,0.022550544323466135,0.9232788085936936,29,124,1133,15098,0.1895424836588919,0.024956970740081793,0.044106463672634856,0.9232788085936936,0.022550544323466135,390,1162,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,266,3,5,2,0.24834782608695655,0.1018840579710145,0.7125,0.0,0.6,0,1,0.10964912280653663,0.06410256410239974,0.08090614840140971,0.042158516020164995,0.965332031249941,25,203,365,15791,0.10964912280653663,0.06410256410239974,0.08090614840140971,0.965332031249941,0.042158516020164995,390,390,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,266,3,4,1,0.5474561403508772,0.08888888888888886,0.9122807017543859,1.0,0.75,0,0,0.020547945205338713,0.01754385964902021,0.01892744429794307,0.009554140127358108,0.98101806640619,3,143,168,16070,0.020547945205338713,0.01754385964902021,0.01892744429794307,0.98101806640619,0.009554140127358108,390,171,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",266,3,4,1,0.5220906432748538,0.06111111111111111,0.847953216374269,1.0,0.75,0,0,0.21167883211524324,0.024956970740081793,0.04464973037321656,0.02283464566927336,0.9242553710936936,29,108,1133,15114,0.21167883211524324,0.024956970740081793,0.04464973037321656,0.9242553710936936,0.02283464566927336,390,1162,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,267,3,3,0,0.30687081190587506,0.14838709677419354,0.7004830917874396,0.0,1.0,1,1,0.016393442622816445,0.009569377990384835,0.012084591679484507,0.006079027355604623,0.9800415039061902,2,120,207,16055,0.016393442622816445,0.009569377990384835,0.012084591679484507,0.9800415039061902,0.006079027355604623,209,209,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,267,3,3,0,0.23394927536231885,0.07222222222222223,0.5072463768115942,0.0,1.0,1,0,0.08235294117550172,0.011006289308158796,0.01941747552011481,0.00980392156861372,0.9568481445311916,7,78,629,15670,0.08235294117550172,0.011006289308158796,0.01941747552011481,0.9568481445311916,0.00980392156861372,209,636,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,267,3,4,1,0.2779009661835749,0.1588888888888889,0.6570048309178744,0.0,0.75,1,0,0.08333333333270203,0.05238095238070295,0.06432748490574877,0.03323262839869114,0.9804687499999402,11,121,199,16053,0.08333333333270203,0.05238095238070295,0.06432748490574877,0.9804687499999402,0.03323262839869114,209,210,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,267,3,4,1,0.2806128253077762,0.07903225806451612,0.8502415458937198,0.0,0.75,1,0,0.16470588235197234,0.028571428571399417,0.048695651921881286,0.02495543672012036,0.933227539062443,28,142,952,15262,0.16470588235197234,0.028571428571399417,0.048695651921881286,0.933227539062443,0.02495543672012036,209,980,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,267,3,3,0,0.255675159731962,0.05394265232974908,0.6570048309178744,0.0,1.0,1,0,0.061403508771391196,0.016990291262094684,0.026615969242131592,0.013487475915195593,0.9687499999999408,7,107,405,15865,0.061403508771391196,0.016990291262094684,0.026615969242131592,0.9687499999999408,0.013487475915195593,209,412,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,267,3,3,0,0.2849524700015584,0.1232974910394265,0.6473429951690821,0.0,1.0,1,1,0.13675213675096792,0.01509433962262727,0.027187765326428595,0.013781223083536794,0.9301147460936932,16,101,1044,15223,0.13675213675096792,0.01509433962262727,0.027187765326428595,0.9301147460936932,0.013781223083536794,209,1060,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,267,3,4,1,0.21986714975845414,0.027777777777777783,0.6618357487922706,0.0,0.75,1,1,0.016260162601493818,0.009569377990384835,0.012048192304561637,0.006060606060587695,0.9799804687499402,2,121,207,16054,0.016260162601493818,0.009569377990384835,0.012048192304561637,0.9799804687499402,0.006060606060587695,209,209,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,267,3,4,1,0.2907850241545894,0.11666666666666667,0.8164251207729468,0.0,0.75,1,0,0.018633540372555074,0.014423076923007582,0.01626016210964962,0.008196721311453015,0.9778442382811903,3,158,205,16018,0.018633540372555074,0.014423076923007582,0.01626016210964962,0.9778442382811903,0.008196721311453015,209,208,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",267,3,4,1,0.30469806763285023,0.09444444444444443,0.6859903381642511,0.19999999999999996,0.75,1,1,0.19827586206725623,0.0216981132075267,0.03911564608061745,0.0199479618386644,0.9310302734374432,23,93,1037,15231,0.19827586206725623,0.0216981132075267,0.03911564608061745,0.9310302734374432,0.0199479618386644,209,1060,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,268,3,4,1,0.3423516483516484,0.15982905982905984,0.9771428571428571,0.0,0.75,1,1,0.06097560975572576,0.03649635036483031,0.04566209998794855,0.023364485981253822,0.9744873046874405,10,154,264,15956,0.06097560975572576,0.03649635036483031,0.04566209998794855,0.9744873046874405,0.023364485981253822,274,274,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
