method,method_display,preprocess_method,preprocess_display,preprocess_kind,input_channels,channel_names,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_preprocessed,pixel_recall_on_preprocessed,pixel_f1_on_preprocessed,pixel_iou_on_preprocessed,pixel_accuracy_on_preprocessed,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,raw_stroke_pixels,processed_feature_pixels,opening_radius,closing_radius,erode_radius,dilate_radius,density_radius,distance_decay_px,neighbour_blend,apply_opening,apply_closing,apply_erosion,apply_dilation,apply_skeletonization,internal_skeletonization_applied
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,461,2,3,1,0.5577063492063492,0.13,0.9126984126984127,1.0,0.6666666666666667,0,0,0.37301587301291256,0.10657596371857919,0.1657848321052353,0.09038461538444156,0.9711303710936907,47,79,394,15864,0.37301587301291256,0.10657596371857919,0.1657848321052353,0.9711303710936907,0.09038461538444156,297,441,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,461,2,1,1,0.5060108695652175,0.195,0.5913043478260869,1.0,0.5,0,0,0.7391304347718967,0.12200956937769855,0.20944558497152665,0.1169724770639519,0.9765014648436904,51,18,367,15948,0.7391304347718967,0.12200956937769855,0.20944558497152665,0.9765014648436904,0.1169724770639519,297,418,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,461,2,3,1,0.7465418424753867,0.6317901234567901,0.7278481012658228,1.0,0.6666666666666667,0,0,0.594771241826178,0.11248454882557171,0.18918918892129835,0.10447761194017856,0.9523925781249418,91,62,718,15513,0.594771241826178,0.11248454882557171,0.18918918892129835,0.9523925781249418,0.10447761194017856,297,809,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,461,2,2,0,0.6863326446280992,0.325,0.9504132231404958,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9743652343749405,0,123,297,15964,0.0,0.0,0.0,0.9743652343749405,0.0,297,297,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,461,2,3,1,0.6394005376344086,0.305,0.9274193548387096,1.0,0.6666666666666667,0,0,0.008196721311408223,0.008695652173837429,0.008438818065765843,0.004237288135575266,0.9856567382811898,1,121,114,16148,0.008196721311408223,0.008695652173837429,0.008438818065765843,0.9856567382811898,0.004237288135575266,297,115,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",461,2,2,0,0.5456836810730253,0.015909090909090894,0.9426229508196722,1.0,1.0,0,0,0.44715447154108,0.06798516687259828,0.11802575084359401,0.06271379703527627,0.949829101562442,55,68,754,15507,0.44715447154108,0.06798516687259828,0.11802575084359401,0.949829101562442,0.06271379703527627,297,809,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,462,4,4,0,0.5850853658536586,0.13,0.8829268292682927,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9725341796874406,0,175,275,15934,0.0,0.0,0.0,0.9725341796874406,0.0,275,275,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,462,4,4,0,0.3329749074454957,0.10545454545454544,0.9276018099547512,0.0,1.0,0,1,0.35406698564423894,0.10095497953601507,0.15711252619365895,0.08525345622109994,0.9515380859374419,74,135,659,15516,0.35406698564423894,0.10095497953601507,0.15711252619365895,0.9515380859374419,0.08525345622109994,275,733,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,462,4,4,0,0.5807689075630252,0.13,0.8613445378151261,1.0,1.0,0,0,0.004273504273486011,0.0036363636363504134,0.003929272587708155,0.001968503937003999,0.9690551757811908,1,233,274,15876,0.004273504273486011,0.0036363636363504134,0.003929272587708155,0.9690551757811908,0.001968503937003999,275,275,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,462,4,5,1,0.39699038461538466,0.2663888888888889,0.9855769230769231,0.0,0.8,0,1,0.0,0.0,0.0,0.0,0.9792480468749402,0,193,147,16044,0.0,0.0,0.0,0.9792480468749402,0.0,275,147,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,462,4,3,1,0.26963589449541286,0.014583333333333328,0.9403669724770642,0.0,0.75,0,1,0.048780487804640095,0.019841269841230472,0.028208744299704987,0.014306151645186973,0.9579467773436915,10,195,494,15685,0.048780487804640095,0.019841269841230472,0.028208744299704987,0.9579467773436915,0.014306151645186973,275,504,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,462,4,4,0,0.3278056733828208,0.10731884057971013,0.8975609756097561,0.0,1.0,0,1,0.24999999999857955,0.03645401822697891,0.06362979008869711,0.03286034353993065,0.9209594726561937,44,132,1163,15045,0.24999999999857955,0.03645401822697891,0.06362979008869711,0.9209594726561937,0.03286034353993065,275,1207,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,462,4,4,0,0.33802134146341467,0.0975,0.9707317073170731,0.0,1.0,0,1,0.03684210526296399,0.025454545454452894,0.030107526398298078,0.015283842794726455,0.9724731445311906,7,183,268,15926,0.03684210526296399,0.025454545454452894,0.030107526398298078,0.9724731445311906,0.015283842794726455,275,275,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,462,4,4,0,0.5597378048780488,0.065,0.9024390243902439,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9761352539061904,0,184,207,15993,0.0,0.0,0.0,0.9761352539061904,0.0,275,207,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",462,4,4,0,0.6582195121951219,0.26,0.9560975609756097,1.0,1.0,0,0,0.10309278350462324,0.016570008284990414,0.028551034736381327,0.014482259232429774,0.916931152343694,20,174,1187,15003,0.10309278350462324,0.016570008284990414,0.028551034736381327,0.916931152343694,0.014482259232429774,275,1207,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,463,4,5,1,0.5716534260178749,0.15964912280701754,0.8490566037735849,1.0,0.8,0,0,0.016574585635267546,0.011111111111069959,0.013303768920742788,0.006696428571413624,0.9728393554686906,3,178,267,15936,0.016574585635267546,0.011111111111069959,0.013303768920742788,0.9728393554686906,0.006696428571413624,270,270,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,463,4,4,0,0.5337687748262164,0.07713815789473684,0.7452830188679245,1.0,1.0,0,0,0.02721088435355639,0.005449591280646526,0.009080589960314944,0.004561003420747365,0.9467163085936922,4,143,730,15507,0.02721088435355639,0.005449591280646526,0.009080589960314944,0.9467163085936922,0.004561003420747365,270,734,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,463,4,5,1,0.315433962264151,0.1688888888888889,0.7971698113207547,0.0,0.8,0,1,0.005917159763278597,0.0037037037036899865,0.004555808182481461,0.0022831050228258377,0.9733276367186906,1,168,269,15946,0.005917159763278597,0.0037037037036899865,0.004555808182481461,0.9733276367186906,0.0022831050228258377,270,270,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,463,4,5,1,0.3229321677604594,0.1813586956521739,0.8066037735849056,0.0,0.8,0,1,0.0,0.0,0.0,0.0,0.98272705078119,0,157,126,16101,0.0,0.0,0.0,0.98272705078119,0.0,270,126,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,463,4,5,1,0.31088505322955806,0.12533212560386472,0.8724279835390947,0.0,0.8,0,1,0.03669724770625368,0.016129032258031997,0.02240896316117036,0.011331444759190748,0.9573974609374415,8,210,488,15678,0.03669724770625368,0.016129032258031997,0.02240896316117036,0.9573974609374415,0.011331444759190748,270,496,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,463,4,5,1,0.5994870283018869,0.22569444444444448,0.839622641509434,1.0,0.8,0,0,0.16384180790867886,0.023887973640836994,0.04169662091370374,0.021292217327443984,0.9186401367186939,29,148,1185,15022,0.16384180790867886,0.023887973640836994,0.04169662091370374,0.9186401367186939,0.021292217327443984,270,1214,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,463,4,5,1,0.5592550893743793,0.16144736842105262,0.7830188679245282,1.0,0.8,0,0,0.06535947712375582,0.03703703703689987,0.04728132341509762,0.02421307506047406,0.9754028320311905,10,143,260,15971,0.06535947712375582,0.03703703703689987,0.04728132341509762,0.9754028320311905,0.02421307506047406,270,270,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,463,4,5,1,0.33440742924528305,0.16493055555555552,0.9009433962264151,0.0,0.8,0,1,0.017142857142759184,0.013953488372028124,0.015384614889796203,0.007751937984476093,0.9765624999999404,3,172,212,15997,0.017142857142759184,0.013953488372028124,0.015384614889796203,0.9765624999999404,0.007751937984476093,270,215,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",463,4,5,1,0.32924392027546306,0.19748124841088227,0.8018867924528301,0.0,0.8,0,1,0.11999999999920001,0.014827018121898825,0.026392961681039894,0.013372956909351134,0.9189453124999439,18,132,1196,15038,0.11999999999920001,0.014827018121898825,0.026392961681039894,0.9189453124999439,0.013372956909351134,270,1214,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,464,4,4,0,0.7069375,0.34875,1.0,1.0,1.0,0,0,0.007751937984436032,0.0038461538461390535,0.005141387731484763,0.0025773195876222237,0.9763793945311904,1,128,259,15996,0.007751937984436032,0.0038461538461390535,0.005141387731484763,0.9763793945311904,0.0025773195876222237,260,260,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,464,4,3,1,0.6007787698412699,0.23541666666666666,0.8492063492063492,1.0,0.75,0,0,0.20560747663359244,0.04198473282434736,0.06973058608898411,0.036124794745425085,0.9641723632811912,22,85,502,15775,0.20560747663359244,0.04198473282434736,0.06973058608898411,0.9641723632811912,0.036124794745425085,260,524,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,464,4,3,1,0.5076086956521739,0.0,0.9130434782608696,1.0,0.75,0,0,0.007407407407352538,0.0038461538461390535,0.005063290689287014,0.002538071065983406,0.9760131835936904,1,134,259,15990,0.007407407407352538,0.0038461538461390535,0.005063290689287014,0.9760131835936904,0.002538071065983406,260,260,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,464,4,3,1,0.5430151758901759,0.11763513513513513,0.8253968253968254,1.0,0.75,0,0,0.0,0.0,0.0,0.0,0.98229980468744,0,102,188,16094,0.0,0.0,0.0,0.98229980468744,0.0,260,188,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,464,4,3,1,0.6253248351136282,0.23661929170549856,0.9692307692307692,1.0,0.75,0,0,0.08730158730089443,0.03081232492988568,0.04554865385848454,0.02330508474571334,0.9718627929686906,11,115,346,15912,0.08730158730089443,0.03081232492988568,0.04554865385848454,0.9718627929686906,0.02330508474571334,260,357,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,464,4,3,1,0.5617299284578696,0.11430180180180179,0.9264705882352942,1.0,0.75,0,0,0.22222222222057614,0.03773584905655631,0.06451612878394034,0.0333333333332963,0.9468994140624422,30,105,765,15484,0.22222222222057614,0.03773584905655631,0.06451612878394034,0.9468994140624422,0.0333333333332963,260,795,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,464,4,4,0,0.5759847085385879,0.10007183908045976,0.9047619047619048,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9776000976561903,0,107,260,16017,0.0,0.0,0.0,0.9776000976561903,0.0,260,260,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,464,4,5,1,0.555296079638752,0.10912356321839081,0.8809523809523809,1.0,0.8,0,0,0.036363636363305786,0.034482758620392386,0.03539822958853474,0.018018018017936857,0.9866943359374397,4,106,112,16162,0.036363636363305786,0.034482758620392386,0.03539822958853474,0.9866943359374397,0.018018018017936857,260,116,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",464,4,4,0,0.6049305555555555,0.22083333333333335,0.7777777777777778,1.0,1.0,0,0,0.07216494845286428,0.008805031446529806,0.015695067070700702,0.007909604519765074,0.9464111328124422,7,90,788,15499,0.07216494845286428,0.008805031446529806,0.015695067070700702,0.9464111328124422,0.007909604519765074,260,795,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,465,3,4,1,0.5865619357168652,0.17749287749287745,0.9084507042253521,1.0,0.75,0,0,0.008547008546935495,0.007352941176416523,0.007905137842678404,0.003968253968238221,0.9846801757811898,1,116,135,16132,0.008547008546935495,0.007352941176416523,0.007905137842678404,0.9846801757811898,0.003968253968238221,136,136,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,465,3,4,1,0.5456884806735554,0.17643321852277077,0.7064676616915423,1.0,0.75,0,0,0.12698412698345513,0.05128205128194171,0.07305936032053821,0.03791469194306807,0.9628295898436912,24,165,444,15751,0.12698412698345513,0.05128205128194171,0.07305936032053821,0.9628295898436912,0.03791469194306807,136,468,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,465,3,3,0,0.6467375608415129,0.24001148105625716,0.9436619718309859,1.0,1.0,0,0,0.17777777777646092,0.17647058823399656,0.17712177071641177,0.09716599190244063,0.9863891601561897,24,111,112,16137,0.17777777777646092,0.17647058823399656,0.17712177071641177,0.9863891601561897,0.09716599190244063,136,136,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,465,3,3,0,0.6196910012272853,0.16406429391504018,0.9793103448275862,1.0,1.0,0,0,0.048611111110773535,0.010385756676542455,0.017114914135287335,0.008631319358805633,0.9509277343749419,7,137,667,15573,0.048611111110773535,0.010385756676542455,0.017114914135287335,0.9509277343749419,0.008631319358805633,136,674,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,465,3,3,0,0.5144772481040086,0.014957264957264963,0.7887323943661972,1.0,1.0,0,0,0.1327433628306837,0.05555555555534979,0.07832898130684646,0.040760869565106626,0.9784545898436903,15,98,255,16016,0.1327433628306837,0.05555555555534979,0.07832898130684646,0.9784545898436903,0.040760869565106626,136,282,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,465,3,4,1,0.5672063499072684,0.16479780584258197,0.8402366863905325,1.0,0.75,0,0,0.10843373493910582,0.023376623376593016,0.038461538169661774,0.019607843137233544,0.9450683593749423,18,148,752,15466,0.10843373493910582,0.023376623376593016,0.038461538169661774,0.9450683593749423,0.019607843137233544,136,770,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,465,3,4,1,0.6036625936252802,0.2724858612918314,0.7802197802197802,1.0,0.75,0,0,0.0,0.0,0.0,0.0,0.9807739257811902,0,179,136,16069,0.0,0.0,0.0,0.9807739257811902,0.0,136,136,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,465,3,4,1,0.33009747102212855,0.1346153846153846,0.9726027397260274,0.0,0.75,0,1,0.05468749999957276,0.05147058823491566,0.05303030253036044,0.027237354085497132,0.9847412109374398,7,121,129,16127,0.05468749999957276,0.05147058823491566,0.05303030253036044,0.9847412109374398,0.027237354085497132,136,136,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",465,3,3,0,0.44999999999999996,0.0,0.5,1.0,1.0,0,0,0.14285714285510204,0.012987012986996121,0.023809523656689344,0.012048192771069822,0.949951171874942,10,60,760,15554,0.14285714285510204,0.012987012986996121,0.023809523656689344,0.949951171874942,0.012048192771069822,136,770,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,466,2,1,1,0.44146341463414634,0.0,0.7073170731707317,1.0,0.5,0,0,0.026315789472991694,0.03703703703566529,0.030769230282603564,0.015624999999755858,0.9961547851561892,1,37,26,16320,0.026315789472991694,0.03703703703566529,0.030769230282603564,0.9961547851561892,0.015624999999755858,27,27,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,466,2,2,0,0.5064418859649122,0.12152777777777778,0.5087719298245614,1.0,1.0,0,0,0.033898305084171215,0.01769911504409116,0.02325581350250136,0.011764705882283738,0.9897460937499396,2,57,111,16214,0.033898305084171215,0.01769911504409116,0.02325581350250136,0.9897460937499396,0.011764705882283738,27,113,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,466,2,1,1,0.3689655172413793,0.0,0.3448275862068966,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.997741699218689,0,10,27,16347,0.0,0.0,0.0,0.997741699218689,0.0,27,27,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,466,2,2,0,0.44999999999999996,0.0,0.5,1.0,1.0,0,0,0.06666666666555555,0.03100775193774413,0.04232804189423589,0.021621621621504748,0.9889526367186896,4,56,125,16199,0.06666666666555555,0.03100775193774413,0.04232804189423589,0.9889526367186896,0.021621621621504748,27,129,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,466,2,1,1,0.47575757575757577,0.0,0.8787878787878788,1.0,0.5,0,0,0.06060606060422406,0.03846153846079882,0.0470588230532872,0.024096385541878356,0.9950561523436893,2,31,50,16301,0.06060606060422406,0.03846153846079882,0.0470588230532872,0.9950561523436893,0.024096385541878356,27,60,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,466,2,2,0,0.4483050847457627,0.0,0.4915254237288136,1.0,1.0,0,0,0.054545454544462815,0.01604278074857731,0.0247933880783075,0.012552301255177607,0.9855957031249398,3,52,184,16145,0.054545454544462815,0.01604278074857731,0.0247933880783075,0.9855957031249398,0.012552301255177607,27,187,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,466,2,2,0,0.5413214285714286,0.195,0.5178571428571428,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9953002929686893,0,50,27,16307,0.0,0.0,0.0,0.9953002929686893,0.0,27,27,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,466,2,2,0,0.45175438596491224,0.0,0.5087719298245614,1.0,1.0,0,0,0.016949152542085608,0.03703703703566529,0.023255813522174155,0.011764705882214533,0.9948730468749393,1,58,26,16299,0.016949152542085608,0.03703703703566529,0.023255813522174155,0.9948730468749393,0.011764705882214533,27,27,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",466,2,2,0,0.45175438596491224,0.0,0.5087719298245614,1.0,1.0,0,0,0.05084745762625682,0.01604278074857731,0.024390243537609897,0.012345679012294873,0.9853515624999398,3,56,184,16141,0.05084745762625682,0.01604278074857731,0.024390243537609897,0.9853515624999398,0.012345679012294873,27,187,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,467,1,1,0,0.7463749999999999,0.46416666666666656,0.9375,1.0,1.0,0,0,0.3278688524536415,0.30769230768757394,0.3174603169557823,0.18867924528123886,0.9947509765624393,20,41,45,16278,0.3278688524536415,0.30769230768757394,0.3174603169557823,0.9947509765624393,0.18867924528123886,65,65,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,467,1,1,0,0.5162337662337663,0.0,0.8311688311688312,1.0,1.0,0,0,0.3717948717901052,0.14427860696445632,0.20788530425518684,0.115999999999536,0.9865112304686897,29,49,172,16134,0.3717948717901052,0.14427860696445632,0.20788530425518684,0.9865112304686897,0.115999999999536,65,201,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,467,1,1,0,0.59021875,0.15187499999999998,0.859375,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9926147460936894,0,56,65,16263,0.0,0.0,0.0,0.9926147460936894,0.0,65,65,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,467,1,1,0,0.5023809523809524,0.0,0.7619047619047619,1.0,1.0,0,0,0.10588235293993079,0.027692307692222487,0.04390243869550268,0.022443890274258246,0.9760742187499404,9,76,316,15983,0.10588235293993079,0.027692307692222487,0.04390243869550268,0.9760742187499404,0.022443890274258246,65,325,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,467,1,1,0,0.688016826923077,0.31354166666666666,0.9846153846153847,1.0,1.0,0,0,0.10769230769065088,0.05384615384573965,0.07179487134969101,0.03723404255299344,0.9889526367186896,7,58,123,16196,0.10769230769065088,0.05384615384573965,0.07179487134969101,0.9889526367186896,0.03723404255299344,65,134,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,467,1,1,0,0.6293749999999999,0.20416666666666666,0.9375,1.0,1.0,0,0,0.7049180327753293,0.12609970674449825,0.2139303480002104,0.11977715877403962,0.9807128906249402,43,18,298,16025,0.7049180327753293,0.12609970674449825,0.2139303480002104,0.9807128906249402,0.11977715877403962,65,341,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,467,1,1,0,0.5125,0.0,0.8125,1.0,1.0,0,0,0.05882352941061131,0.04615384615313609,0.05172413743742569,0.026548672566136737,0.9932861328124394,3,48,62,16271,0.05882352941061131,0.04615384615313609,0.05172413743742569,0.9932861328124394,0.026548672566136737,65,65,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,467,1,1,0,0.72675,0.44833333333333336,0.875,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9925537109374394,0,57,65,16262,0.0,0.0,0.0,0.9925537109374394,0.0,65,65,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
