sample,method,Method,preprocess_method,True vectors,Predicted vectors,Vector count error,Engineering score,Line geometry score,Total length score,Junction angle score,Vector count score,True junctions,Predicted junctions,tp,fp,fn,tn,sample_precision,sample_recall,sample_f1,sample_accuracy,sample_iou
131,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,5,5,0,0.34003297190924525,0.15360862444478743,0.8545454545454545,0.0,1.0,0,1,12,152,574,15646,0.07317073170687091,0.020477815699623758,0.031999999658211556,0.9556884765624416,0.016260162601603984
131,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,5,5,0,0.5954617803673407,0.13132920889712058,0.9318181818181819,1.0,1.0,0,0,10,179,576,15619,0.052910052909772964,0.01706484641635313,0.0258064512440408,0.9539184570311917,0.013071895424819515
132,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,3,0,0.5578183581124757,0.03202614379084967,0.967032967032967,1.0,1.0,0,0,8,83,221,16072,0.08791208791112184,0.03493449781644133,0.04999999959267578,0.98144531249994,0.02564102564094346
132,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,3,0,0.5399553571428571,0.07291666666666666,0.7857142857142857,1.0,1.0,0,0,0,104,229,16051,0.0,0.0,0.0,0.9796752929686902,0.0
133,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,4,5,1,0.35879807692307697,0.2332264957264957,0.8692307692307693,0.0,0.8,0,1,9,101,271,16003,0.08181818181743801,0.03214285714274235,0.046153845748612754,0.9772949218749403,0.02362204724403249
133,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,4,4,0,0.3143971631205674,0.06666666666666665,0.9219858156028369,0.0,1.0,0,1,4,129,276,15975,0.030075187969698686,0.014285714285663265,0.019370459611676223,0.9752807617186905,0.009779951100220587
134,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.5462096774193548,0.04892473118279565,0.8709677419354839,1.0,1.0,0,0,0,28,102,16254,0.0,0.0,0.0,0.9920654296874394,0.0
134,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.5112903225806451,0.0,0.8064516129032258,1.0,1.0,0,0,0,26,102,16256,0.0,0.0,0.0,0.9921874999999394,0.0
135,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.7422417582417582,0.52,0.7912087912087912,1.0,1.0,0,0,36,37,56,16255,0.49315068492475134,0.39130434782183365,0.43636363586497706,0.9943237304686893,0.27906976743969714
135,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.9140274725274725,0.8187179487179488,0.978021978021978,1.0,1.0,0,0,45,45,47,16247,0.49999999999444444,0.48913043477729207,0.49450549400012084,0.9943847656249393,0.328467153282274
136,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,2,0,0.7253665048543689,0.3983333333333333,0.9805825242718447,1.0,1.0,0,0,0,103,239,16042,0.0,0.0,0.0,0.9791259765624402,0.0
136,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,2,0,0.5364077669902912,0.0,0.9320388349514563,1.0,1.0,0,0,6,92,233,16053,0.06122448979529362,0.025104602510355213,0.035608308192658214,0.9801635742186902,0.018126888217467895
137,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,2,0,0.546875,0.0,0.984375,1.0,1.0,0,0,0,61,97,16226,0.0,0.0,0.0,0.9903564453124395,0.0
137,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,2,0,0.5404761904761904,0.0,0.9523809523809523,1.0,1.0,0,0,0,53,97,16234,0.0,0.0,0.0,0.9908447265624395,0.0
138,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,2,0,0.6277568493150685,0.325,0.6575342465753424,1.0,1.0,0,0,0,68,106,16210,0.0,0.0,0.0,0.9893798828124396,0.0
138,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,1,1,0.45425,0.06499999999999999,0.625,1.0,0.5,0,0,0,31,106,16247,0.0,0.0,0.0,0.9916381835936895,0.0
139,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,3,1,0.3680584762958864,0.3564102564102564,0.7050359712230216,0.0,0.6666666666666667,0,1,9,126,299,15950,0.06666666666617284,0.029220779220684348,0.04063205375214142,0.9740600585936905,0.02073732718889231
139,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,2,0,0.3460391737891738,0.14346153846153847,0.9074074074074074,0.0,1.0,0,1,10,100,298,15976,0.09090909090826446,0.032467532467427056,0.047846889564112545,0.9757080078124404,0.024509803921508554
140,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,2,0,0.5126865671641792,0.0,0.8134328358208955,1.0,1.0,0,0,3,91,460,15830,0.031914893616681754,0.0064794816414546885,0.01077199253807104,0.9663696289061909,0.005415162454863872
140,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,3,1,0.28224162257495594,0.11142857142857143,0.8271604938271605,0.0,0.6666666666666667,0,1,17,136,446,15785,0.11111111111038491,0.0367170626349099,0.05519480482125465,0.9644775390624412,0.028380634390603704
141,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,4,5,1,0.3636052482613618,0.25565843621399176,0.8427947598253275,0.0,0.8,0,1,8,208,553,15615,0.03703703703686557,0.014260249554341782,0.020592020190542452,0.9535522460936918,0.010403120936267357
141,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,4,3,1,0.3498795816541931,0.1940329218106996,0.9378238341968912,0.0,0.75,0,1,0,177,561,15646,0.0,0.0,0.0,0.9549560546874417,0.0
142,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,4,4,0,0.5607328969733062,0.6176165935756729,0.9140271493212669,0.0,1.0,1,0,16,186,574,15608,0.07920792079168709,0.027118644067750646,0.04040404002393889,0.9536132812499418,0.02061855670100436
142,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,4,4,0,0.3938209878546013,0.2520284990873226,0.9020408163265307,0.0,1.0,1,1,18,218,572,15576,0.07627118644035479,0.03050847457621948,0.04358353470069005,0.9517822265624419,0.022277227722744708
143,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,5,5,0,0.2977086284046917,0.1678692015999169,0.6108374384236452,0.0,1.0,1,1,1,117,408,15858,0.008474576271114621,0.002444987775055147,0.0037950660661004386,0.9679565429686909,0.001901140684407032
143,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,5,5,0,0.39090311986863713,0.237037037037037,0.9211822660098522,0.0,1.0,1,0,1,187,408,15788,0.005319148936141919,0.002444987775055147,0.003350083320600826,0.9636840820311912,0.0016778523489904735
144,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,4,4,0,0.24053862803862805,0.04124579124579124,0.6098901098901099,0.0,1.0,1,0,1,95,362,15926,0.01041666666655816,0.0027548209366315296,0.0043572981441136385,0.9721069335936906,0.0021834061135323508
144,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,4,4,0,0.2695061882561882,0.08852413019079686,0.6483516483516483,0.0,1.0,1,0,5,102,358,15919,0.0467289719621801,0.013774104683157647,0.021276595392928935,0.9719238281249406,0.010752688172019888
145,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,3,0,0.6459683544303797,0.21888888888888888,0.9873417721518988,1.0,1.0,0,0,4,73,215,16092,0.0519480519473773,0.018264840182565002,0.027027026641914722,0.98242187499994,0.013698630136939388
145,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,3,0,0.5879285714285715,0.14777777777777779,0.8571428571428572,1.0,1.0,0,0,24,60,195,16105,0.28571428571088436,0.10958904109539001,0.15841584118236773,0.9844360351561899,0.08602150537603577
146,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,2,0,0.7891647543077628,0.5434892438070404,0.972972972972973,1.0,1.0,0,0,40,70,252,16022,0.36363636363305785,0.13698630136939388,0.19900497472587317,0.9803466796874402,0.11049723756875554
146,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,2,0,0.5673261001386002,0.1065705128205128,0.8468468468468469,1.0,1.0,0,0,3,92,289,16000,0.03157894736808864,0.010273972602704542,0.015503875598474992,0.9767456054686904,0.007812499999979655
147,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,5,5,0,0.6660382174361325,0.3538390804597701,0.7840531561461794,1.0,1.0,0,0,17,224,731,15412,0.07053941908684423,0.022727272727242342,0.034378159388660505,0.9417114257811925,0.017489711934138386
147,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,5,5,0,0.5401211478978118,0.13160919540229885,0.654485049833887,1.0,1.0,0,0,6,179,742,15457,0.03243243243225712,0.008021390374320828,0.012861736016441343,0.9437866210936924,0.006472491909378131
148,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,3,0,0.5978295454545455,0.22750000000000004,0.7272727272727273,1.0,1.0,0,0,1,75,288,16020,0.013157894736668974,0.0034602076124447744,0.005479451725036613,0.9778442382811903,0.0027472527472452
148,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,3,0,0.29454545454545455,0.0,0.9727272727272728,0.0,1.0,0,1,1,101,288,15994,0.009803921568531333,0.0034602076124447744,0.00511508912840709,0.9762573242186904,0.0025641025640959895
149,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,2,0,0.38887890179995444,0.33218880534670003,0.696969696969697,0.0,1.0,1,0,11,68,291,16014,0.13924050632735138,0.03642384105948204,0.05774278182321699,0.9780883789061903,0.02972972972964938
149,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,2,0,0.15606060606060607,0.0,0.2803030303030303,0.0,1.0,1,0,1,36,301,16046,0.027027027026296568,0.003311258278134731,0.00589970482025044,0.9794311523436902,0.0029585798816480517
150,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,5,5,0,0.35187549334915214,0.15021337192582077,0.9213973799126638,0.0,1.0,3,2,42,155,521,15666,0.213197969542065,0.07460035523965436,0.11052631540514196,0.9587402343749415,0.05849582172693803
150,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,5,4,1,0.28195649294086034,0.09362481206654055,0.7991266375545851,0.0,0.8,3,0,43,130,520,15691,0.24855491329336096,0.07637655417393184,0.1168478257270314,0.9603271484374414,0.062049062048972516
151,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,4,1,0.4640158371040724,0.02516339869281044,0.6384615384615384,1.0,0.75,0,0,29,96,239,16020,0.231999999998144,0.10820895522347683,0.1475826967664666,0.9795532226561902,0.0796703296701108
151,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,3,0,0.5331325301204819,0.0,0.9156626506024097,1.0,1.0,0,0,7,61,261,16055,0.10294117646907439,0.02611940298497717,0.04166666634357285,0.9803466796874402,0.02127659574461618
152,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.47,0.0,0.6,1.0,1.0,0,0,0,21,13,16350,0.0,0.0,0.0,0.997924804687439,0.0
152,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.8025000000000001,0.65,0.8,1.0,1.0,0,0,0,16,13,16355,0.0,0.0,0.0,0.998229980468689,0.0
153,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,4,1,0.26888387731671315,0.02303865288939914,0.9175824175824175,0.0,0.75,1,1,24,130,505,15725,0.15584415584314387,0.04536862003772142,0.0702781841307555,0.9612426757811913,0.036418816388412115
153,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,3,0,0.3256868131868132,0.25,0.5659340659340659,0.0,1.0,1,0,9,94,520,15761,0.08737864077585068,0.01701323251414553,0.028481012385309847,0.9625244140624413,0.014446227929350809
154,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.5013513513513513,0.0,0.7567567567567568,1.0,1.0,0,0,9,19,111,16245,0.32142857141709186,0.074999999999375,0.1216216213131848,0.9920654296874394,0.06474820143838311
154,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.4797297297297297,0.0,0.6486486486486487,1.0,1.0,0,0,3,16,117,16248,0.157894736833795,0.024999999999791665,0.04316546738926557,0.9918823242186894,0.02205882352924957
155,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,2,0,0.6003915626856803,0.1164705882352941,0.98989898989899,1.0,1.0,0,0,46,55,232,16051,0.45544554454994607,0.16546762589868538,0.24274406293231043,0.98248291015619,0.13813813813772333
155,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,2,0,0.6296415626856803,0.1814705882352941,0.98989898989899,1.0,1.0,0,0,0,100,278,16006,0.0,0.0,0.0,0.9769287109374404,0.0
156,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.5017241379310344,0.0,0.7586206896551724,1.0,1.0,0,0,5,17,87,16275,0.2272727272623967,0.054347826086365784,0.08771929793259464,0.9936523437499393,0.04587155963260668
156,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.5086206896551724,0.0,0.7931034482758621,1.0,1.0,0,0,11,12,81,16280,0.47826086954442343,0.11956521739000472,0.19130434750275993,0.9943237304686893,0.10576923076821375
157,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,4,4,0,0.3153851258581236,0.14819883040935675,0.7434782608695651,0.0,1.0,1,2,5,143,424,15812,0.03378378378355552,0.011655011654984487,0.01733102214885457,0.965393066406191,0.008741258741243459
157,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,4,4,0,0.3314391304347826,0.19933333333333333,0.7086956521739131,0.0,1.0,1,3,8,134,421,15821,0.05633802816861734,0.01864801864797518,0.028021015388040162,0.966125488281191,0.014209591474219877
158,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,2,0,0.49724821519632845,0.020911949685534587,0.6891891891891893,1.0,1.0,0,0,1,51,189,16143,0.01923076923039941,0.005263157894709142,0.008264462472440422,0.9853515624999398,0.004149377593343779
158,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,2,0,0.5740202702702702,0.11944444444444444,0.8513513513513513,1.0,1.0,0,0,7,52,183,16142,0.11864406779459925,0.03684210526296399,0.056224899236334905,0.9856567382811898,0.02892561983459122
159,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,2,0,0.53125,0.0,0.90625,1.0,1.0,0,0,11,47,163,16163,0.1896551724105232,0.06321839080423439,0.09482758583107907,0.9871826171874397,0.04977375565588338
159,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,2,0,0.55,0.0,1.0,1.0,1.0,0,0,0,62,174,16148,0.0,0.0,0.0,0.9855957031249398,0.0
160,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,3,0,0.3053157894736842,0.08666666666666667,0.8315789473684211,0.0,1.0,0,1,7,173,358,15846,0.03888888888867284,0.019178082191728278,0.025688072952014147,0.9675903320311909,0.013011152416332694
160,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,3,0,0.5809456631548564,0.09769647696476964,0.9349112426035503,1.0,1.0,0,0,7,160,358,15859,0.04191616766441967,0.019178082191728278,0.02631578904284443,0.9683837890624408,0.013333333333307936
161,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,5,5,0,0.35437246376811593,0.1403832528180354,0.956,0.0,1.0,1,1,36,197,522,15629,0.15450643776757722,0.06451612903214245,0.09102401981173794,0.9561157226561916,0.04768211920523486
161,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,5,5,0,0.40367302798982185,0.02851851851851852,0.9541984732824428,0.4,1.0,1,2,22,231,536,15595,0.08695652173878674,0.039426523297420385,0.05425400696885762,0.9531860351561918,0.027883396704654142
162,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,4,4,0,0.28173203812316716,0.07809139784946235,0.7329545454545454,0.0,1.0,2,1,11,111,266,15996,0.09016393442549046,0.03971119133559671,0.05513784418670738,0.9769897460936904,0.02835051546384446
162,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,4,4,0,0.3132982629498648,0.16591533180778031,0.6931818181818181,0.0,1.0,2,1,19,98,258,16009,0.16239316239177443,0.06859205776148523,0.09644670008957974,0.9782714843749403,0.05066666666653156
163,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.47916666666666663,0.0,0.6458333333333333,1.0,1.0,0,0,0,25,103,16256,0.0,0.0,0.0,0.9921874999999394,0.0
163,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.4625,0.0,0.5625,1.0,1.0,0,0,5,22,98,16259,0.18518518517832647,0.04854368931991705,0.07692307659278107,0.9926757812499394,0.03999999999968
164,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,4,1,0.5357702702702702,0.09,0.8513513513513513,1.0,0.75,0,0,1,113,331,15939,0.008771929824484456,0.003012048192762012,0.004484304552172808,0.9729003906249406,0.002247191011230905
164,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,4,1,0.5367404450895017,0.056837606837606844,0.9308176100628931,1.0,0.75,0,0,11,146,321,15906,0.07006369426706967,0.033132530120382135,0.044989774614977364,0.9714965820311907,0.023012552301207086
165,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.883,0.74,1.0,1.0,1.0,0,0,0,24,24,16336,0.0,0.0,0.0,0.9970703124999392,0.0
165,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.600195652173913,0.1471014492753623,0.92,1.0,1.0,0,0,0,26,24,16334,0.0,0.0,0.0,0.9969482421874392,0.0
166,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.4719512195121951,0.0,0.6097560975609756,1.0,1.0,0,0,0,23,88,16273,0.0,0.0,0.0,0.9932250976561894,0.0
166,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.4865853658536585,0.0,0.6829268292682926,1.0,1.0,0,0,2,23,86,16273,0.0799999999968,0.022727272727014462,0.03539822974328452,0.9933471679686894,0.018018018017855693
167,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.46111111111111114,0.0,0.5555555555555556,1.0,1.0,0,0,1,23,15,16345,0.04166666666493055,0.06249999999609375,0.0499999995175,0.997680664062439,0.02564102564036818
167,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.47,0.0,0.6,1.0,1.0,0,0,4,21,12,16347,0.1599999999936,0.249999999984375,0.19512195073408686,0.997985839843689,0.10810810810518627
168,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.4921052631578947,0.0,0.7105263157894737,1.0,1.0,0,0,0,82,115,16187,0.0,0.0,0.0,0.9879760742186897,0.0
168,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.5026315789473684,0.0,0.7631578947368421,1.0,1.0,0,0,0,88,115,16181,0.0,0.0,0.0,0.9876098632811897,0.0
169,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.6000707964601769,0.17026548672566366,0.8672566371681416,1.0,1.0,0,0,24,51,217,16092,0.3199999999957333,0.09958506224025068,0.15189873381423247,0.9836425781249399,0.08219178082163633
169,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.5004424778761062,0.0,0.752212389380531,1.0,1.0,0,0,19,47,222,16096,0.28787878787442606,0.07883817427353179,0.12377850129032668,0.9835815429686899,0.06597222222199316
170,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,4,4,0,0.5683512931034482,0.10208333333333333,0.8620689655172413,1.0,1.0,0,0,7,89,297,15991,0.07291666666590711,0.02302631578939794,0.03499999963502501,0.9764404296874404,0.017811704834560276
170,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,4,4,0,0.2968117807389461,0.0314102564102564,0.9133858267716536,0.0,1.0,0,1,4,110,300,15970,0.035087719297937824,0.013157894736798823,0.019138755584075462,0.9749755859374405,0.009661835748768933
171,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.4833333333333334,0.0,0.6666666666666667,1.0,1.0,0,0,7,57,90,16230,0.109374999998291,0.07216494845286428,0.08695652125905635,0.9910278320311895,0.045454545454250296
171,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.4625,0.0,0.5625,1.0,1.0,0,0,2,49,95,16238,0.03921568627374087,0.020618556700818365,0.027027026574963486,0.9912109374999395,0.013698630136892476
172,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,2,0,0.42970833333333336,0.34750000000000003,0.8666666666666667,0.0,1.0,1,0,6,62,194,16122,0.08823529411634948,0.02999999999985,0.044776119023947424,0.9843749999999399,0.02290076335869122
172,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,2,0,0.2876923076923077,0.0,0.9384615384615385,0.0,1.0,1,0,4,59,196,16125,0.06349206349105568,0.0199999999999,0.030418250586013974,0.9844360351561899,0.015444015443955815
173,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,5,5,0,0.40880406159980665,0.29138146259184494,0.8884120171673819,0.0,1.0,0,1,5,194,470,15715,0.02512562814057726,0.010526315789451525,0.014836794836024809,0.9594726562499414,0.007473841554547872
173,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,5,5,0,0.6127207209464074,0.1565467618551542,0.9613733905579399,1.0,1.0,0,0,1,208,474,15701,0.004784688995192418,0.0021052631578903046,0.0029239761837959303,0.9583740234374415,0.0014641288433360701
174,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,3,0,0.2683427539311517,0.03769230769230769,0.7569060773480663,0.0,1.0,0,2,7,118,489,15770,0.055999999999552,0.014112903225777998,0.022544283092233455,0.9629516601561912,0.011400651465779479
174,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,3,0,0.5113259668508288,0.0,0.8066298342541436,1.0,1.0,0,0,16,121,480,15767,0.11678832116703075,0.03225806451606399,0.050552922251501785,0.9633178710936912,0.02593192868715408
175,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,4,1,0.3343223563369195,0.03258258258258258,0.7233009708737864,0.4,0.75,1,2,9,139,479,15757,0.060810810810399935,0.01844262295078188,0.02830188643525771,0.9622802734374413,0.01435406698562304
175,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,4,1,0.2571247704014694,0.07462462462462462,0.7427184466019418,0.0,0.75,1,0,8,130,480,15766,0.05797101449233355,0.016393442622917226,0.025559105087527692,0.9627685546874412,0.01294498381874928
176,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,4,4,0,0.6459486107863767,0.2563937382554404,0.9028571428571428,1.0,1.0,0,0,15,146,362,15861,0.09316770186277536,0.03978779840838253,0.055762081364775236,0.9689941406249408,0.028680688336465237
176,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,4,3,1,0.2761637537993921,0.025443262411347513,0.9485714285714286,0.0,0.75,0,2,14,147,363,15860,0.08695652173859034,0.03713527851449036,0.052044609245829945,0.9688720703124408,0.02671755725185741
177,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,5,5,0,0.3489265505885778,0.12226204699322976,0.9695431472081218,0.0,1.0,0,1,3,185,345,15851,0.01595744680842576,0.008620689655147642,0.011194029395257873,0.9676513671874409,0.005628517823629215
177,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,5,5,0,0.38625903975994,0.22889605734767024,0.9162790697674419,0.0,1.0,0,2,2,207,346,15829,0.009569377990384835,0.0057471264367650945,0.007181328076893107,0.966247558593691,0.0036036036035971106
178,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,1,1,0,0.9622994652406417,0.9292929292929293,0.9705882352941176,1.0,1.0,0,0,35,0,73,16276,0.9999999999714286,0.32407407407107336,0.48951048913394296,0.9955444335936892,0.32407407407107336
178,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,1,1,0,0.4872878787878788,0.12999999999999998,0.3939393939393939,1.0,1.0,0,0,14,0,94,16276,0.9999999999285715,0.12962962962842936,0.22950819651437784,0.9942626953124393,0.12962962962842936
179,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,2,2,0,0.6169827586206896,0.18333333333333332,0.9224137931034483,1.0,1.0,0,0,12,105,97,16170,0.10256410256322594,0.11009174311825604,0.10619468976517346,0.9876708984374397,0.05607476635487816
179,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,2,2,0,0.5010843245539507,0.015909090909090894,0.719626168224299,1.0,1.0,0,0,4,71,105,16204,0.05333333333262222,0.036697247706085345,0.04347826038616494,0.9892578124999396,0.022222222222098766
180,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,3,0,0.5720677655677656,0.06978021978021977,0.9533333333333334,1.0,1.0,0,0,8,132,198,16046,0.05714285714244898,0.03883495145612216,0.04624277408439976,0.9798583984374402,0.023668639053184413
180,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,3,0,0.49858391608391606,0.003846153846153841,0.7342657342657343,1.0,1.0,0,0,5,102,201,16076,0.0467289719621801,0.024271844660076352,0.03194888133895417,0.98150634765619,0.016233766233713528
181,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,4,1,0.6701012403620517,0.37906432748538005,0.8726114649681529,1.0,0.75,0,0,58,97,326,15903,0.37419354838468266,0.15104166666627333,0.21521335765995575,0.9741821289061905,0.1205821205818699
181,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,3,0,0.6273600553737729,0.24977011494252874,0.8248175182481752,1.0,1.0,0,0,57,57,327,15943,0.499999999995614,0.14843749999961345,0.2289156622966565,0.9765624999999404,0.12925170067997901
182,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,5,4,1,0.26203964709126004,0.1532504978096376,0.5653846153846154,0.0,0.8,3,0,8,131,602,15643,0.05755395683411832,0.013114754098339156,0.02136181545200098,0.9552612304686917,0.010796221322522542
182,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,5,5,0,0.3804717255717256,0.09677477477477478,0.9846153846153847,0.16,1.0,3,5,20,196,590,15578,0.09259259259216393,0.03278688524584789,0.048426149734711474,0.9520263671874418,0.02481389578160693
183,cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,3,3,0,0.2998834253054789,0.1263559322033898,0.7151162790697674,0.0,1.0,1,0,4,119,168,16093,0.032520325202987636,0.023255813953353164,0.02711864358140765,0.98248291015619,0.013745704467306717
183,cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,3,3,0,0.2683467852257182,0.05627450980392157,0.7151162790697674,0.0,1.0,1,0,1,117,171,16095,0.008474576271114621,0.005813953488338291,0.006896551241426906,0.98242187499994,0.0034602076124447744
