Cycle,Training samples,sample,Method,True vectors,Predicted vectors,Vector count error,Engineering score,Line geometry score,Total length score,Junction angle score,Vector count score,True junctions,Predicted junctions,tp,fp,fn,tn,sample_precision,sample_recall,sample_f1,sample_accuracy,sample_iou
small,100,207,Unedited Hough vectors from distance-to-stroke,1,9,8,0.15483982887868442,0.23438596491228064,0.1912751677852349,0.0,0.11111111111111116,0,20,99,143,77,16065,0.40909090908921864,0.562499999996804,0.47368421003651473,0.9865722656249397,0.310344827585234
small,100,208,Unedited Hough vectors from distance-to-stroke,4,18,14,0.36076573962918496,0.6706862745098039,0.18367346938775508,0.0,0.2222222222222222,0,42,121,551,121,15591,0.18005952380925586,0.49999999999793393,0.2647702403103055,0.9589843749999415,0.15258511979804215
small,100,209,Unedited Hough vectors from distance-to-stroke,2,11,9,0.2649963359015894,0.4486235489220564,0.22466960352422904,0.0,0.18181818181818177,0,21,119,213,87,15965,0.3584337349386794,0.5776699029098171,0.44237918168191426,0.98168945312494,0.28400954653870164
small,100,210,Unedited Hough vectors from distance-to-stroke,5,29,24,0.34497245202143545,0.6418312619559395,0.18125000000000002,0.010628019323671498,0.1724137931034483,3,207,458,1167,425,14334,0.2818461538459804,0.5186862967151544,0.36523125951157537,0.9028320312499448,0.22341463414623247
small,100,211,Unedited Hough vectors from distance-to-stroke,3,18,15,0.2649365079365079,0.4822222222222222,0.12857142857142856,0.022222222222222223,0.16666666666666663,1,36,140,466,138,15640,0.2310231023098498,0.5035971223003468,0.3167420810160828,0.9631347656249412,0.18817204301049978
small,100,212,Unedited Hough vectors from distance-to-stroke,5,29,24,0.2533622752799694,0.4524488041509318,0.14686040477426054,0.012587412587412588,0.1724137931034483,2,143,423,1079,410,14472,0.28162450066559147,0.5078031212478898,0.3623126333737101,0.9091186523436945,0.22123430962331525
small,100,213,Unedited Hough vectors from distance-to-stroke,2,9,7,0.28603252032520327,0.52,0.14905149051490518,0.0,0.2222222222222222,0,25,84,234,37,16029,0.26415094339539574,0.6942148760273206,0.38268792670600504,0.9834594726561899,0.23661971830919262
small,100,214,Unedited Hough vectors from distance-to-stroke,3,15,12,0.33674192144220316,0.5883448143895905,0.25993377483443714,0.0,0.19999999999999996,0,33,199,264,109,15812,0.42980561554982766,0.6461038961017984,0.5162127102841089,0.9772338867186904,0.3479020979014897
small,100,215,Unedited Hough vectors from distance-to-stroke,2,13,11,0.3926466747538177,0.7168181818181819,0.24489795918367352,0.022857142857142857,0.15384615384615385,1,35,217,236,184,15747,0.4790286975706865,0.5411471321682266,0.5081967208121391,0.9743652343749405,0.3406593406588059
small,100,216,Unedited Hough vectors from distance-to-stroke,4,24,20,0.2935287938511862,0.5498529411764705,0.1471415182755389,0.0,0.16666666666666663,0,86,234,611,257,15282,0.2769230769227492,0.4765784114043247,0.350299400732185,0.9470214843749422,0.21234119782194888
small,100,217,Unedited Hough vectors from distance-to-stroke,5,32,27,0.33177546612835224,0.6241739268067772,0.16445623342175064,0.009523809523809525,0.15625,1,105,329,1154,397,14504,0.22184760620349167,0.4531680440765108,0.2978723399839801,0.9053344726561947,0.17499999999990692
small,100,218,Unedited Hough vectors from distance-to-stroke,3,14,11,0.34272034520749173,0.65,0.14395886889460152,0.0,0.2142857142857143,0,15,61,287,40,15996,0.17528735632133538,0.6039603960336242,0.2717149216990987,0.9800415039061902,0.15721649484495565
small,100,219,Unedited Hough vectors from distance-to-stroke,1,5,4,0.3440789473684211,0.65,0.1578947368421053,0.0,0.19999999999999996,0,5,47,56,16,16265,0.45631067960722027,0.7460317460199043,0.5662650597631732,0.9956054687499392,0.39495798318995834
small,100,220,Unedited Hough vectors from distance-to-stroke,4,22,18,0.3717930183369931,0.6885477650507154,0.21882352941176475,0.0,0.18181818181818177,0,36,344,731,383,14926,0.31999999999970236,0.47317744153992686,0.3817980017379795,0.932006835937443,0.23593964334688894
small,100,221,Unedited Hough vectors from distance-to-stroke,5,25,20,0.3240110487338748,0.5977777777777777,0.1505016722408027,0.019642857142857146,0.19999999999999996,3,112,199,753,155,15277,0.20903361344515858,0.5621468926537793,0.3047473196656192,0.9445800781249423,0.1797651309844808
small,100,222,Unedited Hough vectors from distance-to-stroke,4,23,19,0.33620950623202506,0.6504584304584303,0.1305595408895266,0.0,0.17391304347826086,0,78,269,862,250,15003,0.23784261715275168,0.5183044315982306,0.32606060562899764,0.932128906249943,0.19478638667618045
small,100,223,Unedited Hough vectors from distance-to-stroke,2,8,6,0.20103723404255322,0.325,0.14893617021276595,0.0,0.25,0,6,62,159,61,16102,0.28054298642406994,0.5040650406463084,0.3604651158175534,0.9865722656249397,0.21985815602758915
small,100,224,Unedited Hough vectors from distance-to-stroke,5,29,24,0.3885957553597565,0.7329477589247704,0.17986164488854728,0.022222222222222223,0.1724137931034483,2,90,271,746,272,15095,0.2664700098325797,0.4990791896860054,0.34743589698161326,0.9378662109374427,0.21024049650875853
small,100,225,Unedited Hough vectors from distance-to-stroke,2,7,5,0.40487607338017173,0.6953703703703703,0.31693989071038253,0.0,0.2857142857142857,0,6,64,102,84,16134,0.3855421686723763,0.4324324324295106,0.40764331160095746,0.9886474609374396,0.255999999998976
small,100,226,Unedited Hough vectors from distance-to-stroke,1,2,1,0.6725000000000001,0.65,0.4,1.0,0.5,0,0,9,33,8,16334,0.21428571428061227,0.5294117646747405,0.3050847453421431,0.997497558593689,0.1799999999964
small,100,227,Unedited Hough vectors from distance-to-stroke,1,2,1,0.8653362664990573,0.8738738738738738,0.8604651162790697,1.0,0.5,0,0,0,63,53,16268,0.0,0.0,0.0,0.9929199218749394,0.0
small,100,228,Unedited Hough vectors from distance-to-stroke,2,13,11,0.33665491700874534,0.65,0.14385150812064962,0.0,0.15384615384615385,0,58,100,183,78,16023,0.35335689045811536,0.5617977528058327,0.43383947891668123,0.9840698242186899,0.27700831024854017
small,100,229,Unedited Hough vectors from distance-to-stroke,5,31,26,0.3072313551973516,0.572448254815069,0.1600625651720542,0.005952380952380952,0.16129032258064513,1,168,324,1168,216,14676,0.2171581769435542,0.5999999999988889,0.3188976374047097,0.915527343749944,0.189695550351177
small,100,230,Unedited Hough vectors from distance-to-stroke,2,7,5,0.3830032467532468,0.65,0.30965909090909094,0.0,0.2857142857142857,0,9,148,164,135,15937,0.474358974357454,0.5229681978780107,0.49747899109615423,0.98175048828119,0.33109619686726827
